Active Voters,Total Ballots,Contest Name,Choice Name,Total Votes,Party,Precinct Name
1128.0,857,United States Senator,Joanne Rock (Write-In),0,UAF,2181207103
1128.0,857,United States Senator,Tom Harvey (Write-In),0,UAF,2181207103
1042.0,820,United States Senator,Michael Bennet,555,DEM,2181207104
1042.0,820,United States Senator,Joe O'Dea,236,REP,2181207104
1042.0,820,United States Senator,T.J. Cole,3,UNI,2181207104
1042.0,820,United States Senator,Brian Peotter,16,LBR,2181207104
1042.0,820,United States Senator,Frank Atwood,3,APV,2181207104
1042.0,820,United States Senator,John Carleton Rutledge (Write-In),0,LBR,2181207104
1042.0,820,United States Senator,Robert Messman (Write-In),0,UAF,2181207104
1042.0,820,United States Senator,Joanne Rock (Write-In),0,UAF,2181207104
1042.0,820,United States Senator,Tom Harvey (Write-In),0,UAF,2181207104
1598.0,1222,United States Senator,Michael Bennet,942,DEM,2181207105
1598.0,1222,United States Senator,Joe O'Dea,245,REP,2181207105
1598.0,1222,United States Senator,T.J. Cole,7,UNI,2181207105
1598.0,1222,United States Senator,Brian Peotter,16,LBR,2181207105
1598.0,1222,United States Senator,Frank Atwood,3,APV,2181207105
1598.0,1222,United States Senator,John Carleton Rutledge (Write-In),0,LBR,2181207105
1598.0,1222,United States Senator,Robert Messman (Write-In),0,UAF,2181207105
1598.0,1222,United States Senator,Joanne Rock (Write-In),0,UAF,2181207105
1598.0,1222,United States Senator,Tom Harvey (Write-In),0,UAF,2181207105
764.0,616,United States Senator,Michael Bennet,478,DEM,2181207106
764.0,616,United States Senator,Joe O'Dea,122,REP,2181207106
764.0,616,United States Senator,T.J. Cole,4,UNI,2181207106
764.0,616,United States Senator,Brian Peotter,9,LBR,2181207106
764.0,616,United States Senator,Frank Atwood,2,APV,2181207106
764.0,616,United States Senator,John Carleton Rutledge (Write-In),0,LBR,2181207106
764.0,616,United States Senator,Robert Messman (Write-In),0,UAF,2181207106
764.0,616,United States Senator,Joanne Rock (Write-In),0,UAF,2181207106
764.0,616,United States Senator,Tom Harvey (Write-In),0,UAF,2181207106
1144.0,935,United States Senator,Michael Bennet,733,DEM,2181207200
1144.0,935,United States Senator,Joe O'Dea,185,REP,2181207200
1144.0,935,United States Senator,T.J. Cole,2,UNI,2181207200
1144.0,935,United States Senator,Brian Peotter,7,LBR,2181207200
1144.0,935,United States Senator,Frank Atwood,3,APV,2181207200
1144.0,935,United States Senator,John Carleton Rutledge (Write-In),0,LBR,2181207200
1144.0,935,United States Senator,Robert Messman (Write-In),0,UAF,2181207200
1144.0,935,United States Senator,Joanne Rock (Write-In),0,UAF,2181207200
1144.0,935,United States Senator,Tom Harvey (Write-In),0,UAF,2181207200
1068.0,854,United States Senator,Michael Bennet,652,DEM,2181207201
1068.0,854,United States Senator,Joe O'Dea,181,REP,2181207201
1068.0,854,United States Senator,T.J. Cole,3,UNI,2181207201
1068.0,854,United States Senator,Brian Peotter,11,LBR,2181207201
1068.0,854,United States Senator,Frank Atwood,1,APV,2181207201
1068.0,854,United States Senator,John Carleton Rutledge (Write-In),0,LBR,2181207201
1068.0,854,United States Senator,Robert Messman (Write-In),0,UAF,2181207201
1068.0,854,United States Senator,Joanne Rock (Write-In),0,UAF,2181207201
1068.0,854,United States Senator,Tom Harvey (Write-In),0,UAF,2181207201
607.0,527,United States Senator,Michael Bennet,437,DEM,2181207202
607.0,527,United States Senator,Joe O'Dea,80,REP,2181207202
607.0,527,United States Senator,T.J. Cole,0,UNI,2181207202
607.0,527,United States Senator,Brian Peotter,3,LBR,2181207202
607.0,527,United States Senator,Frank Atwood,2,APV,2181207202
607.0,527,United States Senator,John Carleton Rutledge (Write-In),0,LBR,2181207202
607.0,527,United States Senator,Robert Messman (Write-In),0,UAF,2181207202
607.0,527,United States Senator,Joanne Rock (Write-In),0,UAF,2181207202
607.0,527,United States Senator,Tom Harvey (Write-In),0,UAF,2181207202
908.0,733,United States Senator,Michael Bennet,588,DEM,2181207203
908.0,733,United States Senator,Joe O'Dea,122,REP,2181207203
908.0,733,United States Senator,T.J. Cole,4,UNI,2181207203
908.0,733,United States Senator,Brian Peotter,10,LBR,2181207203
908.0,733,United States Senator,Frank Atwood,2,APV,2181207203
908.0,733,United States Senator,John Carleton Rutledge (Write-In),0,LBR,2181207203
908.0,733,United States Senator,Robert Messman (Write-In),0,UAF,2181207203
908.0,733,United States Senator,Joanne Rock (Write-In),0,UAF,2181207203
908.0,733,United States Senator,Tom Harvey (Write-In),0,UAF,2181207203
1536.0,1254,United States Senator,Michael Bennet,1013,DEM,2181207204
1536.0,1254,United States Senator,Joe O'Dea,209,REP,2181207204
1536.0,1254,United States Senator,T.J. Cole,4,UNI,2181207204
1536.0,1254,United States Senator,Brian Peotter,10,LBR,2181207204
1536.0,1254,United States Senator,Frank Atwood,5,APV,2181207204
1536.0,1254,United States Senator,John Carleton Rutledge (Write-In),0,LBR,2181207204
1536.0,1254,United States Senator,Robert Messman (Write-In),0,UAF,2181207204
1536.0,1254,United States Senator,Joanne Rock (Write-In),0,UAF,2181207204
1536.0,1254,United States Senator,Tom Harvey (Write-In),0,UAF,2181207204
981.0,812,United States Senator,Michael Bennet,660,DEM,2181207205
981.0,812,United States Senator,Joe O'Dea,137,REP,2181207205
981.0,812,United States Senator,T.J. Cole,3,UNI,2181207205
981.0,812,United States Senator,Brian Peotter,5,LBR,2181207205
981.0,812,United States Senator,Frank Atwood,1,APV,2181207205
981.0,812,United States Senator,John Carleton Rutledge (Write-In),0,LBR,2181207205
981.0,812,United States Senator,Robert Messman (Write-In),0,UAF,2181207205
981.0,812,United States Senator,Joanne Rock (Write-In),0,UAF,2181207205
981.0,812,United States Senator,Tom Harvey (Write-In),0,UAF,2181207205
1054.0,885,United States Senator,Michael Bennet,747,DEM,2181207206
1054.0,885,United States Senator,Joe O'Dea,118,REP,2181207206
1054.0,885,United States Senator,T.J. Cole,2,UNI,2181207206
1054.0,885,United States Senator,Brian Peotter,8,LBR,2181207206
1054.0,885,United States Senator,Frank Atwood,1,APV,2181207206
1054.0,885,United States Senator,John Carleton Rutledge (Write-In),0,LBR,2181207206
1054.0,885,United States Senator,Robert Messman (Write-In),0,UAF,2181207206
1054.0,885,United States Senator,Joanne Rock (Write-In),0,UAF,2181207206
1054.0,885,United States Senator,Tom Harvey (Write-In),0,UAF,2181207206
1534.0,1302,United States Senator,Michael Bennet,1049,DEM,2181207207
1534.0,1302,United States Senator,Joe O'Dea,228,REP,2181207207
1534.0,1302,United States Senator,T.J. Cole,6,UNI,2181207207
1534.0,1302,United States Senator,Brian Peotter,5,LBR,2181207207
1534.0,1302,United States Senator,Frank Atwood,6,APV,2181207207
1534.0,1302,United States Senator,John Carleton Rutledge (Write-In),0,LBR,2181207207
1534.0,1302,United States Senator,Robert Messman (Write-In),0,UAF,2181207207
1534.0,1302,United States Senator,Joanne Rock (Write-In),0,UAF,2181207207
1534.0,1302,United States Senator,Tom Harvey (Write-In),0,UAF,2181207207
1055.0,822,United States Senator,Michael Bennet,624,DEM,2181207208
1055.0,822,United States Senator,Joe O'Dea,168,REP,2181207208
1055.0,822,United States Senator,T.J. Cole,7,UNI,2181207208
1055.0,822,United States Senator,Brian Peotter,12,LBR,2181207208
1055.0,822,United States Senator,Frank Atwood,4,APV,2181207208
1055.0,822,United States Senator,John Carleton Rutledge (Write-In),0,LBR,2181207208
1055.0,822,United States Senator,Robert Messman (Write-In),0,UAF,2181207208
1055.0,822,United States Senator,Joanne Rock (Write-In),0,UAF,2181207208
1055.0,822,United States Senator,Tom Harvey (Write-In),0,UAF,2181207208
1465.0,1085,United States Senator,Michael Bennet,857,DEM,2181207209
1465.0,1085,United States Senator,Joe O'Dea,188,REP,2181207209
1465.0,1085,United States Senator,T.J. Cole,8,UNI,2181207209
1465.0,1085,United States Senator,Brian Peotter,13,LBR,2181207209
1465.0,1085,United States Senator,Frank Atwood,2,APV,2181207209
1465.0,1085,United States Senator,John Carleton Rutledge (Write-In),0,LBR,2181207209
1465.0,1085,United States Senator,Robert Messman (Write-In),0,UAF,2181207209
1465.0,1085,United States Senator,Joanne Rock (Write-In),0,UAF,2181207209
1465.0,1085,United States Senator,Tom Harvey (Write-In),0,UAF,2181207209
1384.0,1128,United States Senator,Michael Bennet,929,DEM,2181207210
1384.0,1128,United States Senator,Joe O'Dea,182,REP,2181207210
1384.0,1128,United States Senator,T.J. Cole,1,UNI,2181207210
1384.0,1128,United States Senator,Brian Peotter,3,LBR,2181207210
1384.0,1128,United States Senator,Frank Atwood,1,APV,2181207210
1384.0,1128,United States Senator,John Carleton Rutledge (Write-In),0,LBR,2181207210
1384.0,1128,United States Senator,Robert Messman (Write-In),0,UAF,2181207210
1384.0,1128,United States Senator,Joanne Rock (Write-In),0,UAF,2181207210
1384.0,1128,United States Senator,Tom Harvey (Write-In),0,UAF,2181207210
880.0,685,United States Senator,Michael Bennet,506,DEM,2181207211
880.0,685,United States Senator,Joe O'Dea,162,REP,2181207211
880.0,685,United States Senator,T.J. Cole,5,UNI,2181207211
880.0,685,United States Senator,Brian Peotter,3,LBR,2181207211
880.0,685,United States Senator,Frank Atwood,2,APV,2181207211
880.0,685,United States Senator,John Carleton Rutledge (Write-In),0,LBR,2181207211
880.0,685,United States Senator,Robert Messman (Write-In),0,UAF,2181207211
880.0,685,United States Senator,Joanne Rock (Write-In),0,UAF,2181207211
880.0,685,United States Senator,Tom Harvey (Write-In),0,UAF,2181207211
1236.0,1006,United States Senator,Michael Bennet,806,DEM,2181207212
1236.0,1006,United States Senator,Joe O'Dea,176,REP,2181207212
1236.0,1006,United States Senator,T.J. Cole,6,UNI,2181207212
1236.0,1006,United States Senator,Brian Peotter,5,LBR,2181207212
1236.0,1006,United States Senator,Frank Atwood,3,APV,2181207212
1236.0,1006,United States Senator,John Carleton Rutledge (Write-In),0,LBR,2181207212
1236.0,1006,United States Senator,Robert Messman (Write-In),0,UAF,2181207212
1236.0,1006,United States Senator,Joanne Rock (Write-In),0,UAF,2181207212
1236.0,1006,United States Senator,Tom Harvey (Write-In),0,UAF,2181207212
1923.0,1354,United States Senator,Michael Bennet,936,DEM,2171207300
1923.0,1354,United States Senator,Joe O'Dea,373,REP,2171207300
1923.0,1354,United States Senator,T.J. Cole,7,UNI,2171207300
1923.0,1354,United States Senator,Brian Peotter,20,LBR,2171207300
1923.0,1354,United States Senator,Frank Atwood,2,APV,2171207300
1923.0,1354,United States Senator,John Carleton Rutledge (Write-In),0,LBR,2171207300
1923.0,1354,United States Senator,Robert Messman (Write-In),0,UAF,2171207300
1923.0,1354,United States Senator,Joanne Rock (Write-In),0,UAF,2171207300
1923.0,1354,United States Senator,Tom Harvey (Write-In),0,UAF,2171207300
1825.0,1188,United States Senator,Michael Bennet,942,DEM,2171207301
1825.0,1188,United States Senator,Joe O'Dea,209,REP,2171207301
1825.0,1188,United States Senator,T.J. Cole,13,UNI,2171207301
1825.0,1188,United States Senator,Brian Peotter,15,LBR,2171207301
1825.0,1188,United States Senator,Frank Atwood,2,APV,2171207301
1825.0,1188,United States Senator,John Carleton Rutledge (Write-In),0,LBR,2171207301
1825.0,1188,United States Senator,Robert Messman (Write-In),0,UAF,2171207301
1825.0,1188,United States Senator,Joanne Rock (Write-In),0,UAF,2171207301
1825.0,1188,United States Senator,Tom Harvey (Write-In),0,UAF,2171207301
1914.0,1507,United States Senator,Michael Bennet,1168,DEM,2171207302
1914.0,1507,United States Senator,Joe O'Dea,290,REP,2171207302
1914.0,1507,United States Senator,T.J. Cole,5,UNI,2171207302
1914.0,1507,United States Senator,Brian Peotter,19,LBR,2171207302
1914.0,1507,United States Senator,Frank Atwood,4,APV,2171207302
1914.0,1507,United States Senator,John Carleton Rutledge (Write-In),0,LBR,2171207302
1914.0,1507,United States Senator,Robert Messman (Write-In),0,UAF,2171207302
1914.0,1507,United States Senator,Joanne Rock (Write-In),0,UAF,2171207302
1914.0,1507,United States Senator,Tom Harvey (Write-In),0,UAF,2171207302
951.0,685,United States Senator,Michael Bennet,559,DEM,2171207303
951.0,685,United States Senator,Joe O'Dea,100,REP,2171207303
951.0,685,United States Senator,T.J. Cole,11,UNI,2171207303
951.0,685,United States Senator,Brian Peotter,9,LBR,2171207303
951.0,685,United States Senator,Frank Atwood,1,APV,2171207303
951.0,685,United States Senator,John Carleton Rutledge (Write-In),0,LBR,2171207303
951.0,685,United States Senator,Robert Messman (Write-In),0,UAF,2171207303
951.0,685,United States Senator,Joanne Rock (Write-In),0,UAF,2171207303
951.0,685,United States Senator,Tom Harvey (Write-In),0,UAF,2171207303
1029.0,836,United States Senator,Michael Bennet,670,DEM,2171207304
1029.0,836,United States Senator,Joe O'Dea,146,REP,2171207304
1029.0,836,United States Senator,T.J. Cole,7,UNI,2171207304
1029.0,836,United States Senator,Brian Peotter,6,LBR,2171207304
1029.0,836,United States Senator,Frank Atwood,4,APV,2171207304
1029.0,836,United States Senator,John Carleton Rutledge (Write-In),0,LBR,2171207304
1029.0,836,United States Senator,Robert Messman (Write-In),0,UAF,2171207304
1029.0,836,United States Senator,Joanne Rock (Write-In),0,UAF,2171207304
1029.0,836,United States Senator,Tom Harvey (Write-In),0,UAF,2171207304
1123.0,821,United States Senator,Michael Bennet,668,DEM,2171207305
1123.0,821,United States Senator,Joe O'Dea,122,REP,2171207305
1123.0,821,United States Senator,T.J. Cole,12,UNI,2171207305
1123.0,821,United States Senator,Brian Peotter,7,LBR,2171207305
1123.0,821,United States Senator,Frank Atwood,4,APV,2171207305
1123.0,821,United States Senator,John Carleton Rutledge (Write-In),0,LBR,2171207305
1123.0,821,United States Senator,Robert Messman (Write-In),0,UAF,2171207305
1123.0,821,United States Senator,Joanne Rock (Write-In),0,UAF,2171207305
1123.0,821,United States Senator,Tom Harvey (Write-In),0,UAF,2171207305
1203.0,923,United States Senator,Michael Bennet,737,DEM,2171207306
1203.0,923,United States Senator,Joe O'Dea,149,REP,2171207306
1203.0,923,United States Senator,T.J. Cole,4,UNI,2171207306
1203.0,923,United States Senator,Brian Peotter,14,LBR,2171207306
1203.0,923,United States Senator,Frank Atwood,6,APV,2171207306
1203.0,923,United States Senator,John Carleton Rutledge (Write-In),0,LBR,2171207306
1203.0,923,United States Senator,Robert Messman (Write-In),0,UAF,2171207306
1203.0,923,United States Senator,Joanne Rock (Write-In),0,UAF,2171207306
1203.0,923,United States Senator,Tom Harvey (Write-In),0,UAF,2171207306
1449.0,818,United States Senator,Michael Bennet,650,DEM,2171207307
1449.0,818,United States Senator,Joe O'Dea,134,REP,2171207307
1449.0,818,United States Senator,T.J. Cole,9,UNI,2171207307
1449.0,818,United States Senator,Brian Peotter,14,LBR,2171207307
1449.0,818,United States Senator,Frank Atwood,5,APV,2171207307
1449.0,818,United States Senator,John Carleton Rutledge (Write-In),0,LBR,2171207307
1449.0,818,United States Senator,Robert Messman (Write-In),0,UAF,2171207307
1449.0,818,United States Senator,Joanne Rock (Write-In),0,UAF,2171207307
1449.0,818,United States Senator,Tom Harvey (Write-In),0,UAF,2171207307
1048.0,788,United States Senator,Michael Bennet,628,DEM,2171207308
1048.0,788,United States Senator,Joe O'Dea,137,REP,2171207308
1048.0,788,United States Senator,T.J. Cole,8,UNI,2171207308
1048.0,788,United States Senator,Brian Peotter,6,LBR,2171207308
1048.0,788,United States Senator,Frank Atwood,2,APV,2171207308
1048.0,788,United States Senator,John Carleton Rutledge (Write-In),0,LBR,2171207308
1048.0,788,United States Senator,Robert Messman (Write-In),0,UAF,2171207308
1048.0,788,United States Senator,Joanne Rock (Write-In),0,UAF,2171207308
1048.0,788,United States Senator,Tom Harvey (Write-In),0,UAF,2171207308
1145.0,907,United States Senator,Michael Bennet,709,DEM,2171207309
1145.0,907,United States Senator,Joe O'Dea,163,REP,2171207309
1145.0,907,United States Senator,T.J. Cole,12,UNI,2171207309
1145.0,907,United States Senator,Brian Peotter,14,LBR,2171207309
1145.0,907,United States Senator,Frank Atwood,3,APV,2171207309
1145.0,907,United States Senator,John Carleton Rutledge (Write-In),0,LBR,2171207309
1145.0,907,United States Senator,Robert Messman (Write-In),0,UAF,2171207309
1145.0,907,United States Senator,Joanne Rock (Write-In),0,UAF,2171207309
1145.0,907,United States Senator,Tom Harvey (Write-In),1,UAF,2171207309
1511.0,1154,United States Senator,Michael Bennet,938,DEM,2171207310
1511.0,1154,United States Senator,Joe O'Dea,196,REP,2171207310
1511.0,1154,United States Senator,T.J. Cole,3,UNI,2171207310
1511.0,1154,United States Senator,Brian Peotter,14,LBR,2171207310
1511.0,1154,United States Senator,Frank Atwood,1,APV,2171207310
1511.0,1154,United States Senator,John Carleton Rutledge (Write-In),0,LBR,2171207310
1511.0,1154,United States Senator,Robert Messman (Write-In),0,UAF,2171207310
1511.0,1154,United States Senator,Joanne Rock (Write-In),0,UAF,2171207310
1511.0,1154,United States Senator,Tom Harvey (Write-In),0,UAF,2171207310
843.0,646,United States Senator,Michael Bennet,551,DEM,2171207311
843.0,646,United States Senator,Joe O'Dea,85,REP,2171207311
843.0,646,United States Senator,T.J. Cole,3,UNI,2171207311
843.0,646,United States Senator,Brian Peotter,1,LBR,2171207311
843.0,646,United States Senator,Frank Atwood,2,APV,2171207311
843.0,646,United States Senator,John Carleton Rutledge (Write-In),0,LBR,2171207311
843.0,646,United States Senator,Robert Messman (Write-In),0,UAF,2171207311
843.0,646,United States Senator,Joanne Rock (Write-In),0,UAF,2171207311
843.0,646,United States Senator,Tom Harvey (Write-In),0,UAF,2171207311
1012.0,828,United States Senator,Michael Bennet,638,DEM,2171207312
1012.0,828,United States Senator,Joe O'Dea,177,REP,2171207312
1012.0,828,United States Senator,T.J. Cole,1,UNI,2171207312
1012.0,828,United States Senator,Brian Peotter,4,LBR,2171207312
1012.0,828,United States Senator,Frank Atwood,2,APV,2171207312
1012.0,828,United States Senator,John Carleton Rutledge (Write-In),0,LBR,2171207312
1012.0,828,United States Senator,Robert Messman (Write-In),0,UAF,2171207312
1012.0,828,United States Senator,Joanne Rock (Write-In),0,UAF,2171207312
1012.0,828,United States Senator,Tom Harvey (Write-In),0,UAF,2171207312
1318.0,1128,United States Senator,Michael Bennet,888,DEM,2171207313
1318.0,1128,United States Senator,Joe O'Dea,217,REP,2171207313
1318.0,1128,United States Senator,T.J. Cole,0,UNI,2171207313
1318.0,1128,United States Senator,Brian Peotter,8,LBR,2171207313
1318.0,1128,United States Senator,Frank Atwood,3,APV,2171207313
1318.0,1128,United States Senator,John Carleton Rutledge (Write-In),0,LBR,2171207313
1318.0,1128,United States Senator,Robert Messman (Write-In),0,UAF,2171207313
1318.0,1128,United States Senator,Joanne Rock (Write-In),1,UAF,2171207313
1318.0,1128,United States Senator,Tom Harvey (Write-In),0,UAF,2171207313
1447.0,1219,United States Senator,Michael Bennet,968,DEM,2171207314
1447.0,1219,United States Senator,Joe O'Dea,230,REP,2171207314
1447.0,1219,United States Senator,T.J. Cole,4,UNI,2171207314
1447.0,1219,United States Senator,Brian Peotter,11,LBR,2171207314
1447.0,1219,United States Senator,Frank Atwood,2,APV,2171207314
1447.0,1219,United States Senator,John Carleton Rutledge (Write-In),0,LBR,2171207314
1447.0,1219,United States Senator,Robert Messman (Write-In),0,UAF,2171207314
1447.0,1219,United States Senator,Joanne Rock (Write-In),0,UAF,2171207314
1447.0,1219,United States Senator,Tom Harvey (Write-In),0,UAF,2171207314
856.0,687,United States Senator,Michael Bennet,528,DEM,2171207315
856.0,687,United States Senator,Joe O'Dea,144,REP,2171207315
856.0,687,United States Senator,T.J. Cole,1,UNI,2171207315
856.0,687,United States Senator,Brian Peotter,9,LBR,2171207315
856.0,687,United States Senator,Frank Atwood,0,APV,2171207315
856.0,687,United States Senator,John Carleton Rutledge (Write-In),0,LBR,2171207315
856.0,687,United States Senator,Robert Messman (Write-In),0,UAF,2171207315
856.0,687,United States Senator,Joanne Rock (Write-In),0,UAF,2171207315
856.0,687,United States Senator,Tom Harvey (Write-In),0,UAF,2171207315
1333.0,1095,United States Senator,Michael Bennet,762,DEM,2171207316
1333.0,1095,United States Senator,Joe O'Dea,307,REP,2171207316
1333.0,1095,United States Senator,T.J. Cole,6,UNI,2171207316
1333.0,1095,United States Senator,Brian Peotter,6,LBR,2171207316
1333.0,1095,United States Senator,Frank Atwood,3,APV,2171207316
1333.0,1095,United States Senator,John Carleton Rutledge (Write-In),0,LBR,2171207316
1333.0,1095,United States Senator,Robert Messman (Write-In),0,UAF,2171207316
1333.0,1095,United States Senator,Joanne Rock (Write-In),0,UAF,2171207316
1333.0,1095,United States Senator,Tom Harvey (Write-In),0,UAF,2171207316
1731.0,1317,United States Senator,Michael Bennet,912,DEM,2171907400
1731.0,1317,United States Senator,Joe O'Dea,368,REP,2171907400
1731.0,1317,United States Senator,T.J. Cole,5,UNI,2171907400
1731.0,1317,United States Senator,Brian Peotter,18,LBR,2171907400
1731.0,1317,United States Senator,Frank Atwood,5,APV,2171907400
1731.0,1317,United States Senator,John Carleton Rutledge (Write-In),0,LBR,2171907400
1731.0,1317,United States Senator,Robert Messman (Write-In),0,UAF,2171907400
1731.0,1317,United States Senator,Joanne Rock (Write-In),0,UAF,2171907400
1731.0,1317,United States Senator,Tom Harvey (Write-In),0,UAF,2171907400
1488.0,1155,United States Senator,Michael Bennet,823,DEM,2171907401
1488.0,1155,United States Senator,Joe O'Dea,296,REP,2171907401
1488.0,1155,United States Senator,T.J. Cole,5,UNI,2171907401
1488.0,1155,United States Senator,Brian Peotter,19,LBR,2171907401
1488.0,1155,United States Senator,Frank Atwood,1,APV,2171907401
1488.0,1155,United States Senator,John Carleton Rutledge (Write-In),0,LBR,2171907401
1488.0,1155,United States Senator,Robert Messman (Write-In),0,UAF,2171907401
1488.0,1155,United States Senator,Joanne Rock (Write-In),0,UAF,2171907401
1488.0,1155,United States Senator,Tom Harvey (Write-In),0,UAF,2171907401
1469.0,1154,United States Senator,Michael Bennet,808,DEM,2171907402
1469.0,1154,United States Senator,Joe O'Dea,304,REP,2171907402
1469.0,1154,United States Senator,T.J. Cole,7,UNI,2171907402
1469.0,1154,United States Senator,Brian Peotter,22,LBR,2171907402
1469.0,1154,United States Senator,Frank Atwood,1,APV,2171907402
1469.0,1154,United States Senator,John Carleton Rutledge (Write-In),0,LBR,2171907402
1469.0,1154,United States Senator,Robert Messman (Write-In),0,UAF,2171907402
1469.0,1154,United States Senator,Joanne Rock (Write-In),0,UAF,2171907402
1469.0,1154,United States Senator,Tom Harvey (Write-In),0,UAF,2171907402
1412.0,1069,United States Senator,Michael Bennet,745,DEM,2171907403
1412.0,1069,United States Senator,Joe O'Dea,296,REP,2171907403
1412.0,1069,United States Senator,T.J. Cole,3,UNI,2171907403
1412.0,1069,United States Senator,Brian Peotter,12,LBR,2171907403
1412.0,1069,United States Senator,Frank Atwood,1,APV,2171907403
1412.0,1069,United States Senator,John Carleton Rutledge (Write-In),0,LBR,2171907403
1412.0,1069,United States Senator,Robert Messman (Write-In),0,UAF,2171907403
1412.0,1069,United States Senator,Joanne Rock (Write-In),0,UAF,2171907403
1412.0,1069,United States Senator,Tom Harvey (Write-In),0,UAF,2171907403
1821.0,1328,United States Senator,Michael Bennet,876,DEM,2171907404
1821.0,1328,United States Senator,Joe O'Dea,384,REP,2171907404
