Active Voters,Total Ballots,Contest Name,Choice Name,Total Votes,Party,Precinct Name
1045,599,City Of Boulder Council Candidates,John Gerstle,128,,2181007814
1045,599,City Of Boulder Council Candidates,Matthew Appelbaum,289,,2181007814
1045,599,City Of Boulder Council Candidates,Kevin Hotaling,76,,2181007814
1045,599,City Of Boulder Council Candidates,Macon Cowles,254,,2181007814
1045,599,City Of Boulder Council Candidates,Jonathan Dings,61,,2181007814
1045,599,City Of Boulder Council Candidates,Ed Byrne,148,,2181007814
1045,599,City Of Boulder Council Candidates,Micah Parkin,201,,2181007814
1045,599,City Of Boulder Council Candidates,Greatful Fred Smith,35,,2181007814
1045,599,City Of Boulder Council Candidates,Andrew Shoemaker,211,,2181007814
1045,599,City Of Boulder Council Candidates,Sam Weaver,290,,2181007814
807,297,City Of Boulder Council Candidates,Mary Young,150,,2181007815
807,297,City Of Boulder Council Candidates,John Gerstle,53,,2181007815
807,297,City Of Boulder Council Candidates,Matthew Appelbaum,140,,2181007815
807,297,City Of Boulder Council Candidates,Kevin Hotaling,22,,2181007815
807,297,City Of Boulder Council Candidates,Macon Cowles,124,,2181007815
807,297,City Of Boulder Council Candidates,Jonathan Dings,39,,2181007815
807,297,City Of Boulder Council Candidates,Ed Byrne,67,,2181007815
807,297,City Of Boulder Council Candidates,Micah Parkin,124,,2181007815
807,297,City Of Boulder Council Candidates,Greatful Fred Smith,33,,2181007815
807,297,City Of Boulder Council Candidates,Andrew Shoemaker,108,,2181007815
807,297,City Of Boulder Council Candidates,Sam Weaver,145,,2181007815
1093,535,City Of Boulder Council Candidates,Mary Young,282,,2181007816
1093,535,City Of Boulder Council Candidates,John Gerstle,116,,2181007816
1093,535,City Of Boulder Council Candidates,Matthew Appelbaum,268,,2181007816
1093,535,City Of Boulder Council Candidates,Kevin Hotaling,50,,2181007816
1093,535,City Of Boulder Council Candidates,Macon Cowles,221,,2181007816
1093,535,City Of Boulder Council Candidates,Jonathan Dings,62,,2181007816
1093,535,City Of Boulder Council Candidates,Ed Byrne,163,,2181007816
1093,535,City Of Boulder Council Candidates,Micah Parkin,193,,2181007816
1093,535,City Of Boulder Council Candidates,Greatful Fred Smith,41,,2181007816
1093,535,City Of Boulder Council Candidates,Andrew Shoemaker,200,,2181007816
1093,535,City Of Boulder Council Candidates,Sam Weaver,241,,2181007816
822,543,City Of Boulder Council Candidates,Mary Young,224,,2181007817
822,543,City Of Boulder Council Candidates,John Gerstle,149,,2181007817
822,543,City Of Boulder Council Candidates,Matthew Appelbaum,226,,2181007817
822,543,City Of Boulder Council Candidates,Kevin Hotaling,103,,2181007817
822,543,City Of Boulder Council Candidates,Macon Cowles,181,,2181007817
822,543,City Of Boulder Council Candidates,Jonathan Dings,76,,2181007817
822,543,City Of Boulder Council Candidates,Ed Byrne,216,,2181007817
822,543,City Of Boulder Council Candidates,Micah Parkin,158,,2181007817
822,543,City Of Boulder Council Candidates,Greatful Fred Smith,31,,2181007817
822,543,City Of Boulder Council Candidates,Andrew Shoemaker,237,,2181007817
822,543,City Of Boulder Council Candidates,Sam Weaver,212,,2181007817
1024,620,City Of Boulder Council Candidates,Mary Young,336,,2181007818
1024,620,City Of Boulder Council Candidates,John Gerstle,181,,2181007818
1024,620,City Of Boulder Council Candidates,Matthew Appelbaum,278,,2181007818
1024,620,City Of Boulder Council Candidates,Kevin Hotaling,89,,2181007818
1024,620,City Of Boulder Council Candidates,Macon Cowles,258,,2181007818
1024,620,City Of Boulder Council Candidates,Jonathan Dings,82,,2181007818
1024,620,City Of Boulder Council Candidates,Ed Byrne,188,,2181007818
1024,620,City Of Boulder Council Candidates,Micah Parkin,232,,2181007818
1024,620,City Of Boulder Council Candidates,Greatful Fred Smith,46,,2181007818
1024,620,City Of Boulder Council Candidates,Andrew Shoemaker,250,,2181007818
1024,620,City Of Boulder Council Candidates,Sam Weaver,272,,2181007818
861,517,City Of Boulder Council Candidates,Mary Young,269,,2181007819
861,517,City Of Boulder Council Candidates,John Gerstle,157,,2181007819
861,517,City Of Boulder Council Candidates,Matthew Appelbaum,241,,2181007819
861,517,City Of Boulder Council Candidates,Kevin Hotaling,63,,2181007819
861,517,City Of Boulder Council Candidates,Macon Cowles,181,,2181007819
861,517,City Of Boulder Council Candidates,Jonathan Dings,79,,2181007819
861,517,City Of Boulder Council Candidates,Ed Byrne,165,,2181007819
861,517,City Of Boulder Council Candidates,Micah Parkin,224,,2181007819
861,517,City Of Boulder Council Candidates,Greatful Fred Smith,27,,2181007819
861,517,City Of Boulder Council Candidates,Andrew Shoemaker,243,,2181007819
861,517,City Of Boulder Council Candidates,Sam Weaver,236,,2181007819
709,439,City Of Boulder Council Candidates,Mary Young,240,,2181007820
709,439,City Of Boulder Council Candidates,John Gerstle,123,,2181007820
709,439,City Of Boulder Council Candidates,Matthew Appelbaum,199,,2181007820
709,439,City Of Boulder Council Candidates,Kevin Hotaling,43,,2181007820
709,439,City Of Boulder Council Candidates,Macon Cowles,202,,2181007820
709,439,City Of Boulder Council Candidates,Jonathan Dings,50,,2181007820
709,439,City Of Boulder Council Candidates,Ed Byrne,127,,2181007820
709,439,City Of Boulder Council Candidates,Micah Parkin,200,,2181007820
709,439,City Of Boulder Council Candidates,Greatful Fred Smith,27,,2181007820
709,439,City Of Boulder Council Candidates,Andrew Shoemaker,171,,2181007820
709,439,City Of Boulder Council Candidates,Sam Weaver,214,,2181007820
1064,521,City Of Boulder Council Candidates,Mary Young,275,,2181007821
1064,521,City Of Boulder Council Candidates,John Gerstle,110,,2181007821
1064,521,City Of Boulder Council Candidates,Matthew Appelbaum,265,,2181007821
1064,521,City Of Boulder Council Candidates,Kevin Hotaling,49,,2181007821
1064,521,City Of Boulder Council Candidates,Macon Cowles,252,,2181007821
1064,521,City Of Boulder Council Candidates,Jonathan Dings,57,,2181007821
1064,521,City Of Boulder Council Candidates,Ed Byrne,119,,2181007821
1064,521,City Of Boulder Council Candidates,Micah Parkin,220,,2181007821
1064,521,City Of Boulder Council Candidates,Greatful Fred Smith,33,,2181007821
1064,521,City Of Boulder Council Candidates,Andrew Shoemaker,170,,2181007821
1064,521,City Of Boulder Council Candidates,Sam Weaver,244,,2181007821
932,360,City Of Boulder Council Candidates,Mary Young,182,,2181007822
932,360,City Of Boulder Council Candidates,John Gerstle,64,,2181007822
932,360,City Of Boulder Council Candidates,Matthew Appelbaum,182,,2181007822
932,360,City Of Boulder Council Candidates,Kevin Hotaling,33,,2181007822
932,360,City Of Boulder Council Candidates,Macon Cowles,150,,2181007822
932,360,City Of Boulder Council Candidates,Jonathan Dings,35,,2181007822
932,360,City Of Boulder Council Candidates,Ed Byrne,85,,2181007822
932,360,City Of Boulder Council Candidates,Micah Parkin,137,,2181007822
932,360,City Of Boulder Council Candidates,Greatful Fred Smith,32,,2181007822
932,360,City Of Boulder Council Candidates,Andrew Shoemaker,119,,2181007822
932,360,City Of Boulder Council Candidates,Sam Weaver,160,,2181007822
1429,507,City Of Boulder Council Candidates,Mary Young,238,,2181007823
1429,507,City Of Boulder Council Candidates,John Gerstle,77,,2181007823
1429,507,City Of Boulder Council Candidates,Matthew Appelbaum,210,,2181007823
1429,507,City Of Boulder Council Candidates,Kevin Hotaling,65,,2181007823
1429,507,City Of Boulder Council Candidates,Macon Cowles,179,,2181007823
1429,507,City Of Boulder Council Candidates,Jonathan Dings,76,,2181007823
1429,507,City Of Boulder Council Candidates,Ed Byrne,135,,2181007823
1429,507,City Of Boulder Council Candidates,Micah Parkin,156,,2181007823
1429,507,City Of Boulder Council Candidates,Greatful Fred Smith,42,,2181007823
1429,507,City Of Boulder Council Candidates,Andrew Shoemaker,167,,2181007823
1429,507,City Of Boulder Council Candidates,Sam Weaver,203,,2181007823
1017,531,City Of Boulder Council Candidates,Mary Young,259,,2181007824
1017,531,City Of Boulder Council Candidates,John Gerstle,109,,2181007824
1017,531,City Of Boulder Council Candidates,Matthew Appelbaum,263,,2181007824
1017,531,City Of Boulder Council Candidates,Kevin Hotaling,50,,2181007824
1017,531,City Of Boulder Council Candidates,Macon Cowles,234,,2181007824
1017,531,City Of Boulder Council Candidates,Jonathan Dings,62,,2181007824
1017,531,City Of Boulder Council Candidates,Ed Byrne,138,,2181007824
1017,531,City Of Boulder Council Candidates,Micah Parkin,192,,2181007824
1017,531,City Of Boulder Council Candidates,Greatful Fred Smith,50,,2181007824
1017,531,City Of Boulder Council Candidates,Andrew Shoemaker,173,,2181007824
1017,531,City Of Boulder Council Candidates,Sam Weaver,264,,2181007824
581,339,City Of Boulder Council Candidates,Mary Young,200,,2181007825
581,339,City Of Boulder Council Candidates,John Gerstle,97,,2181007825
581,339,City Of Boulder Council Candidates,Matthew Appelbaum,151,,2181007825
581,339,City Of Boulder Council Candidates,Kevin Hotaling,43,,2181007825
581,339,City Of Boulder Council Candidates,Macon Cowles,98,,2181007825
581,339,City Of Boulder Council Candidates,Jonathan Dings,30,,2181007825
581,339,City Of Boulder Council Candidates,Ed Byrne,93,,2181007825
581,339,City Of Boulder Council Candidates,Micah Parkin,159,,2181007825
581,339,City Of Boulder Council Candidates,Greatful Fred Smith,13,,2181007825
581,339,City Of Boulder Council Candidates,Andrew Shoemaker,127,,2181007825
581,339,City Of Boulder Council Candidates,Sam Weaver,137,,2181007825
804,457,City Of Boulder Council Candidates,Mary Young,240,,2181007826
804,457,City Of Boulder Council Candidates,John Gerstle,119,,2181007826
804,457,City Of Boulder Council Candidates,Matthew Appelbaum,231,,2181007826
804,457,City Of Boulder Council Candidates,Kevin Hotaling,50,,2181007826
804,457,City Of Boulder Council Candidates,Macon Cowles,239,,2181007826
804,457,City Of Boulder Council Candidates,Jonathan Dings,40,,2181007826
804,457,City Of Boulder Council Candidates,Ed Byrne,130,,2181007826
804,457,City Of Boulder Council Candidates,Micah Parkin,182,,2181007826
804,457,City Of Boulder Council Candidates,Greatful Fred Smith,27,,2181007826
804,457,City Of Boulder Council Candidates,Andrew Shoemaker,190,,2181007826
804,457,City Of Boulder Council Candidates,Sam Weaver,232,,2181007826
878,398,City Of Boulder Council Candidates,Mary Young,191,,2181007827
878,398,City Of Boulder Council Candidates,John Gerstle,82,,2181007827
878,398,City Of Boulder Council Candidates,Matthew Appelbaum,183,,2181007827
878,398,City Of Boulder Council Candidates,Kevin Hotaling,41,,2181007827
878,398,City Of Boulder Council Candidates,Macon Cowles,173,,2181007827
878,398,City Of Boulder Council Candidates,Jonathan Dings,38,,2181007827
878,398,City Of Boulder Council Candidates,Ed Byrne,102,,2181007827
878,398,City Of Boulder Council Candidates,Micah Parkin,159,,2181007827
878,398,City Of Boulder Council Candidates,Greatful Fred Smith,27,,2181007827
878,398,City Of Boulder Council Candidates,Andrew Shoemaker,171,,2181007827
878,398,City Of Boulder Council Candidates,Sam Weaver,189,,2181007827
702,257,City Of Boulder Council Candidates,Mary Young,130,,2181007828
702,257,City Of Boulder Council Candidates,John Gerstle,55,,2181007828
702,257,City Of Boulder Council Candidates,Matthew Appelbaum,140,,2181007828
702,257,City Of Boulder Council Candidates,Kevin Hotaling,20,,2181007828
702,257,City Of Boulder Council Candidates,Macon Cowles,121,,2181007828
702,257,City Of Boulder Council Candidates,Jonathan Dings,29,,2181007828
702,257,City Of Boulder Council Candidates,Ed Byrne,53,,2181007828
702,257,City Of Boulder Council Candidates,Micah Parkin,111,,2181007828
702,257,City Of Boulder Council Candidates,Greatful Fred Smith,21,,2181007828
702,257,City Of Boulder Council Candidates,Andrew Shoemaker,107,,2181007828
702,257,City Of Boulder Council Candidates,Sam Weaver,116,,2181007828
818,282,City Of Boulder Council Candidates,Mary Young,109,,2181007829
818,282,City Of Boulder Council Candidates,John Gerstle,43,,2181007829
818,282,City Of Boulder Council Candidates,Matthew Appelbaum,109,,2181007829
818,282,City Of Boulder Council Candidates,Kevin Hotaling,30,,2181007829
818,282,City Of Boulder Council Candidates,Macon Cowles,94,,2181007829
818,282,City Of Boulder Council Candidates,Jonathan Dings,30,,2181007829
818,282,City Of Boulder Council Candidates,Ed Byrne,64,,2181007829
818,282,City Of Boulder Council Candidates,Micah Parkin,80,,2181007829
818,282,City Of Boulder Council Candidates,Greatful Fred Smith,32,,2181007829
818,282,City Of Boulder Council Candidates,Andrew Shoemaker,88,,2181007829
818,282,City Of Boulder Council Candidates,Sam Weaver,93,,2181007829
786,192,City Of Boulder Council Candidates,Mary Young,81,,2181007830
786,192,City Of Boulder Council Candidates,John Gerstle,35,,2181007830
786,192,City Of Boulder Council Candidates,Matthew Appelbaum,73,,2181007830
786,192,City Of Boulder Council Candidates,Kevin Hotaling,10,,2181007830
786,192,City Of Boulder Council Candidates,Macon Cowles,60,,2181007830
786,192,City Of Boulder Council Candidates,Jonathan Dings,19,,2181007830
786,192,City Of Boulder Council Candidates,Ed Byrne,29,,2181007830
786,192,City Of Boulder Council Candidates,Micah Parkin,70,,2181007830
786,192,City Of Boulder Council Candidates,Greatful Fred Smith,22,,2181007830
786,192,City Of Boulder Council Candidates,Andrew Shoemaker,49,,2181007830
786,192,City Of Boulder Council Candidates,Sam Weaver,66,,2181007830
880,244,City Of Boulder Council Candidates,Mary Young,106,,2181007831
880,244,City Of Boulder Council Candidates,John Gerstle,47,,2181007831
880,244,City Of Boulder Council Candidates,Matthew Appelbaum,98,,2181007831
880,244,City Of Boulder Council Candidates,Kevin Hotaling,22,,2181007831
880,244,City Of Boulder Council Candidates,Macon Cowles,93,,2181007831
880,244,City Of Boulder Council Candidates,Jonathan Dings,22,,2181007831
880,244,City Of Boulder Council Candidates,Ed Byrne,62,,2181007831
880,244,City Of Boulder Council Candidates,Micah Parkin,85,,2181007831
880,244,City Of Boulder Council Candidates,Greatful Fred Smith,36,,2181007831
880,244,City Of Boulder Council Candidates,Andrew Shoemaker,94,,2181007831
880,244,City Of Boulder Council Candidates,Sam Weaver,94,,2181007831
348,123,City Of Boulder Council Candidates,Mary Young,50,,2181007832
348,123,City Of Boulder Council Candidates,John Gerstle,17,,2181007832
348,123,City Of Boulder Council Candidates,Matthew Appelbaum,50,,2181007832
348,123,City Of Boulder Council Candidates,Kevin Hotaling,20,,2181007832
348,123,City Of Boulder Council Candidates,Macon Cowles,40,,2181007832
348,123,City Of Boulder Council Candidates,Jonathan Dings,17,,2181007832
348,123,City Of Boulder Council Candidates,Ed Byrne,39,,2181007832
348,123,City Of Boulder Council Candidates,Micah Parkin,36,,2181007832
348,123,City Of Boulder Council Candidates,Greatful Fred Smith,12,,2181007832
348,123,City Of Boulder Council Candidates,Andrew Shoemaker,68,,2181007832
348,123,City Of Boulder Council Candidates,Sam Weaver,57,,2181007832
821,153,City Of Boulder Council Candidates,Mary Young,84,,2181007833
821,153,City Of Boulder Council Candidates,John Gerstle,25,,2181007833
821,153,City Of Boulder Council Candidates,Matthew Appelbaum,60,,2181007833
821,153,City Of Boulder Council Candidates,Kevin Hotaling,20,,2181007833
821,153,City Of Boulder Council Candidates,Macon Cowles,61,,2181007833
821,153,City Of Boulder Council Candidates,Jonathan Dings,21,,2181007833
821,153,City Of Boulder Council Candidates,Ed Byrne,30,,2181007833
821,153,City Of Boulder Council Candidates,Micah Parkin,49,,2181007833
821,153,City Of Boulder Council Candidates,Greatful Fred Smith,10,,2181007833
821,153,City Of Boulder Council Candidates,Andrew Shoemaker,39,,2181007833
821,153,City Of Boulder Council Candidates,Sam Weaver,58,,2181007833
1734,138,City Of Boulder Council Candidates,Mary Young,45,,2181007834
1734,138,City Of Boulder Council Candidates,John Gerstle,15,,2181007834
1734,138,City Of Boulder Council Candidates,Matthew Appelbaum,30,,2181007834
1734,138,City Of Boulder Council Candidates,Kevin Hotaling,13,,2181007834
1734,138,City Of Boulder Council Candidates,Macon Cowles,30,,2181007834
1734,138,City Of Boulder Council Candidates,Jonathan Dings,14,,2181007834
1734,138,City Of Boulder Council Candidates,Ed Byrne,18,,2181007834
1734,138,City Of Boulder Council Candidates,Micah Parkin,29,,2181007834
1734,138,City Of Boulder Council Candidates,Greatful Fred Smith,24,,2181007834
1734,138,City Of Boulder Council Candidates,Andrew Shoemaker,34,,2181007834
1734,138,City Of Boulder Council Candidates,Sam Weaver,24,,2181007834
619,64,City Of Boulder Council Candidates,Mary Young,24,,2181007835
619,64,City Of Boulder Council Candidates,John Gerstle,11,,2181007835
619,64,City Of Boulder Council Candidates,Matthew Appelbaum,22,,2181007835
619,64,City Of Boulder Council Candidates,Kevin Hotaling,8,,2181007835
619,64,City Of Boulder Council Candidates,Macon Cowles,16,,2181007835
619,64,City Of Boulder Council Candidates,Jonathan Dings,8,,2181007835
619,64,City Of Boulder Council Candidates,Ed Byrne,6,,2181007835
619,64,City Of Boulder Council Candidates,Micah Parkin,20,,2181007835
619,64,City Of Boulder Council Candidates,Greatful Fred Smith,6,,2181007835
619,64,City Of Boulder Council Candidates,Andrew Shoemaker,16,,2181007835
619,64,City Of Boulder Council Candidates,Sam Weaver,19,,2181007835
584,222,City Of Boulder Council Candidates,Mary Young,101,,2181007836
584,222,City Of Boulder Council Candidates,John Gerstle,50,,2181007836
584,222,City Of Boulder Council Candidates,Matthew Appelbaum,92,,2181007836
584,222,City Of Boulder Council Candidates,Kevin Hotaling,28,,2181007836
584,222,City Of Boulder Council Candidates,Macon Cowles,69,,2181007836
584,222,City Of Boulder Council Candidates,Jonathan Dings,17,,2181007836
584,222,City Of Boulder Council Candidates,Ed Byrne,62,,2181007836
584,222,City Of Boulder Council Candidates,Micah Parkin,49,,2181007836
584,222,City Of Boulder Council Candidates,Greatful Fred Smith,24,,2181007836
584,222,City Of Boulder Council Candidates,Andrew Shoemaker,71,,2181007836
584,222,City Of Boulder Council Candidates,Sam Weaver,75,,2181007836
904,188,City Of Boulder Council Candidates,Mary Young,85,,2181007837
904,188,City Of Boulder Council Candidates,John Gerstle,36,,2181007837
904,188,City Of Boulder Council Candidates,Matthew Appelbaum,69,,2181007837
904,188,City Of Boulder Council Candidates,Kevin Hotaling,20,,2181007837
904,188,City Of Boulder Council Candidates,Macon Cowles,72,,2181007837
904,188,City Of Boulder Council Candidates,Jonathan Dings,21,,2181007837
904,188,City Of Boulder Council Candidates,Ed Byrne,31,,2181007837
904,188,City Of Boulder Council Candidates,Micah Parkin,80,,2181007837
904,188,City Of Boulder Council Candidates,Greatful Fred Smith,13,,2181007837
904,188,City Of Boulder Council Candidates,Andrew Shoemaker,43,,2181007837
904,188,City Of Boulder Council Candidates,Sam Weaver,68,,2181007837
