Active Voters,Total Ballots,Contest Name,Choice Name,Total Votes,Party,Precinct Name
549,502,Representative to the United States Congress - District 2,Nick Thomas,11,IND,2171207206
549,502,Representative to the United States Congress - District 2,Kevin Alumbaugh,1,,2171207206
954,845,Representative to the United States Congress - District 2,Joe Neguse,635,DEM,2171207207
954,845,Representative to the United States Congress - District 2,Peter Yu,145,REP,2171207207
954,845,Representative to the United States Congress - District 2,Roger Barris,19,LBR,2171207207
954,845,Representative to the United States Congress - District 2,Nick Thomas,21,IND,2171207207
954,845,Representative to the United States Congress - District 2,Kevin Alumbaugh,1,,2171207207
1065,951,Representative to the United States Congress - District 2,Joe Neguse,738,DEM,2171207208
1065,951,Representative to the United States Congress - District 2,Peter Yu,135,REP,2171207208
1065,951,Representative to the United States Congress - District 2,Roger Barris,23,LBR,2171207208
1065,951,Representative to the United States Congress - District 2,Nick Thomas,32,IND,2171207208
1065,951,Representative to the United States Congress - District 2,Kevin Alumbaugh,0,,2171207208
613,553,Representative to the United States Congress - District 2,Joe Neguse,391,DEM,2171207209
613,553,Representative to the United States Congress - District 2,Peter Yu,127,REP,2171207209
613,553,Representative to the United States Congress - District 2,Roger Barris,7,LBR,2171207209
613,553,Representative to the United States Congress - District 2,Nick Thomas,11,IND,2171207209
613,553,Representative to the United States Congress - District 2,Kevin Alumbaugh,0,,2171207209
917,814,Representative to the United States Congress - District 2,Joe Neguse,611,DEM,2171207210
917,814,Representative to the United States Congress - District 2,Peter Yu,161,REP,2171207210
917,814,Representative to the United States Congress - District 2,Roger Barris,12,LBR,2171207210
917,814,Representative to the United States Congress - District 2,Nick Thomas,17,IND,2171207210
917,814,Representative to the United States Congress - District 2,Kevin Alumbaugh,0,,2171207210
1082,903,Representative to the United States Congress - District 2,Joe Neguse,627,DEM,2171207211
1082,903,Representative to the United States Congress - District 2,Peter Yu,207,REP,2171207211
1082,903,Representative to the United States Congress - District 2,Roger Barris,9,LBR,2171207211
1082,903,Representative to the United States Congress - District 2,Nick Thomas,35,IND,2171207211
1082,903,Representative to the United States Congress - District 2,Kevin Alumbaugh,1,,2171207211
1370,1120,Representative to the United States Congress - District 2,Joe Neguse,845,DEM,2171207212
1370,1120,Representative to the United States Congress - District 2,Peter Yu,195,REP,2171207212
1370,1120,Representative to the United States Congress - District 2,Roger Barris,17,LBR,2171207212
1370,1120,Representative to the United States Congress - District 2,Nick Thomas,32,IND,2171207212
1370,1120,Representative to the United States Congress - District 2,Kevin Alumbaugh,0,,2171207212
1269,1101,Representative to the United States Congress - District 2,Joe Neguse,839,DEM,2171207213
1269,1101,Representative to the United States Congress - District 2,Peter Yu,187,REP,2171207213
1269,1101,Representative to the United States Congress - District 2,Roger Barris,12,LBR,2171207213
1269,1101,Representative to the United States Congress - District 2,Nick Thomas,30,IND,2171207213
1269,1101,Representative to the United States Congress - District 2,Kevin Alumbaugh,0,,2171207213
1252,1093,Representative to the United States Congress - District 2,Joe Neguse,794,DEM,2171207214
1252,1093,Representative to the United States Congress - District 2,Peter Yu,219,REP,2171207214
1252,1093,Representative to the United States Congress - District 2,Roger Barris,18,LBR,2171207214
1252,1093,Representative to the United States Congress - District 2,Nick Thomas,39,IND,2171207214
1252,1093,Representative to the United States Congress - District 2,Kevin Alumbaugh,1,,2171207214
887,763,Representative to the United States Congress - District 2,Joe Neguse,531,DEM,2171207215
887,763,Representative to the United States Congress - District 2,Peter Yu,169,REP,2171207215
887,763,Representative to the United States Congress - District 2,Roger Barris,15,LBR,2171207215
887,763,Representative to the United States Congress - District 2,Nick Thomas,33,IND,2171207215
887,763,Representative to the United States Congress - District 2,Kevin Alumbaugh,1,,2171207215
1498,1247,Representative to the United States Congress - District 2,Joe Neguse,795,DEM,2171207300
1498,1247,Representative to the United States Congress - District 2,Peter Yu,345,REP,2171207300
1498,1247,Representative to the United States Congress - District 2,Roger Barris,41,LBR,2171207300
1498,1247,Representative to the United States Congress - District 2,Nick Thomas,39,IND,2171207300
1498,1247,Representative to the United States Congress - District 2,Kevin Alumbaugh,1,,2171207300
1836,1376,Representative to the United States Congress - District 2,Joe Neguse,1039,DEM,2171207301
1836,1376,Representative to the United States Congress - District 2,Peter Yu,217,REP,2171207301
1836,1376,Representative to the United States Congress - District 2,Roger Barris,17,LBR,2171207301
1836,1376,Representative to the United States Congress - District 2,Nick Thomas,61,IND,2171207301
1836,1376,Representative to the United States Congress - District 2,Kevin Alumbaugh,1,,2171207301
1533,1307,Representative to the United States Congress - District 2,Joe Neguse,942,DEM,2171207302
1533,1307,Representative to the United States Congress - District 2,Peter Yu,266,REP,2171207302
1533,1307,Representative to the United States Congress - District 2,Roger Barris,24,LBR,2171207302
1533,1307,Representative to the United States Congress - District 2,Nick Thomas,45,IND,2171207302
1533,1307,Representative to the United States Congress - District 2,Kevin Alumbaugh,0,,2171207302
940,746,Representative to the United States Congress - District 2,Joe Neguse,565,DEM,2171207303
940,746,Representative to the United States Congress - District 2,Peter Yu,119,REP,2171207303
940,746,Representative to the United States Congress - District 2,Roger Barris,14,LBR,2171207303
940,746,Representative to the United States Congress - District 2,Nick Thomas,31,IND,2171207303
940,746,Representative to the United States Congress - District 2,Kevin Alumbaugh,1,,2171207303
891,784,Representative to the United States Congress - District 2,Joe Neguse,585,DEM,2171207304
891,784,Representative to the United States Congress - District 2,Peter Yu,158,REP,2171207304
891,784,Representative to the United States Congress - District 2,Roger Barris,8,LBR,2171207304
891,784,Representative to the United States Congress - District 2,Nick Thomas,24,IND,2171207304
891,784,Representative to the United States Congress - District 2,Kevin Alumbaugh,0,,2171207304
1106,897,Representative to the United States Congress - District 2,Joe Neguse,670,DEM,2171207305
1106,897,Representative to the United States Congress - District 2,Peter Yu,140,REP,2171207305
1106,897,Representative to the United States Congress - District 2,Roger Barris,24,LBR,2171207305
1106,897,Representative to the United States Congress - District 2,Nick Thomas,27,IND,2171207305
1106,897,Representative to the United States Congress - District 2,Kevin Alumbaugh,2,,2171207305
1200,982,Representative to the United States Congress - District 2,Joe Neguse,727,DEM,2171207306
1200,982,Representative to the United States Congress - District 2,Peter Yu,163,REP,2171207306
1200,982,Representative to the United States Congress - District 2,Roger Barris,16,LBR,2171207306
1200,982,Representative to the United States Congress - District 2,Nick Thomas,47,IND,2171207306
1200,982,Representative to the United States Congress - District 2,Kevin Alumbaugh,0,,2171207306
912,600,Representative to the United States Congress - District 2,Joe Neguse,439,DEM,2171207307
912,600,Representative to the United States Congress - District 2,Peter Yu,111,REP,2171207307
912,600,Representative to the United States Congress - District 2,Roger Barris,7,LBR,2171207307
912,600,Representative to the United States Congress - District 2,Nick Thomas,28,IND,2171207307
912,600,Representative to the United States Congress - District 2,Kevin Alumbaugh,0,,2171207307
996,831,Representative to the United States Congress - District 2,Joe Neguse,611,DEM,2171207308
996,831,Representative to the United States Congress - District 2,Peter Yu,157,REP,2171207308
996,831,Representative to the United States Congress - District 2,Roger Barris,13,LBR,2171207308
996,831,Representative to the United States Congress - District 2,Nick Thomas,30,IND,2171207308
996,831,Representative to the United States Congress - District 2,Kevin Alumbaugh,1,,2171207308
1113,941,Representative to the United States Congress - District 2,Joe Neguse,674,DEM,2171207309
1113,941,Representative to the United States Congress - District 2,Peter Yu,175,REP,2171207309
1113,941,Representative to the United States Congress - District 2,Roger Barris,20,LBR,2171207309
1113,941,Representative to the United States Congress - District 2,Nick Thomas,48,IND,2171207309
1113,941,Representative to the United States Congress - District 2,Kevin Alumbaugh,0,,2171207309
1313,1099,Representative to the United States Congress - District 2,Joe Neguse,830,DEM,2171207310
1313,1099,Representative to the United States Congress - District 2,Peter Yu,177,REP,2171207310
1313,1099,Representative to the United States Congress - District 2,Roger Barris,17,LBR,2171207310
1313,1099,Representative to the United States Congress - District 2,Nick Thomas,49,IND,2171207310
1313,1099,Representative to the United States Congress - District 2,Kevin Alumbaugh,0,,2171207310
839,692,Representative to the United States Congress - District 2,Joe Neguse,535,DEM,2171207311
839,692,Representative to the United States Congress - District 2,Peter Yu,104,REP,2171207311
839,692,Representative to the United States Congress - District 2,Roger Barris,12,LBR,2171207311
839,692,Representative to the United States Congress - District 2,Nick Thomas,22,IND,2171207311
839,692,Representative to the United States Congress - District 2,Kevin Alumbaugh,0,,2171207311
967,854,Representative to the United States Congress - District 2,Joe Neguse,585,DEM,2171207312
967,854,Representative to the United States Congress - District 2,Peter Yu,217,REP,2171207312
967,854,Representative to the United States Congress - District 2,Roger Barris,9,LBR,2171207312
967,854,Representative to the United States Congress - District 2,Nick Thomas,26,IND,2171207312
967,854,Representative to the United States Congress - District 2,Kevin Alumbaugh,2,,2171207312
1293,1122,Representative to the United States Congress - District 2,Joe Neguse,825,DEM,2171207313
1293,1122,Representative to the United States Congress - District 2,Peter Yu,218,REP,2171207313
1293,1122,Representative to the United States Congress - District 2,Roger Barris,15,LBR,2171207313
1293,1122,Representative to the United States Congress - District 2,Nick Thomas,39,IND,2171207313
1293,1122,Representative to the United States Congress - District 2,Kevin Alumbaugh,0,,2171207313
1395,1228,Representative to the United States Congress - District 2,Joe Neguse,957,DEM,2171207314
1395,1228,Representative to the United States Congress - District 2,Peter Yu,196,REP,2171207314
1395,1228,Representative to the United States Congress - District 2,Roger Barris,19,LBR,2171207314
1395,1228,Representative to the United States Congress - District 2,Nick Thomas,32,IND,2171207314
1395,1228,Representative to the United States Congress - District 2,Kevin Alumbaugh,0,,2171207314
819,715,Representative to the United States Congress - District 2,Joe Neguse,494,DEM,2171207315
819,715,Representative to the United States Congress - District 2,Peter Yu,172,REP,2171207315
819,715,Representative to the United States Congress - District 2,Roger Barris,9,LBR,2171207315
819,715,Representative to the United States Congress - District 2,Nick Thomas,13,IND,2171207315
819,715,Representative to the United States Congress - District 2,Kevin Alumbaugh,0,,2171207315
1205,1042,Representative to the United States Congress - District 2,Joe Neguse,668,DEM,2171207316
1205,1042,Representative to the United States Congress - District 2,Peter Yu,311,REP,2171207316
1205,1042,Representative to the United States Congress - District 2,Roger Barris,17,LBR,2171207316
1205,1042,Representative to the United States Congress - District 2,Nick Thomas,21,IND,2171207316
1205,1042,Representative to the United States Congress - District 2,Kevin Alumbaugh,1,,2171207316
126,115,Representative to the United States Congress - District 2,Joe Neguse,54,DEM,2173307400
126,115,Representative to the United States Congress - District 2,Peter Yu,49,REP,2173307400
126,115,Representative to the United States Congress - District 2,Roger Barris,3,LBR,2173307400
126,115,Representative to the United States Congress - District 2,Nick Thomas,5,IND,2173307400
126,115,Representative to the United States Congress - District 2,Kevin Alumbaugh,0,,2173307400
718,612,Representative to the United States Congress - District 2,Joe Neguse,391,DEM,2181207401
718,612,Representative to the United States Congress - District 2,Peter Yu,180,REP,2181207401
718,612,Representative to the United States Congress - District 2,Roger Barris,7,LBR,2181207401
718,612,Representative to the United States Congress - District 2,Nick Thomas,17,IND,2181207401
718,612,Representative to the United States Congress - District 2,Kevin Alumbaugh,1,,2181207401
640,561,Representative to the United States Congress - District 2,Joe Neguse,378,DEM,2181207402
640,561,Representative to the United States Congress - District 2,Peter Yu,135,REP,2181207402
640,561,Representative to the United States Congress - District 2,Roger Barris,18,LBR,2181207402
640,561,Representative to the United States Congress - District 2,Nick Thomas,14,IND,2181207402
640,561,Representative to the United States Congress - District 2,Kevin Alumbaugh,0,,2181207402
946,819,Representative to the United States Congress - District 2,Joe Neguse,621,DEM,2181207403
946,819,Representative to the United States Congress - District 2,Peter Yu,134,REP,2181207403
946,819,Representative to the United States Congress - District 2,Roger Barris,9,LBR,2181207403
946,819,Representative to the United States Congress - District 2,Nick Thomas,33,IND,2181207403
946,819,Representative to the United States Congress - District 2,Kevin Alumbaugh,0,,2181207403
961,847,Representative to the United States Congress - District 2,Joe Neguse,570,DEM,2181207404
961,847,Representative to the United States Congress - District 2,Peter Yu,206,REP,2181207404
961,847,Representative to the United States Congress - District 2,Roger Barris,27,LBR,2181207404
961,847,Representative to the United States Congress - District 2,Nick Thomas,20,IND,2181207404
961,847,Representative to the United States Congress - District 2,Kevin Alumbaugh,0,,2181207404
498,419,Representative to the United States Congress - District 2,Joe Neguse,270,DEM,2181207405
498,419,Representative to the United States Congress - District 2,Peter Yu,126,REP,2181207405
498,419,Representative to the United States Congress - District 2,Roger Barris,9,LBR,2181207405
498,419,Representative to the United States Congress - District 2,Nick Thomas,6,IND,2181207405
498,419,Representative to the United States Congress - District 2,Kevin Alumbaugh,1,,2181207405
717,605,Representative to the United States Congress - District 2,Joe Neguse,325,DEM,2181207406
717,605,Representative to the United States Congress - District 2,Peter Yu,235,REP,2181207406
717,605,Representative to the United States Congress - District 2,Roger Barris,10,LBR,2181207406
717,605,Representative to the United States Congress - District 2,Nick Thomas,14,IND,2181207406
717,605,Representative to the United States Congress - District 2,Kevin Alumbaugh,0,,2181207406
457,381,Representative to the United States Congress - District 2,Joe Neguse,187,DEM,2171207407
457,381,Representative to the United States Congress - District 2,Peter Yu,166,REP,2171207407
457,381,Representative to the United States Congress - District 2,Roger Barris,6,LBR,2171207407
457,381,Representative to the United States Congress - District 2,Nick Thomas,14,IND,2171207407
457,381,Representative to the United States Congress - District 2,Kevin Alumbaugh,0,,2171207407
1220,1052,Representative to the United States Congress - District 2,Joe Neguse,589,DEM,2173307408
1220,1052,Representative to the United States Congress - District 2,Peter Yu,372,REP,2173307408
1220,1052,Representative to the United States Congress - District 2,Roger Barris,21,LBR,2173307408
1220,1052,Representative to the United States Congress - District 2,Nick Thomas,34,IND,2173307408
1220,1052,Representative to the United States Congress - District 2,Kevin Alumbaugh,1,,2173307408
1607,1322,Representative to the United States Congress - District 2,Joe Neguse,789,DEM,2173307409
1607,1322,Representative to the United States Congress - District 2,Peter Yu,389,REP,2173307409
1607,1322,Representative to the United States Congress - District 2,Roger Barris,39,LBR,2173307409
1607,1322,Representative to the United States Congress - District 2,Nick Thomas,48,IND,2173307409
1607,1322,Representative to the United States Congress - District 2,Kevin Alumbaugh,0,,2173307409
1128,975,Representative to the United States Congress - District 2,Joe Neguse,549,DEM,2173307410
1128,975,Representative to the United States Congress - District 2,Peter Yu,369,REP,2173307410
1128,975,Representative to the United States Congress - District 2,Roger Barris,12,LBR,2173307410
1128,975,Representative to the United States Congress - District 2,Nick Thomas,24,IND,2173307410
1128,975,Representative to the United States Congress - District 2,Kevin Alumbaugh,0,,2173307410
1211,1070,Representative to the United States Congress - District 2,Joe Neguse,643,DEM,2173307411
1211,1070,Representative to the United States Congress - District 2,Peter Yu,330,REP,2173307411
1211,1070,Representative to the United States Congress - District 2,Roger Barris,20,LBR,2173307411
1211,1070,Representative to the United States Congress - District 2,Nick Thomas,42,IND,2173307411
1211,1070,Representative to the United States Congress - District 2,Kevin Alumbaugh,1,,2173307411
1730,1453,Representative to the United States Congress - District 2,Joe Neguse,907,DEM,2173307412
1730,1453,Representative to the United States Congress - District 2,Peter Yu,421,REP,2173307412
1730,1453,Representative to the United States Congress - District 2,Roger Barris,33,LBR,2173307412
1730,1453,Representative to the United States Congress - District 2,Nick Thomas,49,IND,2173307412
1730,1453,Representative to the United States Congress - District 2,Kevin Alumbaugh,0,,2173307412
1266,1050,Representative to the United States Congress - District 2,Joe Neguse,630,DEM,2173307413
1266,1050,Representative to the United States Congress - District 2,Peter Yu,306,REP,2173307413
1266,1050,Representative to the United States Congress - District 2,Roger Barris,26,LBR,2173307413
1266,1050,Representative to the United States Congress - District 2,Nick Thomas,55,IND,2173307413
1266,1050,Representative to the United States Congress - District 2,Kevin Alumbaugh,0,,2173307413
914,770,Representative to the United States Congress - District 2,Joe Neguse,617,DEM,2181007500
914,770,Representative to the United States Congress - District 2,Peter Yu,89,REP,2181007500
914,770,Representative to the United States Congress - District 2,Roger Barris,21,LBR,2181007500
914,770,Representative to the United States Congress - District 2,Nick Thomas,28,IND,2181007500
914,770,Representative to the United States Congress - District 2,Kevin Alumbaugh,0,,2181007500
907,802,Representative to the United States Congress - District 2,Joe Neguse,560,DEM,2181007501
907,802,Representative to the United States Congress - District 2,Peter Yu,210,REP,2181007501
907,802,Representative to the United States Congress - District 2,Roger Barris,5,LBR,2181007501
907,802,Representative to the United States Congress - District 2,Nick Thomas,15,IND,2181007501
907,802,Representative to the United States Congress - District 2,Kevin Alumbaugh,0,,2181007501
1029,891,Representative to the United States Congress - District 2,Joe Neguse,569,DEM,2181007502
1029,891,Representative to the United States Congress - District 2,Peter Yu,285,REP,2181007502
1029,891,Representative to the United States Congress - District 2,Roger Barris,11,LBR,2181007502
1029,891,Representative to the United States Congress - District 2,Nick Thomas,11,IND,2181007502
1029,891,Representative to the United States Congress - District 2,Kevin Alumbaugh,0,,2181007502
1464,1331,Representative to the United States Congress - District 2,Joe Neguse,974,DEM,2181007503
1464,1331,Representative to the United States Congress - District 2,Peter Yu,269,REP,2181007503
1464,1331,Representative to the United States Congress - District 2,Roger Barris,22,LBR,2181007503
1464,1331,Representative to the United States Congress - District 2,Nick Thomas,43,IND,2181007503
1464,1331,Representative to the United States Congress - District 2,Kevin Alumbaugh,0,,2181007503
745,659,Representative to the United States Congress - District 2,Joe Neguse,488,DEM,2181007504
745,659,Representative to the United States Congress - District 2,Peter Yu,130,REP,2181007504
745,659,Representative to the United States Congress - District 2,Roger Barris,11,LBR,2181007504
745,659,Representative to the United States Congress - District 2,Nick Thomas,16,IND,2181007504
745,659,Representative to the United States Congress - District 2,Kevin Alumbaugh,1,,2181007504
848,734,Representative to the United States Congress - District 2,Joe Neguse,547,DEM,2181107505
848,734,Representative to the United States Congress - District 2,Peter Yu,154,REP,2181107505
848,734,Representative to the United States Congress - District 2,Roger Barris,9,LBR,2181107505
848,734,Representative to the United States Congress - District 2,Nick Thomas,18,IND,2181107505
848,734,Representative to the United States Congress - District 2,Kevin Alumbaugh,0,,2181107505
595,502,Representative to the United States Congress - District 2,Joe Neguse,305,DEM,2181107506
595,502,Representative to the United States Congress - District 2,Peter Yu,167,REP,2181107506
595,502,Representative to the United States Congress - District 2,Roger Barris,8,LBR,2181107506
595,502,Representative to the United States Congress - District 2,Nick Thomas,7,IND,2181107506
595,502,Representative to the United States Congress - District 2,Kevin Alumbaugh,0,,2181107506
1180,1014,Representative to the United States Congress - District 2,Joe Neguse,560,DEM,2181107507
1180,1014,Representative to the United States Congress - District 2,Peter Yu,382,REP,2181107507
1180,1014,Representative to the United States Congress - District 2,Roger Barris,23,LBR,2181107507
1180,1014,Representative to the United States Congress - District 2,Nick Thomas,17,IND,2181107507
1180,1014,Representative to the United States Congress - District 2,Kevin Alumbaugh,0,,2181107507
757,676,Representative to the United States Congress - District 2,Joe Neguse,505,DEM,2181107508
757,676,Representative to the United States Congress - District 2,Peter Yu,129,REP,2181107508
757,676,Representative to the United States Congress - District 2,Roger Barris,8,LBR,2181107508
757,676,Representative to the United States Congress - District 2,Nick Thomas,17,IND,2181107508
757,676,Representative to the United States Congress - District 2,Kevin Alumbaugh,0,,2181107508
938,816,Representative to the United States Congress - District 2,Joe Neguse,550,DEM,2181107700
938,816,Representative to the United States Congress - District 2,Peter Yu,210,REP,2181107700
938,816,Representative to the United States Congress - District 2,Roger Barris,8,LBR,2181107700
938,816,Representative to the United States Congress - District 2,Nick Thomas,27,IND,2181107700
938,816,Representative to the United States Congress - District 2,Kevin Alumbaugh,1,,2181107700
577,507,Representative to the United States Congress - District 2,Joe Neguse,306,DEM,2181107701
577,507,Representative to the United States Congress - District 2,Peter Yu,161,REP,2181107701
577,507,Representative to the United States Congress - District 2,Roger Barris,12,LBR,2181107701
577,507,Representative to the United States Congress - District 2,Nick Thomas,21,IND,2181107701
577,507,Representative to the United States Congress - District 2,Kevin Alumbaugh,0,,2181107701
361,316,Representative to the United States Congress - District 2,Joe Neguse,168,DEM,2181107702
361,316,Representative to the United States Congress - District 2,Peter Yu,131,REP,2181107702
361,316,Representative to the United States Congress - District 2,Roger Barris,2,LBR,2181107702
361,316,Representative to the United States Congress - District 2,Nick Thomas,10,IND,2181107702
361,316,Representative to the United States Congress - District 2,Kevin Alumbaugh,0,,2181107702
472,407,Representative to the United States Congress - District 2,Joe Neguse,246,DEM,2181107703
472,407,Representative to the United States Congress - District 2,Peter Yu,141,REP,2181107703
472,407,Representative to the United States Congress - District 2,Roger Barris,4,LBR,2181107703
472,407,Representative to the United States Congress - District 2,Nick Thomas,10,IND,2181107703
472,407,Representative to the United States Congress - District 2,Kevin Alumbaugh,0,,2181107703
349,297,Representative to the United States Congress - District 2,Joe Neguse,189,DEM,2181107704
349,297,Representative to the United States Congress - District 2,Peter Yu,90,REP,2181107704
349,297,Representative to the United States Congress - District 2,Roger Barris,6,LBR,2181107704
349,297,Representative to the United States Congress - District 2,Nick Thomas,8,IND,2181107704
349,297,Representative to the United States Congress - District 2,Kevin Alumbaugh,0,,2181107704
663,550,Representative to the United States Congress - District 2,Joe Neguse,296,DEM,2181107705
663,550,Representative to the United States Congress - District 2,Peter Yu,213,REP,2181107705
663,550,Representative to the United States Congress - District 2,Roger Barris,12,LBR,2181107705
663,550,Representative to the United States Congress - District 2,Nick Thomas,14,IND,2181107705
663,550,Representative to the United States Congress - District 2,Kevin Alumbaugh,1,,2181107705
868,748,Representative to the United States Congress - District 2,Joe Neguse,526,DEM,2181007800
868,748,Representative to the United States Congress - District 2,Peter Yu,180,REP,2181007800
868,748,Representative to the United States Congress - District 2,Roger Barris,15,LBR,2181007800
868,748,Representative to the United States Congress - District 2,Nick Thomas,7,IND,2181007800
868,748,Representative to the United States Congress - District 2,Kevin Alumbaugh,0,,2181007800
797,679,Representative to the United States Congress - District 2,Joe Neguse,555,DEM,2181007801
797,679,Representative to the United States Congress - District 2,Peter Yu,74,REP,2181007801
797,679,Representative to the United States Congress - District 2,Roger Barris,15,LBR,2181007801
797,679,Representative to the United States Congress - District 2,Nick Thomas,20,IND,2181007801
797,679,Representative to the United States Congress - District 2,Kevin Alumbaugh,3,,2181007801
997,808,Representative to the United States Congress - District 2,Joe Neguse,617,DEM,2181007802
997,808,Representative to the United States Congress - District 2,Peter Yu,111,REP,2181007802
997,808,Representative to the United States Congress - District 2,Roger Barris,28,LBR,2181007802
997,808,Representative to the United States Congress - District 2,Nick Thomas,30,IND,2181007802
997,808,Representative to the United States Congress - District 2,Kevin Alumbaugh,0,,2181007802
