Active Voters,Total Ballots,Contest Name,Choice Name,Total Votes,Party,Precinct Name
689,300,City of Boulder Council Candidates,   Fenno Hoffman,59,,095
544,192,City of Boulder Council Candidates,   Fenno Hoffman,33,,096
574,176,City of Boulder Council Candidates,   Fenno Hoffman,42,,097
549,170,City of Boulder Council Candidates,   Fenno Hoffman,35,,098
464,115,City of Boulder Council Candidates,   Fenno Hoffman,25,,099
501,88,City of Boulder Council Candidates,   Fenno Hoffman,16,,100
301,101,City of Boulder Council Candidates,   Fenno Hoffman,20,,101
523,52,City of Boulder Council Candidates,   Fenno Hoffman,9,,102
257,34,City of Boulder Council Candidates,   Fenno Hoffman,12,,103
538,122,City of Boulder Council Candidates,   Fenno Hoffman,18,,104
611,227,City of Boulder Council Candidates,   Fenno Hoffman,27,,105
428,81,City of Boulder Council Candidates,   Fenno Hoffman,14,,106
365,87,City of Boulder Council Candidates,   Fenno Hoffman,18,,107
659,261,City of Boulder Council Candidates,   Fenno Hoffman,56,,108
493,226,City of Boulder Council Candidates,   Fenno Hoffman,51,,109
591,325,City of Boulder Council Candidates,   Fenno Hoffman,74,,110
560,370,City of Boulder Council Candidates,   Fenno Hoffman,89,,111
521,268,City of Boulder Council Candidates,   Fenno Hoffman,74,,112
640,404,City of Boulder Council Candidates,   Fenno Hoffman,119,,113
995,638,City of Boulder Council Candidates,   Fenno Hoffman,159,,114
632,401,City of Boulder Council Candidates,   Fenno Hoffman,106,,115
0,0,City of Boulder Council Candidates,   Fenno Hoffman,0,,116
528,54,City of Boulder Council Candidates,   Fenno Hoffman,11,,118
601,435,City of Boulder Council Candidates,   Fenno Hoffman,98,,119
903,544,City of Boulder Council Candidates,   Fenno Hoffman,93,,120
651,293,City of Boulder Council Candidates,   Fenno Hoffman,69,,121
845,378,City of Boulder Council Candidates,   Fenno Hoffman,74,,122
456,272,City of Boulder Council Candidates,   Fenno Hoffman,77,,123
511,292,City of Boulder Council Candidates,   Fenno Hoffman,70,,125
932,531,City of Boulder Council Candidates,   Fenno Hoffman,156,,126
790,451,City of Boulder Council Candidates,   Fenno Hoffman,111,,127
919,513,City of Boulder Council Candidates,   Fenno Hoffman,142,,128
908,539,City of Boulder Council Candidates,   Fenno Hoffman,134,,129
769,510,City of Boulder Council Candidates,   Fenno Hoffman,142,,130
932,425,City of Boulder Council Candidates,   Fenno Hoffman,90,,131
692,414,City of Boulder Council Candidates,   Fenno Hoffman,120,,132
543,310,City of Boulder Council Candidates,   Fenno Hoffman,75,,133
762,461,City of Boulder Council Candidates,   Fenno Hoffman,132,,134
490,289,City of Boulder Council Candidates,   Fenno Hoffman,69,,135
640,415,City of Boulder Council Candidates,   Fenno Hoffman,104,,136
710,353,City of Boulder Council Candidates,   Fenno Hoffman,90,,137
537,177,City of Boulder Council Candidates,   Fenno Hoffman,44,,138
599,358,City of Boulder Council Candidates,   Fenno Hoffman,126,,139
884,460,City of Boulder Council Candidates,   Fenno Hoffman,107,,142
1367,611,City of Boulder Council Candidates,   Fenno Hoffman,132,,143
1089,702,City of Boulder Council Candidates,   Fenno Hoffman,205,,144
430,214,City of Boulder Council Candidates,   Fenno Hoffman,48,,145
486,185,City of Boulder Council Candidates,   Fenno Hoffman,43,,146
505,216,City of Boulder Council Candidates,   Fenno Hoffman,47,,147
337,27,City of Boulder Council Candidates,   Fenno Hoffman,7,,148
598,324,City of Boulder Council Candidates,   Fenno Hoffman,107,,149
344,30,City of Boulder Council Candidates,   Fenno Hoffman,12,,150
936,533,City of Boulder Council Candidates,   Fenno Hoffman,176,,151
427,58,City of Boulder Council Candidates,   Fenno Hoffman,16,,152
505,116,City of Boulder Council Candidates,   Fenno Hoffman,34,,153
410,269,City of Boulder Council Candidates,   Fenno Hoffman,82,,154
506,318,City of Boulder Council Candidates,   Fenno Hoffman,91,,155
628,272,City of Boulder Council Candidates,   Fenno Hoffman,54,,156
703,372,City of Boulder Council Candidates,   Fenno Hoffman,87,,157
510,219,City of Boulder Council Candidates,   Fenno Hoffman,61,,158
821,566,City of Boulder Council Candidates,   Fenno Hoffman,145,,159
611,301,City of Boulder Council Candidates,   Fenno Hoffman,67,,160
715,457,City of Boulder Council Candidates,   Fenno Hoffman,118,,161
765,500,City of Boulder Council Candidates,   Fenno Hoffman,142,,162
593,380,City of Boulder Council Candidates,   Fenno Hoffman,103,,163
586,220,City of Boulder Council Candidates,   Fenno Hoffman,46,,164
505,206,City of Boulder Council Candidates,   Fenno Hoffman,51,,165
488,253,City of Boulder Council Candidates,   Fenno Hoffman,78,,166
621,242,City of Boulder Council Candidates,   Fenno Hoffman,38,,167
599,377,City of Boulder Council Candidates,   Fenno Hoffman,83,,168
577,348,City of Boulder Council Candidates,   Fenno Hoffman,83,,169
625,401,City of Boulder Council Candidates,   Fenno Hoffman,116,,170
759,473,City of Boulder Council Candidates,   Fenno Hoffman,109,,171
880,520,City of Boulder Council Candidates,   Fenno Hoffman,120,,172
573,337,City of Boulder Council Candidates,   Fenno Hoffman,73,,173
,,City of Boulder Council Candidates,   Fenno Hoffman,,,
289,157,City of Boulder Council Candidates,   Jonathan R. Hondorf,26,,073
330,200,City of Boulder Council Candidates,   Jonathan R. Hondorf,54,,076
180,84,City of Boulder Council Candidates,   Jonathan R. Hondorf,25,,077
397,220,City of Boulder Council Candidates,   Jonathan R. Hondorf,47,,079
3,0,City of Boulder Council Candidates,   Jonathan R. Hondorf,0,,080
449,252,City of Boulder Council Candidates,   Jonathan R. Hondorf,51,,084
611,183,City of Boulder Council Candidates,   Jonathan R. Hondorf,46,,085
901,443,City of Boulder Council Candidates,   Jonathan R. Hondorf,105,,086
741,284,City of Boulder Council Candidates,   Jonathan R. Hondorf,76,,087
953,341,City of Boulder Council Candidates,   Jonathan R. Hondorf,67,,088
893,480,City of Boulder Council Candidates,   Jonathan R. Hondorf,151,,089
322,125,City of Boulder Council Candidates,   Jonathan R. Hondorf,25,,090
0,0,City of Boulder Council Candidates,   Jonathan R. Hondorf,0,,091
702,399,City of Boulder Council Candidates,   Jonathan R. Hondorf,126,,092
852,399,City of Boulder Council Candidates,   Jonathan R. Hondorf,109,,093
647,275,City of Boulder Council Candidates,   Jonathan R. Hondorf,59,,094
689,300,City of Boulder Council Candidates,   Jonathan R. Hondorf,63,,095
544,192,City of Boulder Council Candidates,   Jonathan R. Hondorf,41,,096
574,176,City of Boulder Council Candidates,   Jonathan R. Hondorf,37,,097
549,170,City of Boulder Council Candidates,   Jonathan R. Hondorf,37,,098
464,115,City of Boulder Council Candidates,   Jonathan R. Hondorf,20,,099
501,88,City of Boulder Council Candidates,   Jonathan R. Hondorf,11,,100
301,101,City of Boulder Council Candidates,   Jonathan R. Hondorf,18,,101
523,52,City of Boulder Council Candidates,   Jonathan R. Hondorf,16,,102
257,34,City of Boulder Council Candidates,   Jonathan R. Hondorf,10,,103
538,122,City of Boulder Council Candidates,   Jonathan R. Hondorf,15,,104
611,227,City of Boulder Council Candidates,   Jonathan R. Hondorf,49,,105
428,81,City of Boulder Council Candidates,   Jonathan R. Hondorf,12,,106
365,87,City of Boulder Council Candidates,   Jonathan R. Hondorf,21,,107
659,261,City of Boulder Council Candidates,   Jonathan R. Hondorf,78,,108
493,226,City of Boulder Council Candidates,   Jonathan R. Hondorf,57,,109
591,325,City of Boulder Council Candidates,   Jonathan R. Hondorf,74,,110
560,370,City of Boulder Council Candidates,   Jonathan R. Hondorf,95,,111
521,268,City of Boulder Council Candidates,   Jonathan R. Hondorf,46,,112
640,404,City of Boulder Council Candidates,   Jonathan R. Hondorf,76,,113
995,638,City of Boulder Council Candidates,   Jonathan R. Hondorf,127,,114
632,401,City of Boulder Council Candidates,   Jonathan R. Hondorf,90,,115
0,0,City of Boulder Council Candidates,   Jonathan R. Hondorf,0,,116
528,54,City of Boulder Council Candidates,   Jonathan R. Hondorf,8,,118
601,435,City of Boulder Council Candidates,   Jonathan R. Hondorf,79,,119
903,544,City of Boulder Council Candidates,   Jonathan R. Hondorf,107,,120
651,293,City of Boulder Council Candidates,   Jonathan R. Hondorf,50,,121
845,378,City of Boulder Council Candidates,   Jonathan R. Hondorf,87,,122
456,272,City of Boulder Council Candidates,   Jonathan R. Hondorf,41,,123
511,292,City of Boulder Council Candidates,   Jonathan R. Hondorf,79,,125
932,531,City of Boulder Council Candidates,   Jonathan R. Hondorf,151,,126
790,451,City of Boulder Council Candidates,   Jonathan R. Hondorf,113,,127
919,513,City of Boulder Council Candidates,   Jonathan R. Hondorf,142,,128
908,539,City of Boulder Council Candidates,   Jonathan R. Hondorf,135,,129
769,510,City of Boulder Council Candidates,   Jonathan R. Hondorf,120,,130
932,425,City of Boulder Council Candidates,   Jonathan R. Hondorf,98,,131
692,414,City of Boulder Council Candidates,   Jonathan R. Hondorf,123,,132
543,310,City of Boulder Council Candidates,   Jonathan R. Hondorf,108,,133
762,461,City of Boulder Council Candidates,   Jonathan R. Hondorf,93,,134
490,289,City of Boulder Council Candidates,   Jonathan R. Hondorf,66,,135
640,415,City of Boulder Council Candidates,   Jonathan R. Hondorf,119,,136
710,353,City of Boulder Council Candidates,   Jonathan R. Hondorf,115,,137
537,177,City of Boulder Council Candidates,   Jonathan R. Hondorf,34,,138
599,358,City of Boulder Council Candidates,   Jonathan R. Hondorf,91,,139
884,460,City of Boulder Council Candidates,   Jonathan R. Hondorf,101,,142
1367,611,City of Boulder Council Candidates,   Jonathan R. Hondorf,159,,143
1089,702,City of Boulder Council Candidates,   Jonathan R. Hondorf,219,,144
430,214,City of Boulder Council Candidates,   Jonathan R. Hondorf,50,,145
486,185,City of Boulder Council Candidates,   Jonathan R. Hondorf,43,,146
505,216,City of Boulder Council Candidates,   Jonathan R. Hondorf,63,,147
337,27,City of Boulder Council Candidates,   Jonathan R. Hondorf,5,,148
598,324,City of Boulder Council Candidates,   Jonathan R. Hondorf,68,,149
344,30,City of Boulder Council Candidates,   Jonathan R. Hondorf,2,,150
936,533,City of Boulder Council Candidates,   Jonathan R. Hondorf,110,,151
427,58,City of Boulder Council Candidates,   Jonathan R. Hondorf,9,,152
505,116,City of Boulder Council Candidates,   Jonathan R. Hondorf,37,,153
410,269,City of Boulder Council Candidates,   Jonathan R. Hondorf,80,,154
506,318,City of Boulder Council Candidates,   Jonathan R. Hondorf,77,,155
628,272,City of Boulder Council Candidates,   Jonathan R. Hondorf,78,,156
703,372,City of Boulder Council Candidates,   Jonathan R. Hondorf,95,,157
510,219,City of Boulder Council Candidates,   Jonathan R. Hondorf,61,,158
821,566,City of Boulder Council Candidates,   Jonathan R. Hondorf,152,,159
611,301,City of Boulder Council Candidates,   Jonathan R. Hondorf,68,,160
715,457,City of Boulder Council Candidates,   Jonathan R. Hondorf,129,,161
765,500,City of Boulder Council Candidates,   Jonathan R. Hondorf,138,,162
593,380,City of Boulder Council Candidates,   Jonathan R. Hondorf,84,,163
586,220,City of Boulder Council Candidates,   Jonathan R. Hondorf,51,,164
505,206,City of Boulder Council Candidates,   Jonathan R. Hondorf,52,,165
488,253,City of Boulder Council Candidates,   Jonathan R. Hondorf,68,,166
621,242,City of Boulder Council Candidates,   Jonathan R. Hondorf,71,,167
599,377,City of Boulder Council Candidates,   Jonathan R. Hondorf,109,,168
577,348,City of Boulder Council Candidates,   Jonathan R. Hondorf,90,,169
625,401,City of Boulder Council Candidates,   Jonathan R. Hondorf,95,,170
759,473,City of Boulder Council Candidates,   Jonathan R. Hondorf,98,,171
880,520,City of Boulder Council Candidates,   Jonathan R. Hondorf,190,,172
573,337,City of Boulder Council Candidates,   Jonathan R. Hondorf,86,,173
,,City of Boulder Council Candidates,   Jonathan R. Hondorf,,,
289,157,City of Boulder Council Candidates,   Kevin Hotaling,17,,073
330,200,City of Boulder Council Candidates,   Kevin Hotaling,20,,076
180,84,City of Boulder Council Candidates,   Kevin Hotaling,7,,077
397,220,City of Boulder Council Candidates,   Kevin Hotaling,18,,079
3,0,City of Boulder Council Candidates,   Kevin Hotaling,0,,080
449,252,City of Boulder Council Candidates,   Kevin Hotaling,12,,084
611,183,City of Boulder Council Candidates,   Kevin Hotaling,12,,085
901,443,City of Boulder Council Candidates,   Kevin Hotaling,31,,086
741,284,City of Boulder Council Candidates,   Kevin Hotaling,31,,087
953,341,City of Boulder Council Candidates,   Kevin Hotaling,24,,088
893,480,City of Boulder Council Candidates,   Kevin Hotaling,27,,089
322,125,City of Boulder Council Candidates,   Kevin Hotaling,18,,090
0,0,City of Boulder Council Candidates,   Kevin Hotaling,0,,091
702,399,City of Boulder Council Candidates,   Kevin Hotaling,14,,092
852,399,City of Boulder Council Candidates,   Kevin Hotaling,18,,093
647,275,City of Boulder Council Candidates,   Kevin Hotaling,24,,094
689,300,City of Boulder Council Candidates,   Kevin Hotaling,15,,095
544,192,City of Boulder Council Candidates,   Kevin Hotaling,11,,096
574,176,City of Boulder Council Candidates,   Kevin Hotaling,13,,097
549,170,City of Boulder Council Candidates,   Kevin Hotaling,12,,098
464,115,City of Boulder Council Candidates,   Kevin Hotaling,7,,099
501,88,City of Boulder Council Candidates,   Kevin Hotaling,8,,100
301,101,City of Boulder Council Candidates,   Kevin Hotaling,6,,101
523,52,City of Boulder Council Candidates,   Kevin Hotaling,7,,102
257,34,City of Boulder Council Candidates,   Kevin Hotaling,7,,103
538,122,City of Boulder Council Candidates,   Kevin Hotaling,13,,104
611,227,City of Boulder Council Candidates,   Kevin Hotaling,29,,105
428,81,City of Boulder Council Candidates,   Kevin Hotaling,7,,106
365,87,City of Boulder Council Candidates,   Kevin Hotaling,13,,107
659,261,City of Boulder Council Candidates,   Kevin Hotaling,27,,108
493,226,City of Boulder Council Candidates,   Kevin Hotaling,14,,109
591,325,City of Boulder Council Candidates,   Kevin Hotaling,21,,110
560,370,City of Boulder Council Candidates,   Kevin Hotaling,23,,111
521,268,City of Boulder Council Candidates,   Kevin Hotaling,23,,112
640,404,City of Boulder Council Candidates,   Kevin Hotaling,17,,113
995,638,City of Boulder Council Candidates,   Kevin Hotaling,62,,114
632,401,City of Boulder Council Candidates,   Kevin Hotaling,27,,115
0,0,City of Boulder Council Candidates,   Kevin Hotaling,0,,116
528,54,City of Boulder Council Candidates,   Kevin Hotaling,6,,118
601,435,City of Boulder Council Candidates,   Kevin Hotaling,25,,119
903,544,City of Boulder Council Candidates,   Kevin Hotaling,27,,120
651,293,City of Boulder Council Candidates,   Kevin Hotaling,30,,121
845,378,City of Boulder Council Candidates,   Kevin Hotaling,31,,122
456,272,City of Boulder Council Candidates,   Kevin Hotaling,20,,123
511,292,City of Boulder Council Candidates,   Kevin Hotaling,33,,125
932,531,City of Boulder Council Candidates,   Kevin Hotaling,32,,126
790,451,City of Boulder Council Candidates,   Kevin Hotaling,25,,127
919,513,City of Boulder Council Candidates,   Kevin Hotaling,27,,128
908,539,City of Boulder Council Candidates,   Kevin Hotaling,49,,129
769,510,City of Boulder Council Candidates,   Kevin Hotaling,33,,130
932,425,City of Boulder Council Candidates,   Kevin Hotaling,37,,131
692,414,City of Boulder Council Candidates,   Kevin Hotaling,29,,132
543,310,City of Boulder Council Candidates,   Kevin Hotaling,30,,133
762,461,City of Boulder Council Candidates,   Kevin Hotaling,31,,134
490,289,City of Boulder Council Candidates,   Kevin Hotaling,19,,135
640,415,City of Boulder Council Candidates,   Kevin Hotaling,26,,136
710,353,City of Boulder Council Candidates,   Kevin Hotaling,13,,137
537,177,City of Boulder Council Candidates,   Kevin Hotaling,18,,138
599,358,City of Boulder Council Candidates,   Kevin Hotaling,20,,139
884,460,City of Boulder Council Candidates,   Kevin Hotaling,35,,142
1367,611,City of Boulder Council Candidates,   Kevin Hotaling,48,,143
1089,702,City of Boulder Council Candidates,   Kevin Hotaling,40,,144
430,214,City of Boulder Council Candidates,   Kevin Hotaling,13,,145
486,185,City of Boulder Council Candidates,   Kevin Hotaling,8,,146
505,216,City of Boulder Council Candidates,   Kevin Hotaling,15,,147
337,27,City of Boulder Council Candidates,   Kevin Hotaling,8,,148
598,324,City of Boulder Council Candidates,   Kevin Hotaling,12,,149
344,30,City of Boulder Council Candidates,   Kevin Hotaling,3,,150
936,533,City of Boulder Council Candidates,   Kevin Hotaling,34,,151
427,58,City of Boulder Council Candidates,   Kevin Hotaling,2,,152
505,116,City of Boulder Council Candidates,   Kevin Hotaling,13,,153
410,269,City of Boulder Council Candidates,   Kevin Hotaling,10,,154
506,318,City of Boulder Council Candidates,   Kevin Hotaling,14,,155
628,272,City of Boulder Council Candidates,   Kevin Hotaling,23,,156
703,372,City of Boulder Council Candidates,   Kevin Hotaling,24,,157
510,219,City of Boulder Council Candidates,   Kevin Hotaling,18,,158
821,566,City of Boulder Council Candidates,   Kevin Hotaling,26,,159
611,301,City of Boulder Council Candidates,   Kevin Hotaling,20,,160
715,457,City of Boulder Council Candidates,   Kevin Hotaling,41,,161
765,500,City of Boulder Council Candidates,   Kevin Hotaling,37,,162
593,380,City of Boulder Council Candidates,   Kevin Hotaling,29,,163
586,220,City of Boulder Council Candidates,   Kevin Hotaling,22,,164
505,206,City of Boulder Council Candidates,   Kevin Hotaling,13,,165
488,253,City of Boulder Council Candidates,   Kevin Hotaling,7,,166
621,242,City of Boulder Council Candidates,   Kevin Hotaling,6,,167
599,377,City of Boulder Council Candidates,   Kevin Hotaling,24,,168
577,348,City of Boulder Council Candidates,   Kevin Hotaling,28,,169
625,401,City of Boulder Council Candidates,   Kevin Hotaling,35,,170
759,473,City of Boulder Council Candidates,   Kevin Hotaling,44,,171
880,520,City of Boulder Council Candidates,   Kevin Hotaling,28,,172
573,337,City of Boulder Council Candidates,   Kevin Hotaling,21,,173
,,City of Boulder Council Candidates,   Kevin Hotaling,,,
289,157,City of Boulder Council Candidates,   Tom Johnston,32,,073
330,200,City of Boulder Council Candidates,   Tom Johnston,31,,076
180,84,City of Boulder Council Candidates,   Tom Johnston,9,,077
397,220,City of Boulder Council Candidates,   Tom Johnston,45,,079
3,0,City of Boulder Council Candidates,   Tom Johnston,0,,080
449,252,City of Boulder Council Candidates,   Tom Johnston,43,,084
611,183,City of Boulder Council Candidates,   Tom Johnston,18,,085
901,443,City of Boulder Council Candidates,   Tom Johnston,48,,086
741,284,City of Boulder Council Candidates,   Tom Johnston,26,,087
953,341,City of Boulder Council Candidates,   Tom Johnston,30,,088
893,480,City of Boulder Council Candidates,   Tom Johnston,42,,089
322,125,City of Boulder Council Candidates,   Tom Johnston,25,,090
0,0,City of Boulder Council Candidates,   Tom Johnston,0,,091
702,399,City of Boulder Council Candidates,   Tom Johnston,30,,092
852,399,City of Boulder Council Candidates,   Tom Johnston,54,,093
647,275,City of Boulder Council Candidates,   Tom Johnston,37,,094
689,300,City of Boulder Council Candidates,   Tom Johnston,22,,095
544,192,City of Boulder Council Candidates,   Tom Johnston,17,,096
574,176,City of Boulder Council Candidates,   Tom Johnston,21,,097
549,170,City of Boulder Council Candidates,   Tom Johnston,13,,098
464,115,City of Boulder Council Candidates,   Tom Johnston,2,,099
501,88,City of Boulder Council Candidates,   Tom Johnston,5,,100
301,101,City of Boulder Council Candidates,   Tom Johnston,13,,101
523,52,City of Boulder Council Candidates,   Tom Johnston,7,,102
257,34,City of Boulder Council Candidates,   Tom Johnston,0,,103
538,122,City of Boulder Council Candidates,   Tom Johnston,13,,104
611,227,City of Boulder Council Candidates,   Tom Johnston,48,,105
428,81,City of Boulder Council Candidates,   Tom Johnston,8,,106
365,87,City of Boulder Council Candidates,   Tom Johnston,6,,107
659,261,City of Boulder Council Candidates,   Tom Johnston,31,,108
493,226,City of Boulder Council Candidates,   Tom Johnston,29,,109
591,325,City of Boulder Council Candidates,   Tom Johnston,37,,110
560,370,City of Boulder Council Candidates,   Tom Johnston,90,,111
521,268,City of Boulder Council Candidates,   Tom Johnston,57,,112
640,404,City of Boulder Council Candidates,   Tom Johnston,82,,113
995,638,City of Boulder Council Candidates,   Tom Johnston,123,,114
632,401,City of Boulder Council Candidates,   Tom Johnston,74,,115
0,0,City of Boulder Council Candidates,   Tom Johnston,0,,116
528,54,City of Boulder Council Candidates,   Tom Johnston,9,,118
601,435,City of Boulder Council Candidates,   Tom Johnston,132,,119
903,544,City of Boulder Council Candidates,   Tom Johnston,116,,120
651,293,City of Boulder Council Candidates,   Tom Johnston,50,,121
845,378,City of Boulder Council Candidates,   Tom Johnston,58,,122
456,272,City of Boulder Council Candidates,   Tom Johnston,55,,123
511,292,City of Boulder Council Candidates,   Tom Johnston,53,,125
932,531,City of Boulder Council Candidates,   Tom Johnston,55,,126
790,451,City of Boulder Council Candidates,   Tom Johnston,65,,127
919,513,City of Boulder Council Candidates,   Tom Johnston,69,,128
908,539,City of Boulder Council Candidates,   Tom Johnston,94,,129
769,510,City of Boulder Council Candidates,   Tom Johnston,76,,130
932,425,City of Boulder Council Candidates,   Tom Johnston,37,,131
692,414,City of Boulder Council Candidates,   Tom Johnston,38,,132
543,310,City of Boulder Council Candidates,   Tom Johnston,38,,133
762,461,City of Boulder Council Candidates,   Tom Johnston,65,,134
