Precinct Name,Active Voters,Total Ballots,Contest Name,Choice Name,Party,Total Votes
2163307100,1291.0,1174,Presidential Electors,Bruce Lohmiller / J.R. Smith,Green / Democratic,0
2163307100,1291.0,1174,Presidential Electors,Thomas J. Nieman / Bernie Jackson,Unaffiliated / Libertarian,0
2163307100,1291.0,1174,Presidential Electors,Corey Sterner / Jeff Ryan,Unaffiliated / Republican,0
2163307100,1291.0,1174,Presidential Electors,"David Perry / Eric ""Rick"" Seiley",Republican,0
2163307100,1291.0,1174,Presidential Electors,Brian Anthony Perry / Michael Byron Nelson,Unaffiliated,0
2163307100,1291.0,1174,Presidential Electors,Cherunda Fox / Roger Kushner,Unaffiliated,0
2163307101,1209.0,1119,Presidential Electors,Hillary Clinton / Tim Kaine,Democratic,721
2163307101,1209.0,1119,Presidential Electors,Donald J. Trump / Michael R. Pence,Republican,296
2163307101,1209.0,1119,Presidential Electors,Darrell L. Castle / Scott N. Bradley,Constitution,5
2163307101,1209.0,1119,Presidential Electors,Gary Johnson / Bill Weld,Libertarian,53
2163307101,1209.0,1119,Presidential Electors,Jill Stein / Ajamu Baraka,Green,7
2163307101,1209.0,1119,Presidential Electors,Frank Atwood / Blake Huber,Approval Voting,2
2163307101,1209.0,1119,Presidential Electors,Rocky Roque De La Fuente / Michael Steinberg,American Delta,0
2163307101,1209.0,1119,Presidential Electors,James Hedges / Bill Bayes,Prohibition,0
2163307101,1209.0,1119,Presidential Electors,Tom Hoefling / Steve Schulin,America's,0
2163307101,1209.0,1119,Presidential Electors,Chris Keniston / Deacon Taylor,Veterans of America,0
2163307101,1209.0,1119,Presidential Electors,Alyson Kennedy / Osborne Hart,Socialist Workers,0
2163307101,1209.0,1119,Presidential Electors,Kyle Kenley Kopitke / Nathan R. Sorenson,Independent American,0
2163307101,1209.0,1119,Presidential Electors,Laurence Kotlikoff / Edward Leamer,Kotlikoff for President,0
2163307101,1209.0,1119,Presidential Electors,Gloria Estela La Riva / Dennis J. Banks,Socialism and Liberation,0
2163307101,1209.0,1119,Presidential Electors,Bradford Lyttle / Hannah Walsh,Nonviolent Resistance/Pacifist,0
2163307101,1209.0,1119,Presidential Electors,Joseph Allen Maldonado / Douglas K. Terranova,Independent People,0
2163307101,1209.0,1119,Presidential Electors,Michael A. Maturen / Juan Munoz,American Solidarity,0
2163307101,1209.0,1119,Presidential Electors,Evan McMullin / Nathan Johnson,Independent,13
2163307101,1209.0,1119,Presidential Electors,Ryan Alan Scott / Bruce Kendall Barnard,Independent,0
2163307101,1209.0,1119,Presidential Electors,Rod Silva / Richard C. Silva,Nutrition,0
2163307101,1209.0,1119,Presidential Electors,Mike Smith / Daniel White,Independent,0
2163307101,1209.0,1119,Presidential Electors,Emidio Soltysik / Angela Nicole Walker,Socialist USA,0
2163307101,1209.0,1119,Presidential Electors,Bruce Lohmiller / J.R. Smith,Green / Democratic,0
2163307101,1209.0,1119,Presidential Electors,Thomas J. Nieman / Bernie Jackson,Unaffiliated / Libertarian,0
2163307101,1209.0,1119,Presidential Electors,Corey Sterner / Jeff Ryan,Unaffiliated / Republican,0
2163307101,1209.0,1119,Presidential Electors,"David Perry / Eric ""Rick"" Seiley",Republican,0
2163307101,1209.0,1119,Presidential Electors,Brian Anthony Perry / Michael Byron Nelson,Unaffiliated,0
2163307101,1209.0,1119,Presidential Electors,Cherunda Fox / Roger Kushner,Unaffiliated,0
2163307102,1011.0,848,Presidential Electors,Hillary Clinton / Tim Kaine,Democratic,547
2163307102,1011.0,848,Presidential Electors,Donald J. Trump / Michael R. Pence,Republican,206
2163307102,1011.0,848,Presidential Electors,Darrell L. Castle / Scott N. Bradley,Constitution,3
2163307102,1011.0,848,Presidential Electors,Gary Johnson / Bill Weld,Libertarian,51
2163307102,1011.0,848,Presidential Electors,Jill Stein / Ajamu Baraka,Green,16
2163307102,1011.0,848,Presidential Electors,Frank Atwood / Blake Huber,Approval Voting,0
2163307102,1011.0,848,Presidential Electors,Rocky Roque De La Fuente / Michael Steinberg,American Delta,0
2163307102,1011.0,848,Presidential Electors,James Hedges / Bill Bayes,Prohibition,0
2163307102,1011.0,848,Presidential Electors,Tom Hoefling / Steve Schulin,America's,0
2163307102,1011.0,848,Presidential Electors,Chris Keniston / Deacon Taylor,Veterans of America,2
2163307102,1011.0,848,Presidential Electors,Alyson Kennedy / Osborne Hart,Socialist Workers,1
2163307102,1011.0,848,Presidential Electors,Kyle Kenley Kopitke / Nathan R. Sorenson,Independent American,0
2163307102,1011.0,848,Presidential Electors,Laurence Kotlikoff / Edward Leamer,Kotlikoff for President,0
2163307102,1011.0,848,Presidential Electors,Gloria Estela La Riva / Dennis J. Banks,Socialism and Liberation,0
2163307102,1011.0,848,Presidential Electors,Bradford Lyttle / Hannah Walsh,Nonviolent Resistance/Pacifist,0
2163307102,1011.0,848,Presidential Electors,Joseph Allen Maldonado / Douglas K. Terranova,Independent People,0
2163307102,1011.0,848,Presidential Electors,Michael A. Maturen / Juan Munoz,American Solidarity,0
2163307102,1011.0,848,Presidential Electors,Evan McMullin / Nathan Johnson,Independent,3
2163307102,1011.0,848,Presidential Electors,Ryan Alan Scott / Bruce Kendall Barnard,Independent,0
2163307102,1011.0,848,Presidential Electors,Rod Silva / Richard C. Silva,Nutrition,0
2163307102,1011.0,848,Presidential Electors,Mike Smith / Daniel White,Independent,0
2163307102,1011.0,848,Presidential Electors,Emidio Soltysik / Angela Nicole Walker,Socialist USA,0
2163307102,1011.0,848,Presidential Electors,Bruce Lohmiller / J.R. Smith,Green / Democratic,0
2163307102,1011.0,848,Presidential Electors,Thomas J. Nieman / Bernie Jackson,Unaffiliated / Libertarian,0
2163307102,1011.0,848,Presidential Electors,Corey Sterner / Jeff Ryan,Unaffiliated / Republican,0
2163307102,1011.0,848,Presidential Electors,"David Perry / Eric ""Rick"" Seiley",Republican,0
2163307102,1011.0,848,Presidential Electors,Brian Anthony Perry / Michael Byron Nelson,Unaffiliated,0
2163307102,1011.0,848,Presidential Electors,Cherunda Fox / Roger Kushner,Unaffiliated,0
2163307103,1119.0,1030,Presidential Electors,Hillary Clinton / Tim Kaine,Democratic,630
2163307103,1119.0,1030,Presidential Electors,Donald J. Trump / Michael R. Pence,Republican,299
2163307103,1119.0,1030,Presidential Electors,Darrell L. Castle / Scott N. Bradley,Constitution,1
2163307103,1119.0,1030,Presidential Electors,Gary Johnson / Bill Weld,Libertarian,56
2163307103,1119.0,1030,Presidential Electors,Jill Stein / Ajamu Baraka,Green,6
2163307103,1119.0,1030,Presidential Electors,Frank Atwood / Blake Huber,Approval Voting,0
2163307103,1119.0,1030,Presidential Electors,Rocky Roque De La Fuente / Michael Steinberg,American Delta,0
2163307103,1119.0,1030,Presidential Electors,James Hedges / Bill Bayes,Prohibition,0
2163307103,1119.0,1030,Presidential Electors,Tom Hoefling / Steve Schulin,America's,0
2163307103,1119.0,1030,Presidential Electors,Chris Keniston / Deacon Taylor,Veterans of America,1
2163307103,1119.0,1030,Presidential Electors,Alyson Kennedy / Osborne Hart,Socialist Workers,0
2163307103,1119.0,1030,Presidential Electors,Kyle Kenley Kopitke / Nathan R. Sorenson,Independent American,0
2163307103,1119.0,1030,Presidential Electors,Laurence Kotlikoff / Edward Leamer,Kotlikoff for President,0
2163307103,1119.0,1030,Presidential Electors,Gloria Estela La Riva / Dennis J. Banks,Socialism and Liberation,0
2163307103,1119.0,1030,Presidential Electors,Bradford Lyttle / Hannah Walsh,Nonviolent Resistance/Pacifist,0
2163307103,1119.0,1030,Presidential Electors,Joseph Allen Maldonado / Douglas K. Terranova,Independent People,0
2163307103,1119.0,1030,Presidential Electors,Michael A. Maturen / Juan Munoz,American Solidarity,0
2163307103,1119.0,1030,Presidential Electors,Evan McMullin / Nathan Johnson,Independent,16
2163307103,1119.0,1030,Presidential Electors,Ryan Alan Scott / Bruce Kendall Barnard,Independent,0
2163307103,1119.0,1030,Presidential Electors,Rod Silva / Richard C. Silva,Nutrition,0
2163307103,1119.0,1030,Presidential Electors,Mike Smith / Daniel White,Independent,0
2163307103,1119.0,1030,Presidential Electors,Emidio Soltysik / Angela Nicole Walker,Socialist USA,0
2163307103,1119.0,1030,Presidential Electors,Bruce Lohmiller / J.R. Smith,Green / Democratic,0
2163307103,1119.0,1030,Presidential Electors,Thomas J. Nieman / Bernie Jackson,Unaffiliated / Libertarian,0
2163307103,1119.0,1030,Presidential Electors,Corey Sterner / Jeff Ryan,Unaffiliated / Republican,0
2163307103,1119.0,1030,Presidential Electors,"David Perry / Eric ""Rick"" Seiley",Republican,0
2163307103,1119.0,1030,Presidential Electors,Brian Anthony Perry / Michael Byron Nelson,Unaffiliated,0
2163307103,1119.0,1030,Presidential Electors,Cherunda Fox / Roger Kushner,Unaffiliated,0
2163307104,1066.0,970,Presidential Electors,Hillary Clinton / Tim Kaine,Democratic,592
2163307104,1066.0,970,Presidential Electors,Donald J. Trump / Michael R. Pence,Republican,271
2163307104,1066.0,970,Presidential Electors,Darrell L. Castle / Scott N. Bradley,Constitution,0
2163307104,1066.0,970,Presidential Electors,Gary Johnson / Bill Weld,Libertarian,42
2163307104,1066.0,970,Presidential Electors,Jill Stein / Ajamu Baraka,Green,7
2163307104,1066.0,970,Presidential Electors,Frank Atwood / Blake Huber,Approval Voting,0
2163307104,1066.0,970,Presidential Electors,Rocky Roque De La Fuente / Michael Steinberg,American Delta,4
2163307104,1066.0,970,Presidential Electors,James Hedges / Bill Bayes,Prohibition,0
2163307104,1066.0,970,Presidential Electors,Tom Hoefling / Steve Schulin,America's,0
2163307104,1066.0,970,Presidential Electors,Chris Keniston / Deacon Taylor,Veterans of America,3
2163307104,1066.0,970,Presidential Electors,Alyson Kennedy / Osborne Hart,Socialist Workers,0
2163307104,1066.0,970,Presidential Electors,Kyle Kenley Kopitke / Nathan R. Sorenson,Independent American,0
2163307104,1066.0,970,Presidential Electors,Laurence Kotlikoff / Edward Leamer,Kotlikoff for President,0
2163307104,1066.0,970,Presidential Electors,Gloria Estela La Riva / Dennis J. Banks,Socialism and Liberation,0
2163307104,1066.0,970,Presidential Electors,Bradford Lyttle / Hannah Walsh,Nonviolent Resistance/Pacifist,0
2163307104,1066.0,970,Presidential Electors,Joseph Allen Maldonado / Douglas K. Terranova,Independent People,0
2163307104,1066.0,970,Presidential Electors,Michael A. Maturen / Juan Munoz,American Solidarity,0
2163307104,1066.0,970,Presidential Electors,Evan McMullin / Nathan Johnson,Independent,21
2163307104,1066.0,970,Presidential Electors,Ryan Alan Scott / Bruce Kendall Barnard,Independent,0
2163307104,1066.0,970,Presidential Electors,Rod Silva / Richard C. Silva,Nutrition,0
2163307104,1066.0,970,Presidential Electors,Mike Smith / Daniel White,Independent,0
2163307104,1066.0,970,Presidential Electors,Emidio Soltysik / Angela Nicole Walker,Socialist USA,0
2163307104,1066.0,970,Presidential Electors,Bruce Lohmiller / J.R. Smith,Green / Democratic,0
2163307104,1066.0,970,Presidential Electors,Thomas J. Nieman / Bernie Jackson,Unaffiliated / Libertarian,0
2163307104,1066.0,970,Presidential Electors,Corey Sterner / Jeff Ryan,Unaffiliated / Republican,0
2163307104,1066.0,970,Presidential Electors,"David Perry / Eric ""Rick"" Seiley",Republican,0
2163307104,1066.0,970,Presidential Electors,Brian Anthony Perry / Michael Byron Nelson,Unaffiliated,0
2163307104,1066.0,970,Presidential Electors,Cherunda Fox / Roger Kushner,Unaffiliated,0
2163307105,474.0,411,Presidential Electors,Hillary Clinton / Tim Kaine,Democratic,261
2163307105,474.0,411,Presidential Electors,Donald J. Trump / Michael R. Pence,Republican,90
2163307105,474.0,411,Presidential Electors,Darrell L. Castle / Scott N. Bradley,Constitution,1
2163307105,474.0,411,Presidential Electors,Gary Johnson / Bill Weld,Libertarian,26
2163307105,474.0,411,Presidential Electors,Jill Stein / Ajamu Baraka,Green,8
2163307105,474.0,411,Presidential Electors,Frank Atwood / Blake Huber,Approval Voting,0
2163307105,474.0,411,Presidential Electors,Rocky Roque De La Fuente / Michael Steinberg,American Delta,2
2163307105,474.0,411,Presidential Electors,James Hedges / Bill Bayes,Prohibition,0
2163307105,474.0,411,Presidential Electors,Tom Hoefling / Steve Schulin,America's,0
2163307105,474.0,411,Presidential Electors,Chris Keniston / Deacon Taylor,Veterans of America,0
2163307105,474.0,411,Presidential Electors,Alyson Kennedy / Osborne Hart,Socialist Workers,0
2163307105,474.0,411,Presidential Electors,Kyle Kenley Kopitke / Nathan R. Sorenson,Independent American,0
2163307105,474.0,411,Presidential Electors,Laurence Kotlikoff / Edward Leamer,Kotlikoff for President,0
2163307105,474.0,411,Presidential Electors,Gloria Estela La Riva / Dennis J. Banks,Socialism and Liberation,0
2163307105,474.0,411,Presidential Electors,Bradford Lyttle / Hannah Walsh,Nonviolent Resistance/Pacifist,0
2163307105,474.0,411,Presidential Electors,Joseph Allen Maldonado / Douglas K. Terranova,Independent People,0
2163307105,474.0,411,Presidential Electors,Michael A. Maturen / Juan Munoz,American Solidarity,0
2163307105,474.0,411,Presidential Electors,Evan McMullin / Nathan Johnson,Independent,7
2163307105,474.0,411,Presidential Electors,Ryan Alan Scott / Bruce Kendall Barnard,Independent,0
2163307105,474.0,411,Presidential Electors,Rod Silva / Richard C. Silva,Nutrition,0
2163307105,474.0,411,Presidential Electors,Mike Smith / Daniel White,Independent,0
2163307105,474.0,411,Presidential Electors,Emidio Soltysik / Angela Nicole Walker,Socialist USA,0
2163307105,474.0,411,Presidential Electors,Bruce Lohmiller / J.R. Smith,Green / Democratic,0
2163307105,474.0,411,Presidential Electors,Thomas J. Nieman / Bernie Jackson,Unaffiliated / Libertarian,0
2163307105,474.0,411,Presidential Electors,Corey Sterner / Jeff Ryan,Unaffiliated / Republican,0
2163307105,474.0,411,Presidential Electors,"David Perry / Eric ""Rick"" Seiley",Republican,0
2163307105,474.0,411,Presidential Electors,Brian Anthony Perry / Michael Byron Nelson,Unaffiliated,0
2163307105,474.0,411,Presidential Electors,Cherunda Fox / Roger Kushner,Unaffiliated,0
2163307106,992.0,908,Presidential Electors,Hillary Clinton / Tim Kaine,Democratic,604
2163307106,992.0,908,Presidential Electors,Donald J. Trump / Michael R. Pence,Republican,208
2163307106,992.0,908,Presidential Electors,Darrell L. Castle / Scott N. Bradley,Constitution,1
2163307106,992.0,908,Presidential Electors,Gary Johnson / Bill Weld,Libertarian,44
2163307106,992.0,908,Presidential Electors,Jill Stein / Ajamu Baraka,Green,7
2163307106,992.0,908,Presidential Electors,Frank Atwood / Blake Huber,Approval Voting,0
2163307106,992.0,908,Presidential Electors,Rocky Roque De La Fuente / Michael Steinberg,American Delta,0
2163307106,992.0,908,Presidential Electors,James Hedges / Bill Bayes,Prohibition,0
2163307106,992.0,908,Presidential Electors,Tom Hoefling / Steve Schulin,America's,0
2163307106,992.0,908,Presidential Electors,Chris Keniston / Deacon Taylor,Veterans of America,1
2163307106,992.0,908,Presidential Electors,Alyson Kennedy / Osborne Hart,Socialist Workers,1
2163307106,992.0,908,Presidential Electors,Kyle Kenley Kopitke / Nathan R. Sorenson,Independent American,0
2163307106,992.0,908,Presidential Electors,Laurence Kotlikoff / Edward Leamer,Kotlikoff for President,0
2163307106,992.0,908,Presidential Electors,Gloria Estela La Riva / Dennis J. Banks,Socialism and Liberation,0
2163307106,992.0,908,Presidential Electors,Bradford Lyttle / Hannah Walsh,Nonviolent Resistance/Pacifist,0
2163307106,992.0,908,Presidential Electors,Joseph Allen Maldonado / Douglas K. Terranova,Independent People,0
2163307106,992.0,908,Presidential Electors,Michael A. Maturen / Juan Munoz,American Solidarity,0
2163307106,992.0,908,Presidential Electors,Evan McMullin / Nathan Johnson,Independent,18
2163307106,992.0,908,Presidential Electors,Ryan Alan Scott / Bruce Kendall Barnard,Independent,0
2163307106,992.0,908,Presidential Electors,Rod Silva / Richard C. Silva,Nutrition,0
2163307106,992.0,908,Presidential Electors,Mike Smith / Daniel White,Independent,3
2163307106,992.0,908,Presidential Electors,Emidio Soltysik / Angela Nicole Walker,Socialist USA,0
2163307106,992.0,908,Presidential Electors,Bruce Lohmiller / J.R. Smith,Green / Democratic,0
2163307106,992.0,908,Presidential Electors,Thomas J. Nieman / Bernie Jackson,Unaffiliated / Libertarian,0
2163307106,992.0,908,Presidential Electors,Corey Sterner / Jeff Ryan,Unaffiliated / Republican,0
2163307106,992.0,908,Presidential Electors,"David Perry / Eric ""Rick"" Seiley",Republican,0
2163307106,992.0,908,Presidential Electors,Brian Anthony Perry / Michael Byron Nelson,Unaffiliated,0
2163307106,992.0,908,Presidential Electors,Cherunda Fox / Roger Kushner,Unaffiliated,0
2163307107,672.0,580,Presidential Electors,Hillary Clinton / Tim Kaine,Democratic,396
2163307107,672.0,580,Presidential Electors,Donald J. Trump / Michael R. Pence,Republican,132
2163307107,672.0,580,Presidential Electors,Darrell L. Castle / Scott N. Bradley,Constitution,2
2163307107,672.0,580,Presidential Electors,Gary Johnson / Bill Weld,Libertarian,17
2163307107,672.0,580,Presidential Electors,Jill Stein / Ajamu Baraka,Green,11
2163307107,672.0,580,Presidential Electors,Frank Atwood / Blake Huber,Approval Voting,0
2163307107,672.0,580,Presidential Electors,Rocky Roque De La Fuente / Michael Steinberg,American Delta,0
2163307107,672.0,580,Presidential Electors,James Hedges / Bill Bayes,Prohibition,0
2163307107,672.0,580,Presidential Electors,Tom Hoefling / Steve Schulin,America's,1
2163307107,672.0,580,Presidential Electors,Chris Keniston / Deacon Taylor,Veterans of America,1
2163307107,672.0,580,Presidential Electors,Alyson Kennedy / Osborne Hart,Socialist Workers,0
2163307107,672.0,580,Presidential Electors,Kyle Kenley Kopitke / Nathan R. Sorenson,Independent American,0
2163307107,672.0,580,Presidential Electors,Laurence Kotlikoff / Edward Leamer,Kotlikoff for President,0
2163307107,672.0,580,Presidential Electors,Gloria Estela La Riva / Dennis J. Banks,Socialism and Liberation,1
2163307107,672.0,580,Presidential Electors,Bradford Lyttle / Hannah Walsh,Nonviolent Resistance/Pacifist,0
2163307107,672.0,580,Presidential Electors,Joseph Allen Maldonado / Douglas K. Terranova,Independent People,0
2163307107,672.0,580,Presidential Electors,Michael A. Maturen / Juan Munoz,American Solidarity,0
2163307107,672.0,580,Presidential Electors,Evan McMullin / Nathan Johnson,Independent,5
2163307107,672.0,580,Presidential Electors,Ryan Alan Scott / Bruce Kendall Barnard,Independent,0
2163307107,672.0,580,Presidential Electors,Rod Silva / Richard C. Silva,Nutrition,0
2163307107,672.0,580,Presidential Electors,Mike Smith / Daniel White,Independent,1
2163307107,672.0,580,Presidential Electors,Emidio Soltysik / Angela Nicole Walker,Socialist USA,0
2163307107,672.0,580,Presidential Electors,Bruce Lohmiller / J.R. Smith,Green / Democratic,0
2163307107,672.0,580,Presidential Electors,Thomas J. Nieman / Bernie Jackson,Unaffiliated / Libertarian,0
2163307107,672.0,580,Presidential Electors,Corey Sterner / Jeff Ryan,Unaffiliated / Republican,0
2163307107,672.0,580,Presidential Electors,"David Perry / Eric ""Rick"" Seiley",Republican,0
2163307107,672.0,580,Presidential Electors,Brian Anthony Perry / Michael Byron Nelson,Unaffiliated,0
2163307107,672.0,580,Presidential Electors,Cherunda Fox / Roger Kushner,Unaffiliated,0
2171207200,630.0,578,Presidential Electors,Hillary Clinton / Tim Kaine,Democratic,378
2171207200,630.0,578,Presidential Electors,Donald J. Trump / Michael R. Pence,Republican,149
2171207200,630.0,578,Presidential Electors,Darrell L. Castle / Scott N. Bradley,Constitution,0
2171207200,630.0,578,Presidential Electors,Gary Johnson / Bill Weld,Libertarian,28
2171207200,630.0,578,Presidential Electors,Jill Stein / Ajamu Baraka,Green,4
2171207200,630.0,578,Presidential Electors,Frank Atwood / Blake Huber,Approval Voting,0
2171207200,630.0,578,Presidential Electors,Rocky Roque De La Fuente / Michael Steinberg,American Delta,0
2171207200,630.0,578,Presidential Electors,James Hedges / Bill Bayes,Prohibition,0
2171207200,630.0,578,Presidential Electors,Tom Hoefling / Steve Schulin,America's,0
2171207200,630.0,578,Presidential Electors,Chris Keniston / Deacon Taylor,Veterans of America,0
2171207200,630.0,578,Presidential Electors,Alyson Kennedy / Osborne Hart,Socialist Workers,0
2171207200,630.0,578,Presidential Electors,Kyle Kenley Kopitke / Nathan R. Sorenson,Independent American,0
2171207200,630.0,578,Presidential Electors,Laurence Kotlikoff / Edward Leamer,Kotlikoff for President,0
2171207200,630.0,578,Presidential Electors,Gloria Estela La Riva / Dennis J. Banks,Socialism and Liberation,0
2171207200,630.0,578,Presidential Electors,Bradford Lyttle / Hannah Walsh,Nonviolent Resistance/Pacifist,0
2171207200,630.0,578,Presidential Electors,Joseph Allen Maldonado / Douglas K. Terranova,Independent People,0
2171207200,630.0,578,Presidential Electors,Michael A. Maturen / Juan Munoz,American Solidarity,0
2171207200,630.0,578,Presidential Electors,Evan McMullin / Nathan Johnson,Independent,10
2171207200,630.0,578,Presidential Electors,Ryan Alan Scott / Bruce Kendall Barnard,Independent,0
2171207200,630.0,578,Presidential Electors,Rod Silva / Richard C. Silva,Nutrition,0
2171207200,630.0,578,Presidential Electors,Mike Smith / Daniel White,Independent,0
2171207200,630.0,578,Presidential Electors,Emidio Soltysik / Angela Nicole Walker,Socialist USA,0
2171207200,630.0,578,Presidential Electors,Bruce Lohmiller / J.R. Smith,Green / Democratic,0
2171207200,630.0,578,Presidential Electors,Thomas J. Nieman / Bernie Jackson,Unaffiliated / Libertarian,0
2171207200,630.0,578,Presidential Electors,Corey Sterner / Jeff Ryan,Unaffiliated / Republican,0
2171207200,630.0,578,Presidential Electors,"David Perry / Eric ""Rick"" Seiley",Republican,0
2171207200,630.0,578,Presidential Electors,Brian Anthony Perry / Michael Byron Nelson,Unaffiliated,0
2171207200,630.0,578,Presidential Electors,Cherunda Fox / Roger Kushner,Unaffiliated,0
2171207201,664.0,618,Presidential Electors,Hillary Clinton / Tim Kaine,Democratic,444
2171207201,664.0,618,Presidential Electors,Donald J. Trump / Michael R. Pence,Republican,122
2171207201,664.0,618,Presidential Electors,Darrell L. Castle / Scott N. Bradley,Constitution,0
2171207201,664.0,618,Presidential Electors,Gary Johnson / Bill Weld,Libertarian,25
2171207201,664.0,618,Presidential Electors,Jill Stein / Ajamu Baraka,Green,4
2171207201,664.0,618,Presidential Electors,Frank Atwood / Blake Huber,Approval Voting,0
2171207201,664.0,618,Presidential Electors,Rocky Roque De La Fuente / Michael Steinberg,American Delta,0
2171207201,664.0,618,Presidential Electors,James Hedges / Bill Bayes,Prohibition,0
2171207201,664.0,618,Presidential Electors,Tom Hoefling / Steve Schulin,America's,0
2171207201,664.0,618,Presidential Electors,Chris Keniston / Deacon Taylor,Veterans of America,2
2171207201,664.0,618,Presidential Electors,Alyson Kennedy / Osborne Hart,Socialist Workers,0
2171207201,664.0,618,Presidential Electors,Kyle Kenley Kopitke / Nathan R. Sorenson,Independent American,0
2171207201,664.0,618,Presidential Electors,Laurence Kotlikoff / Edward Leamer,Kotlikoff for President,1
2171207201,664.0,618,Presidential Electors,Gloria Estela La Riva / Dennis J. Banks,Socialism and Liberation,0
2171207201,664.0,618,Presidential Electors,Bradford Lyttle / Hannah Walsh,Nonviolent Resistance/Pacifist,0
2171207201,664.0,618,Presidential Electors,Joseph Allen Maldonado / Douglas K. Terranova,Independent People,0
2171207201,664.0,618,Presidential Electors,Michael A. Maturen / Juan Munoz,American Solidarity,0
2171207201,664.0,618,Presidential Electors,Evan McMullin / Nathan Johnson,Independent,5
2171207201,664.0,618,Presidential Electors,Ryan Alan Scott / Bruce Kendall Barnard,Independent,0
2171207201,664.0,618,Presidential Electors,Rod Silva / Richard C. Silva,Nutrition,0
2171207201,664.0,618,Presidential Electors,Mike Smith / Daniel White,Independent,0
2171207201,664.0,618,Presidential Electors,Emidio Soltysik / Angela Nicole Walker,Socialist USA,0
2171207201,664.0,618,Presidential Electors,Bruce Lohmiller / J.R. Smith,Green / Democratic,0
2171207201,664.0,618,Presidential Electors,Thomas J. Nieman / Bernie Jackson,Unaffiliated / Libertarian,0
2171207201,664.0,618,Presidential Electors,Corey Sterner / Jeff Ryan,Unaffiliated / Republican,0
2171207201,664.0,618,Presidential Electors,"David Perry / Eric ""Rick"" Seiley",Republican,0
2171207201,664.0,618,Presidential Electors,Brian Anthony Perry / Michael Byron Nelson,Unaffiliated,0
2171207201,664.0,618,Presidential Electors,Cherunda Fox / Roger Kushner,Unaffiliated,0
2171207202,1097.0,1021,Presidential Electors,Hillary Clinton / Tim Kaine,Democratic,710
2171207202,1097.0,1021,Presidential Electors,Donald J. Trump / Michael R. Pence,Republican,210
2171207202,1097.0,1021,Presidential Electors,Darrell L. Castle / Scott N. Bradley,Constitution,6
2171207202,1097.0,1021,Presidential Electors,Gary Johnson / Bill Weld,Libertarian,41
2171207202,1097.0,1021,Presidential Electors,Jill Stein / Ajamu Baraka,Green,10
2171207202,1097.0,1021,Presidential Electors,Frank Atwood / Blake Huber,Approval Voting,0
2171207202,1097.0,1021,Presidential Electors,Rocky Roque De La Fuente / Michael Steinberg,American Delta,0
2171207202,1097.0,1021,Presidential Electors,James Hedges / Bill Bayes,Prohibition,0
2171207202,1097.0,1021,Presidential Electors,Tom Hoefling / Steve Schulin,America's,0
2171207202,1097.0,1021,Presidential Electors,Chris Keniston / Deacon Taylor,Veterans of America,0
2171207202,1097.0,1021,Presidential Electors,Alyson Kennedy / Osborne Hart,Socialist Workers,0
2171207202,1097.0,1021,Presidential Electors,Kyle Kenley Kopitke / Nathan R. Sorenson,Independent American,0
2171207202,1097.0,1021,Presidential Electors,Laurence Kotlikoff / Edward Leamer,Kotlikoff for President,0
