Precinct Name,Active Voters,Total Ballots,Contest Name,Choice Name,Party,Total Votes
2163307101,1385,1296,Presidential Electors,Blake Huber / Frank Atwood,Approval,0
2163307101,1385,1296,Presidential Electors,"Jo Jorgensen / Jeremy ""Spike"" Cohen",Libertarian,28
2163307101,1385,1296,Presidential Electors,Brian Carroll / Amar Patel,,1
2163307101,1385,1296,Presidential Electors,Mark Charles / Adrian Wallace,Unaffiliated,0
2163307101,1385,1296,Presidential Electors,Phil Collins / Billy Joe Parker,,0
2163307101,1385,1296,Presidential Electors,"Roque ""Rocky"" De La Fuente / Darcy G. Richardson",,0
2163307101,1385,1296,Presidential Electors,Dario Hunter / Dawn Neptune Adams,,0
2163307101,1385,1296,Presidential Electors,Princess Khadijah Maryam Jacob-Fambro / Khadijah Maryam Jacob Sr.,Unaffiliated,0
2163307101,1385,1296,Presidential Electors,Alyson Kennedy / Malcolm Jarrett,,0
2163307101,1385,1296,Presidential Electors,Joseph Kishore / Norissa Santa Cruz,,0
2163307101,1385,1296,Presidential Electors,Kyle Kenley Kopitke / Nathan Re Vo Sorenson,,0
2163307101,1385,1296,Presidential Electors,Gloria La Riva / Sunil Freeman,,0
2163307101,1385,1296,Presidential Electors,Joe McHugh / Elizabeth Storm,Unaffiliated,0
2163307101,1385,1296,Presidential Electors,Brock Pierce / Karla Ballard,Unaffiliated,0
2163307101,1385,1296,Presidential Electors,"Jordan ""Cancer"" Scott / Jennifer Tepool",Unaffiliated,0
2163307101,1385,1296,Presidential Electors,Kanye West / Michelle Tidball,Unaffiliated,0
2163307101,1385,1296,Presidential Electors,Kasey Wells / Rachel Wells (Write-in),,0
2163307101,1385,1296,Presidential Electors,Todd Cella / Timothy Bryan Cella (Write-in),,0
2163307101,1385,1296,Presidential Electors,Tom Hoefling / Andy Prior (Write-in),,0
2163307102,1171,1002,Presidential Electors,Joseph R. Biden / Kamala D. Harris,Democratic,753
2163307102,1171,1002,Presidential Electors,Donald J. Trump / Michael R. Pence,Republican,217
2163307102,1171,1002,Presidential Electors,Don Blankenship / William Mohr,Constitution,0
2163307102,1171,1002,Presidential Electors,Bill Hammons / Eric Bodenstab,Unity,0
2163307102,1171,1002,Presidential Electors,Howie Hawkins / Angela Nicole Walker,Green,2
2163307102,1171,1002,Presidential Electors,Blake Huber / Frank Atwood,Approval,0
2163307102,1171,1002,Presidential Electors,"Jo Jorgensen / Jeremy ""Spike"" Cohen",Libertarian,19
2163307102,1171,1002,Presidential Electors,Brian Carroll / Amar Patel,,0
2163307102,1171,1002,Presidential Electors,Mark Charles / Adrian Wallace,Unaffiliated,0
2163307102,1171,1002,Presidential Electors,Phil Collins / Billy Joe Parker,,0
2163307102,1171,1002,Presidential Electors,"Roque ""Rocky"" De La Fuente / Darcy G. Richardson",,0
2163307102,1171,1002,Presidential Electors,Dario Hunter / Dawn Neptune Adams,,1
2163307102,1171,1002,Presidential Electors,Princess Khadijah Maryam Jacob-Fambro / Khadijah Maryam Jacob Sr.,Unaffiliated,0
2163307102,1171,1002,Presidential Electors,Alyson Kennedy / Malcolm Jarrett,,0
2163307102,1171,1002,Presidential Electors,Joseph Kishore / Norissa Santa Cruz,,0
2163307102,1171,1002,Presidential Electors,Kyle Kenley Kopitke / Nathan Re Vo Sorenson,,0
2163307102,1171,1002,Presidential Electors,Gloria La Riva / Sunil Freeman,,0
2163307102,1171,1002,Presidential Electors,Joe McHugh / Elizabeth Storm,Unaffiliated,0
2163307102,1171,1002,Presidential Electors,Brock Pierce / Karla Ballard,Unaffiliated,0
2163307102,1171,1002,Presidential Electors,"Jordan ""Cancer"" Scott / Jennifer Tepool",Unaffiliated,0
2163307102,1171,1002,Presidential Electors,Kanye West / Michelle Tidball,Unaffiliated,2
2163307102,1171,1002,Presidential Electors,Kasey Wells / Rachel Wells (Write-in),,0
2163307102,1171,1002,Presidential Electors,Todd Cella / Timothy Bryan Cella (Write-in),,0
2163307102,1171,1002,Presidential Electors,Tom Hoefling / Andy Prior (Write-in),,0
2163307103,1212,1110,Presidential Electors,Joseph R. Biden / Kamala D. Harris,Democratic,810
2163307103,1212,1110,Presidential Electors,Donald J. Trump / Michael R. Pence,Republican,260
2163307103,1212,1110,Presidential Electors,Don Blankenship / William Mohr,Constitution,2
2163307103,1212,1110,Presidential Electors,Bill Hammons / Eric Bodenstab,Unity,0
2163307103,1212,1110,Presidential Electors,Howie Hawkins / Angela Nicole Walker,Green,2
2163307103,1212,1110,Presidential Electors,Blake Huber / Frank Atwood,Approval,0
2163307103,1212,1110,Presidential Electors,"Jo Jorgensen / Jeremy ""Spike"" Cohen",Libertarian,14
2163307103,1212,1110,Presidential Electors,Brian Carroll / Amar Patel,,2
2163307103,1212,1110,Presidential Electors,Mark Charles / Adrian Wallace,Unaffiliated,0
2163307103,1212,1110,Presidential Electors,Phil Collins / Billy Joe Parker,,0
2163307103,1212,1110,Presidential Electors,"Roque ""Rocky"" De La Fuente / Darcy G. Richardson",,0
2163307103,1212,1110,Presidential Electors,Dario Hunter / Dawn Neptune Adams,,0
2163307103,1212,1110,Presidential Electors,Princess Khadijah Maryam Jacob-Fambro / Khadijah Maryam Jacob Sr.,Unaffiliated,0
2163307103,1212,1110,Presidential Electors,Alyson Kennedy / Malcolm Jarrett,,0
2163307103,1212,1110,Presidential Electors,Joseph Kishore / Norissa Santa Cruz,,0
2163307103,1212,1110,Presidential Electors,Kyle Kenley Kopitke / Nathan Re Vo Sorenson,,0
2163307103,1212,1110,Presidential Electors,Gloria La Riva / Sunil Freeman,,0
2163307103,1212,1110,Presidential Electors,Joe McHugh / Elizabeth Storm,Unaffiliated,0
2163307103,1212,1110,Presidential Electors,Brock Pierce / Karla Ballard,Unaffiliated,0
2163307103,1212,1110,Presidential Electors,"Jordan ""Cancer"" Scott / Jennifer Tepool",Unaffiliated,0
2163307103,1212,1110,Presidential Electors,Kanye West / Michelle Tidball,Unaffiliated,1
2163307103,1212,1110,Presidential Electors,Kasey Wells / Rachel Wells (Write-in),,0
2163307103,1212,1110,Presidential Electors,Todd Cella / Timothy Bryan Cella (Write-in),,0
2163307103,1212,1110,Presidential Electors,Tom Hoefling / Andy Prior (Write-in),,0
2163307104,1146,1066,Presidential Electors,Joseph R. Biden / Kamala D. Harris,Democratic,765
2163307104,1146,1066,Presidential Electors,Donald J. Trump / Michael R. Pence,Republican,266
2163307104,1146,1066,Presidential Electors,Don Blankenship / William Mohr,Constitution,2
2163307104,1146,1066,Presidential Electors,Bill Hammons / Eric Bodenstab,Unity,1
2163307104,1146,1066,Presidential Electors,Howie Hawkins / Angela Nicole Walker,Green,4
2163307104,1146,1066,Presidential Electors,Blake Huber / Frank Atwood,Approval,0
2163307104,1146,1066,Presidential Electors,"Jo Jorgensen / Jeremy ""Spike"" Cohen",Libertarian,12
2163307104,1146,1066,Presidential Electors,Brian Carroll / Amar Patel,,2
2163307104,1146,1066,Presidential Electors,Mark Charles / Adrian Wallace,Unaffiliated,0
2163307104,1146,1066,Presidential Electors,Phil Collins / Billy Joe Parker,,0
2163307104,1146,1066,Presidential Electors,"Roque ""Rocky"" De La Fuente / Darcy G. Richardson",,0
2163307104,1146,1066,Presidential Electors,Dario Hunter / Dawn Neptune Adams,,1
2163307104,1146,1066,Presidential Electors,Princess Khadijah Maryam Jacob-Fambro / Khadijah Maryam Jacob Sr.,Unaffiliated,0
2163307104,1146,1066,Presidential Electors,Alyson Kennedy / Malcolm Jarrett,,0
2163307104,1146,1066,Presidential Electors,Joseph Kishore / Norissa Santa Cruz,,0
2163307104,1146,1066,Presidential Electors,Kyle Kenley Kopitke / Nathan Re Vo Sorenson,,0
2163307104,1146,1066,Presidential Electors,Gloria La Riva / Sunil Freeman,,0
2163307104,1146,1066,Presidential Electors,Joe McHugh / Elizabeth Storm,Unaffiliated,0
2163307104,1146,1066,Presidential Electors,Brock Pierce / Karla Ballard,Unaffiliated,1
2163307104,1146,1066,Presidential Electors,"Jordan ""Cancer"" Scott / Jennifer Tepool",Unaffiliated,0
2163307104,1146,1066,Presidential Electors,Kanye West / Michelle Tidball,Unaffiliated,1
2163307104,1146,1066,Presidential Electors,Kasey Wells / Rachel Wells (Write-in),,0
2163307104,1146,1066,Presidential Electors,Todd Cella / Timothy Bryan Cella (Write-in),,0
2163307104,1146,1066,Presidential Electors,Tom Hoefling / Andy Prior (Write-in),,0
2163307105,493,442,Presidential Electors,Joseph R. Biden / Kamala D. Harris,Democratic,335
2163307105,493,442,Presidential Electors,Donald J. Trump / Michael R. Pence,Republican,86
2163307105,493,442,Presidential Electors,Don Blankenship / William Mohr,Constitution,0
2163307105,493,442,Presidential Electors,Bill Hammons / Eric Bodenstab,Unity,0
2163307105,493,442,Presidential Electors,Howie Hawkins / Angela Nicole Walker,Green,3
2163307105,493,442,Presidential Electors,Blake Huber / Frank Atwood,Approval,0
2163307105,493,442,Presidential Electors,"Jo Jorgensen / Jeremy ""Spike"" Cohen",Libertarian,7
2163307105,493,442,Presidential Electors,Brian Carroll / Amar Patel,,0
2163307105,493,442,Presidential Electors,Mark Charles / Adrian Wallace,Unaffiliated,1
2163307105,493,442,Presidential Electors,Phil Collins / Billy Joe Parker,,0
2163307105,493,442,Presidential Electors,"Roque ""Rocky"" De La Fuente / Darcy G. Richardson",,0
2163307105,493,442,Presidential Electors,Dario Hunter / Dawn Neptune Adams,,0
2163307105,493,442,Presidential Electors,Princess Khadijah Maryam Jacob-Fambro / Khadijah Maryam Jacob Sr.,Unaffiliated,0
2163307105,493,442,Presidential Electors,Alyson Kennedy / Malcolm Jarrett,,0
2163307105,493,442,Presidential Electors,Joseph Kishore / Norissa Santa Cruz,,0
2163307105,493,442,Presidential Electors,Kyle Kenley Kopitke / Nathan Re Vo Sorenson,,0
2163307105,493,442,Presidential Electors,Gloria La Riva / Sunil Freeman,,0
2163307105,493,442,Presidential Electors,Joe McHugh / Elizabeth Storm,Unaffiliated,0
2163307105,493,442,Presidential Electors,Brock Pierce / Karla Ballard,Unaffiliated,0
2163307105,493,442,Presidential Electors,"Jordan ""Cancer"" Scott / Jennifer Tepool",Unaffiliated,0
2163307105,493,442,Presidential Electors,Kanye West / Michelle Tidball,Unaffiliated,2
2163307105,493,442,Presidential Electors,Kasey Wells / Rachel Wells (Write-in),,0
2163307105,493,442,Presidential Electors,Todd Cella / Timothy Bryan Cella (Write-in),,0
2163307105,493,442,Presidential Electors,Tom Hoefling / Andy Prior (Write-in),,0
2163307106,1088,1006,Presidential Electors,Joseph R. Biden / Kamala D. Harris,Democratic,789
2163307106,1088,1006,Presidential Electors,Donald J. Trump / Michael R. Pence,Republican,189
2163307106,1088,1006,Presidential Electors,Don Blankenship / William Mohr,Constitution,2
2163307106,1088,1006,Presidential Electors,Bill Hammons / Eric Bodenstab,Unity,1
2163307106,1088,1006,Presidential Electors,Howie Hawkins / Angela Nicole Walker,Green,2
2163307106,1088,1006,Presidential Electors,Blake Huber / Frank Atwood,Approval,0
2163307106,1088,1006,Presidential Electors,"Jo Jorgensen / Jeremy ""Spike"" Cohen",Libertarian,11
2163307106,1088,1006,Presidential Electors,Brian Carroll / Amar Patel,,0
2163307106,1088,1006,Presidential Electors,Mark Charles / Adrian Wallace,Unaffiliated,1
2163307106,1088,1006,Presidential Electors,Phil Collins / Billy Joe Parker,,0
2163307106,1088,1006,Presidential Electors,"Roque ""Rocky"" De La Fuente / Darcy G. Richardson",,0
2163307106,1088,1006,Presidential Electors,Dario Hunter / Dawn Neptune Adams,,0
2163307106,1088,1006,Presidential Electors,Princess Khadijah Maryam Jacob-Fambro / Khadijah Maryam Jacob Sr.,Unaffiliated,0
2163307106,1088,1006,Presidential Electors,Alyson Kennedy / Malcolm Jarrett,,0
2163307106,1088,1006,Presidential Electors,Joseph Kishore / Norissa Santa Cruz,,0
2163307106,1088,1006,Presidential Electors,Kyle Kenley Kopitke / Nathan Re Vo Sorenson,,0
2163307106,1088,1006,Presidential Electors,Gloria La Riva / Sunil Freeman,,0
2163307106,1088,1006,Presidential Electors,Joe McHugh / Elizabeth Storm,Unaffiliated,0
2163307106,1088,1006,Presidential Electors,Brock Pierce / Karla Ballard,Unaffiliated,0
2163307106,1088,1006,Presidential Electors,"Jordan ""Cancer"" Scott / Jennifer Tepool",Unaffiliated,0
2163307106,1088,1006,Presidential Electors,Kanye West / Michelle Tidball,Unaffiliated,5
2163307106,1088,1006,Presidential Electors,Kasey Wells / Rachel Wells (Write-in),,0
2163307106,1088,1006,Presidential Electors,Todd Cella / Timothy Bryan Cella (Write-in),,0
2163307106,1088,1006,Presidential Electors,Tom Hoefling / Andy Prior (Write-in),,0
2163307107,1056,963,Presidential Electors,Joseph R. Biden / Kamala D. Harris,Democratic,728
2163307107,1056,963,Presidential Electors,Donald J. Trump / Michael R. Pence,Republican,206
2163307107,1056,963,Presidential Electors,Don Blankenship / William Mohr,Constitution,0
2163307107,1056,963,Presidential Electors,Bill Hammons / Eric Bodenstab,Unity,0
2163307107,1056,963,Presidential Electors,Howie Hawkins / Angela Nicole Walker,Green,0
2163307107,1056,963,Presidential Electors,Blake Huber / Frank Atwood,Approval,0
2163307107,1056,963,Presidential Electors,"Jo Jorgensen / Jeremy ""Spike"" Cohen",Libertarian,15
2163307107,1056,963,Presidential Electors,Brian Carroll / Amar Patel,,1
2163307107,1056,963,Presidential Electors,Mark Charles / Adrian Wallace,Unaffiliated,0
2163307107,1056,963,Presidential Electors,Phil Collins / Billy Joe Parker,,0
2163307107,1056,963,Presidential Electors,"Roque ""Rocky"" De La Fuente / Darcy G. Richardson",,0
2163307107,1056,963,Presidential Electors,Dario Hunter / Dawn Neptune Adams,,0
2163307107,1056,963,Presidential Electors,Princess Khadijah Maryam Jacob-Fambro / Khadijah Maryam Jacob Sr.,Unaffiliated,0
2163307107,1056,963,Presidential Electors,Alyson Kennedy / Malcolm Jarrett,,0
2163307107,1056,963,Presidential Electors,Joseph Kishore / Norissa Santa Cruz,,0
2163307107,1056,963,Presidential Electors,Kyle Kenley Kopitke / Nathan Re Vo Sorenson,,0
2163307107,1056,963,Presidential Electors,Gloria La Riva / Sunil Freeman,,1
2163307107,1056,963,Presidential Electors,Joe McHugh / Elizabeth Storm,Unaffiliated,0
2163307107,1056,963,Presidential Electors,Brock Pierce / Karla Ballard,Unaffiliated,0
2163307107,1056,963,Presidential Electors,"Jordan ""Cancer"" Scott / Jennifer Tepool",Unaffiliated,0
2163307107,1056,963,Presidential Electors,Kanye West / Michelle Tidball,Unaffiliated,5
2163307107,1056,963,Presidential Electors,Kasey Wells / Rachel Wells (Write-in),,0
2163307107,1056,963,Presidential Electors,Todd Cella / Timothy Bryan Cella (Write-in),,0
2163307107,1056,963,Presidential Electors,Tom Hoefling / Andy Prior (Write-in),,0
2171207200,664,621,Presidential Electors,Joseph R. Biden / Kamala D. Harris,Democratic,458
2171207200,664,621,Presidential Electors,Donald J. Trump / Michael R. Pence,Republican,143
2171207200,664,621,Presidential Electors,Don Blankenship / William Mohr,Constitution,0
2171207200,664,621,Presidential Electors,Bill Hammons / Eric Bodenstab,Unity,0
2171207200,664,621,Presidential Electors,Howie Hawkins / Angela Nicole Walker,Green,2
2171207200,664,621,Presidential Electors,Blake Huber / Frank Atwood,Approval,0
2171207200,664,621,Presidential Electors,"Jo Jorgensen / Jeremy ""Spike"" Cohen",Libertarian,7
2171207200,664,621,Presidential Electors,Brian Carroll / Amar Patel,,0
2171207200,664,621,Presidential Electors,Mark Charles / Adrian Wallace,Unaffiliated,0
2171207200,664,621,Presidential Electors,Phil Collins / Billy Joe Parker,,0
2171207200,664,621,Presidential Electors,"Roque ""Rocky"" De La Fuente / Darcy G. Richardson",,0
2171207200,664,621,Presidential Electors,Dario Hunter / Dawn Neptune Adams,,0
2171207200,664,621,Presidential Electors,Princess Khadijah Maryam Jacob-Fambro / Khadijah Maryam Jacob Sr.,Unaffiliated,0
2171207200,664,621,Presidential Electors,Alyson Kennedy / Malcolm Jarrett,,0
2171207200,664,621,Presidential Electors,Joseph Kishore / Norissa Santa Cruz,,0
2171207200,664,621,Presidential Electors,Kyle Kenley Kopitke / Nathan Re Vo Sorenson,,0
2171207200,664,621,Presidential Electors,Gloria La Riva / Sunil Freeman,,0
2171207200,664,621,Presidential Electors,Joe McHugh / Elizabeth Storm,Unaffiliated,0
2171207200,664,621,Presidential Electors,Brock Pierce / Karla Ballard,Unaffiliated,0
2171207200,664,621,Presidential Electors,"Jordan ""Cancer"" Scott / Jennifer Tepool",Unaffiliated,0
2171207200,664,621,Presidential Electors,Kanye West / Michelle Tidball,Unaffiliated,0
2171207200,664,621,Presidential Electors,Kasey Wells / Rachel Wells (Write-in),,0
2171207200,664,621,Presidential Electors,Todd Cella / Timothy Bryan Cella (Write-in),,0
2171207200,664,621,Presidential Electors,Tom Hoefling / Andy Prior (Write-in),,0
2171207201,712,662,Presidential Electors,Joseph R. Biden / Kamala D. Harris,Democratic,530
2171207201,712,662,Presidential Electors,Donald J. Trump / Michael R. Pence,Republican,116
2171207201,712,662,Presidential Electors,Don Blankenship / William Mohr,Constitution,1
2171207201,712,662,Presidential Electors,Bill Hammons / Eric Bodenstab,Unity,0
2171207201,712,662,Presidential Electors,Howie Hawkins / Angela Nicole Walker,Green,1
2171207201,712,662,Presidential Electors,Blake Huber / Frank Atwood,Approval,0
2171207201,712,662,Presidential Electors,"Jo Jorgensen / Jeremy ""Spike"" Cohen",Libertarian,4
2171207201,712,662,Presidential Electors,Brian Carroll / Amar Patel,,0
2171207201,712,662,Presidential Electors,Mark Charles / Adrian Wallace,Unaffiliated,0
2171207201,712,662,Presidential Electors,Phil Collins / Billy Joe Parker,,0
2171207201,712,662,Presidential Electors,"Roque ""Rocky"" De La Fuente / Darcy G. Richardson",,0
2171207201,712,662,Presidential Electors,Dario Hunter / Dawn Neptune Adams,,0
2171207201,712,662,Presidential Electors,Princess Khadijah Maryam Jacob-Fambro / Khadijah Maryam Jacob Sr.,Unaffiliated,0
2171207201,712,662,Presidential Electors,Alyson Kennedy / Malcolm Jarrett,,0
2171207201,712,662,Presidential Electors,Joseph Kishore / Norissa Santa Cruz,,0
2171207201,712,662,Presidential Electors,Kyle Kenley Kopitke / Nathan Re Vo Sorenson,,1
2171207201,712,662,Presidential Electors,Gloria La Riva / Sunil Freeman,,3
2171207201,712,662,Presidential Electors,Joe McHugh / Elizabeth Storm,Unaffiliated,1
2171207201,712,662,Presidential Electors,Brock Pierce / Karla Ballard,Unaffiliated,0
2171207201,712,662,Presidential Electors,"Jordan ""Cancer"" Scott / Jennifer Tepool",Unaffiliated,0
2171207201,712,662,Presidential Electors,Kanye West / Michelle Tidball,Unaffiliated,1
2171207201,712,662,Presidential Electors,Kasey Wells / Rachel Wells (Write-in),,0
2171207201,712,662,Presidential Electors,Todd Cella / Timothy Bryan Cella (Write-in),,0
2171207201,712,662,Presidential Electors,Tom Hoefling / Andy Prior (Write-in),,0
2171207202,1151,1067,Presidential Electors,Joseph R. Biden / Kamala D. Harris,Democratic,783
2171207202,1151,1067,Presidential Electors,Donald J. Trump / Michael R. Pence,Republican,255
2171207202,1151,1067,Presidential Electors,Don Blankenship / William Mohr,Constitution,0
2171207202,1151,1067,Presidential Electors,Bill Hammons / Eric Bodenstab,Unity,0
2171207202,1151,1067,Presidential Electors,Howie Hawkins / Angela Nicole Walker,Green,6
2171207202,1151,1067,Presidential Electors,Blake Huber / Frank Atwood,Approval,0
2171207202,1151,1067,Presidential Electors,"Jo Jorgensen / Jeremy ""Spike"" Cohen",Libertarian,6
2171207202,1151,1067,Presidential Electors,Brian Carroll / Amar Patel,,0
2171207202,1151,1067,Presidential Electors,Mark Charles / Adrian Wallace,Unaffiliated,0
2171207202,1151,1067,Presidential Electors,Phil Collins / Billy Joe Parker,,0
2171207202,1151,1067,Presidential Electors,"Roque ""Rocky"" De La Fuente / Darcy G. Richardson",,0
2171207202,1151,1067,Presidential Electors,Dario Hunter / Dawn Neptune Adams,,0
2171207202,1151,1067,Presidential Electors,Princess Khadijah Maryam Jacob-Fambro / Khadijah Maryam Jacob Sr.,Unaffiliated,0
2171207202,1151,1067,Presidential Electors,Alyson Kennedy / Malcolm Jarrett,,0
2171207202,1151,1067,Presidential Electors,Joseph Kishore / Norissa Santa Cruz,,0
2171207202,1151,1067,Presidential Electors,Kyle Kenley Kopitke / Nathan Re Vo Sorenson,,0
2171207202,1151,1067,Presidential Electors,Gloria La Riva / Sunil Freeman,,0
2171207202,1151,1067,Presidential Electors,Joe McHugh / Elizabeth Storm,Unaffiliated,0
2171207202,1151,1067,Presidential Electors,Brock Pierce / Karla Ballard,Unaffiliated,1
2171207202,1151,1067,Presidential Electors,"Jordan ""Cancer"" Scott / Jennifer Tepool",Unaffiliated,0
2171207202,1151,1067,Presidential Electors,Kanye West / Michelle Tidball,Unaffiliated,0
2171207202,1151,1067,Presidential Electors,Kasey Wells / Rachel Wells (Write-in),,0
2171207202,1151,1067,Presidential Electors,Todd Cella / Timothy Bryan Cella (Write-in),,0
2171207202,1151,1067,Presidential Electors,Tom Hoefling / Andy Prior (Write-in),,0
2171207203,1034,976,Presidential Electors,Joseph R. Biden / Kamala D. Harris,Democratic,784
2171207203,1034,976,Presidential Electors,Donald J. Trump / Michael R. Pence,Republican,176
2171207203,1034,976,Presidential Electors,Don Blankenship / William Mohr,Constitution,0
2171207203,1034,976,Presidential Electors,Bill Hammons / Eric Bodenstab,Unity,0
2171207203,1034,976,Presidential Electors,Howie Hawkins / Angela Nicole Walker,Green,1
2171207203,1034,976,Presidential Electors,Blake Huber / Frank Atwood,Approval,0
2171207203,1034,976,Presidential Electors,"Jo Jorgensen / Jeremy ""Spike"" Cohen",Libertarian,8
2171207203,1034,976,Presidential Electors,Brian Carroll / Amar Patel,,0
2171207203,1034,976,Presidential Electors,Mark Charles / Adrian Wallace,Unaffiliated,0
2171207203,1034,976,Presidential Electors,Phil Collins / Billy Joe Parker,,0
2171207203,1034,976,Presidential Electors,"Roque ""Rocky"" De La Fuente / Darcy G. Richardson",,0
2171207203,1034,976,Presidential Electors,Dario Hunter / Dawn Neptune Adams,,0
2171207203,1034,976,Presidential Electors,Princess Khadijah Maryam Jacob-Fambro / Khadijah Maryam Jacob Sr.,Unaffiliated,0
2171207203,1034,976,Presidential Electors,Alyson Kennedy / Malcolm Jarrett,,0
2171207203,1034,976,Presidential Electors,Joseph Kishore / Norissa Santa Cruz,,1
2171207203,1034,976,Presidential Electors,Kyle Kenley Kopitke / Nathan Re Vo Sorenson,,1
2171207203,1034,976,Presidential Electors,Gloria La Riva / Sunil Freeman,,0
2171207203,1034,976,Presidential Electors,Joe McHugh / Elizabeth Storm,Unaffiliated,0
2171207203,1034,976,Presidential Electors,Brock Pierce / Karla Ballard,Unaffiliated,0
2171207203,1034,976,Presidential Electors,"Jordan ""Cancer"" Scott / Jennifer Tepool",Unaffiliated,0
2171207203,1034,976,Presidential Electors,Kanye West / Michelle Tidball,Unaffiliated,1
2171207203,1034,976,Presidential Electors,Kasey Wells / Rachel Wells (Write-in),,0
2171207203,1034,976,Presidential Electors,Todd Cella / Timothy Bryan Cella (Write-in),,0
2171207203,1034,976,Presidential Electors,Tom Hoefling / Andy Prior (Write-in),,0
2171207204,1004,953,Presidential Electors,Joseph R. Biden / Kamala D. Harris,Democratic,743
2171207204,1004,953,Presidential Electors,Donald J. Trump / Michael R. Pence,Republican,182
2171207204,1004,953,Presidential Electors,Don Blankenship / William Mohr,Constitution,0
2171207204,1004,953,Presidential Electors,Bill Hammons / Eric Bodenstab,Unity,2
2171207204,1004,953,Presidential Electors,Howie Hawkins / Angela Nicole Walker,Green,1
2171207204,1004,953,Presidential Electors,Blake Huber / Frank Atwood,Approval,0
2171207204,1004,953,Presidential Electors,"Jo Jorgensen / Jeremy ""Spike"" Cohen",Libertarian,11
2171207204,1004,953,Presidential Electors,Brian Carroll / Amar Patel,,1
2171207204,1004,953,Presidential Electors,Mark Charles / Adrian Wallace,Unaffiliated,0
2171207204,1004,953,Presidential Electors,Phil Collins / Billy Joe Parker,,0
2171207204,1004,953,Presidential Electors,"Roque ""Rocky"" De La Fuente / Darcy G. Richardson",,1
2171207204,1004,953,Presidential Electors,Dario Hunter / Dawn Neptune Adams,,0
2171207204,1004,953,Presidential Electors,Princess Khadijah Maryam Jacob-Fambro / Khadijah Maryam Jacob Sr.,Unaffiliated,0
2171207204,1004,953,Presidential Electors,Alyson Kennedy / Malcolm Jarrett,,0
2171207204,1004,953,Presidential Electors,Joseph Kishore / Norissa Santa Cruz,,0
2171207204,1004,953,Presidential Electors,Kyle Kenley Kopitke / Nathan Re Vo Sorenson,,1
2171207204,1004,953,Presidential Electors,Gloria La Riva / Sunil Freeman,,0
2171207204,1004,953,Presidential Electors,Joe McHugh / Elizabeth Storm,Unaffiliated,0
2171207204,1004,953,Presidential Electors,Brock Pierce / Karla Ballard,Unaffiliated,0
2171207204,1004,953,Presidential Electors,"Jordan ""Cancer"" Scott / Jennifer Tepool",Unaffiliated,0
2171207204,1004,953,Presidential Electors,Kanye West / Michelle Tidball,Unaffiliated,2
