Active Voters,Total Ballots,Contest Name,Choice Name,Total Votes,Party,Precinct Name
855,559,City of Boulder Council Candidates,Edward Jabari,31,,2181307868
855,559,City of Boulder Council Candidates,Cha Cha Spinrad,21,,2181307868
855,559,City of Boulder Council Candidates,Bob Yates,238,,2181307868
855,559,City of Boulder Council Candidates,Aaron Brockett,182,,2181307868
855,559,City of Boulder Council Candidates,Julianne McCabe,88,,2181307868
855,559,City of Boulder Council Candidates,Bill Rigler,94,,2181307868
855,559,City of Boulder Council Candidates,Tim Plass,132,,2181307868
855,559,City of Boulder Council Candidates,Cindy Carlisle,208,,2181307868
855,559,City of Boulder Council Candidates,Suzanne Jones,217,,2181307868
855,559,City of Boulder Council Candidates,Michael Kruteck,190,,2181307868
855,559,City of Boulder Council Candidates,Comrade Keith Percy,7,,2181307868
855,559,City of Boulder Council Candidates,Jyotsna Raj,126,,2181307868
855,559,City of Boulder Council Candidates,Jan Burton,183,,2181307868
855,559,City of Boulder Council Candidates,Don Cote,139,,2181307868
540,324,City of Boulder Council Candidates,Jared Kaszuba,11,,2181307869
540,324,City of Boulder Council Candidates,Lisa Morzel,121,,2181307869
540,324,City of Boulder Council Candidates,Leonard May,77,,2181307869
540,324,City of Boulder Council Candidates,Edward Jabari,14,,2181307869
540,324,City of Boulder Council Candidates,Cha Cha Spinrad,22,,2181307869
540,324,City of Boulder Council Candidates,Bob Yates,149,,2181307869
540,324,City of Boulder Council Candidates,Aaron Brockett,108,,2181307869
540,324,City of Boulder Council Candidates,Julianne McCabe,33,,2181307869
540,324,City of Boulder Council Candidates,Bill Rigler,65,,2181307869
540,324,City of Boulder Council Candidates,Tim Plass,96,,2181307869
540,324,City of Boulder Council Candidates,Cindy Carlisle,112,,2181307869
540,324,City of Boulder Council Candidates,Suzanne Jones,125,,2181307869
540,324,City of Boulder Council Candidates,Michael Kruteck,98,,2181307869
540,324,City of Boulder Council Candidates,Comrade Keith Percy,3,,2181307869
540,324,City of Boulder Council Candidates,Jyotsna Raj,78,,2181307869
540,324,City of Boulder Council Candidates,Jan Burton,98,,2181307869
540,324,City of Boulder Council Candidates,Don Cote,52,,2181307869
631,235,City of Boulder Council Candidates,Jared Kaszuba,27,,2181307870
631,235,City of Boulder Council Candidates,Lisa Morzel,97,,2181307870
631,235,City of Boulder Council Candidates,Leonard May,59,,2181307870
631,235,City of Boulder Council Candidates,Edward Jabari,20,,2181307870
631,235,City of Boulder Council Candidates,Cha Cha Spinrad,28,,2181307870
631,235,City of Boulder Council Candidates,Bob Yates,99,,2181307870
631,235,City of Boulder Council Candidates,Aaron Brockett,59,,2181307870
631,235,City of Boulder Council Candidates,Julianne McCabe,31,,2181307870
631,235,City of Boulder Council Candidates,Bill Rigler,41,,2181307870
631,235,City of Boulder Council Candidates,Tim Plass,54,,2181307870
631,235,City of Boulder Council Candidates,Cindy Carlisle,88,,2181307870
631,235,City of Boulder Council Candidates,Suzanne Jones,98,,2181307870
631,235,City of Boulder Council Candidates,Michael Kruteck,44,,2181307870
631,235,City of Boulder Council Candidates,Comrade Keith Percy,15,,2181307870
631,235,City of Boulder Council Candidates,Jyotsna Raj,65,,2181307870
631,235,City of Boulder Council Candidates,Jan Burton,51,,2181307870
631,235,City of Boulder Council Candidates,Don Cote,30,,2181307870
720,329,City of Boulder Council Candidates,Jared Kaszuba,27,,2181307871
720,329,City of Boulder Council Candidates,Lisa Morzel,145,,2181307871
720,329,City of Boulder Council Candidates,Leonard May,109,,2181307871
720,329,City of Boulder Council Candidates,Edward Jabari,24,,2181307871
720,329,City of Boulder Council Candidates,Cha Cha Spinrad,41,,2181307871
720,329,City of Boulder Council Candidates,Bob Yates,93,,2181307871
720,329,City of Boulder Council Candidates,Aaron Brockett,85,,2181307871
720,329,City of Boulder Council Candidates,Julianne McCabe,27,,2181307871
720,329,City of Boulder Council Candidates,Bill Rigler,63,,2181307871
720,329,City of Boulder Council Candidates,Tim Plass,71,,2181307871
720,329,City of Boulder Council Candidates,Cindy Carlisle,126,,2181307871
720,329,City of Boulder Council Candidates,Suzanne Jones,127,,2181307871
720,329,City of Boulder Council Candidates,Michael Kruteck,67,,2181307871
720,329,City of Boulder Council Candidates,Comrade Keith Percy,21,,2181307871
720,329,City of Boulder Council Candidates,Jyotsna Raj,108,,2181307871
720,329,City of Boulder Council Candidates,Jan Burton,72,,2181307871
720,329,City of Boulder Council Candidates,Don Cote,38,,2181307871
662,144,City of Boulder Council Candidates,Jared Kaszuba,10,,2181307872
662,144,City of Boulder Council Candidates,Lisa Morzel,51,,2181307872
662,144,City of Boulder Council Candidates,Leonard May,30,,2181307872
662,144,City of Boulder Council Candidates,Edward Jabari,13,,2181307872
662,144,City of Boulder Council Candidates,Cha Cha Spinrad,17,,2181307872
662,144,City of Boulder Council Candidates,Bob Yates,41,,2181307872
662,144,City of Boulder Council Candidates,Aaron Brockett,35,,2181307872
662,144,City of Boulder Council Candidates,Julianne McCabe,12,,2181307872
662,144,City of Boulder Council Candidates,Bill Rigler,24,,2181307872
662,144,City of Boulder Council Candidates,Tim Plass,28,,2181307872
662,144,City of Boulder Council Candidates,Cindy Carlisle,39,,2181307872
662,144,City of Boulder Council Candidates,Suzanne Jones,55,,2181307872
662,144,City of Boulder Council Candidates,Michael Kruteck,28,,2181307872
662,144,City of Boulder Council Candidates,Comrade Keith Percy,5,,2181307872
662,144,City of Boulder Council Candidates,Jyotsna Raj,31,,2181307872
662,144,City of Boulder Council Candidates,Jan Burton,24,,2181307872
662,144,City of Boulder Council Candidates,Don Cote,16,,2181307872
439,299,City of Boulder Council Candidates,Jared Kaszuba,4,,2181307873
439,299,City of Boulder Council Candidates,Lisa Morzel,73,,2181307873
439,299,City of Boulder Council Candidates,Leonard May,70,,2181307873
439,299,City of Boulder Council Candidates,Edward Jabari,10,,2181307873
439,299,City of Boulder Council Candidates,Cha Cha Spinrad,7,,2181307873
439,299,City of Boulder Council Candidates,Bob Yates,137,,2181307873
439,299,City of Boulder Council Candidates,Aaron Brockett,125,,2181307873
439,299,City of Boulder Council Candidates,Julianne McCabe,33,,2181307873
439,299,City of Boulder Council Candidates,Bill Rigler,59,,2181307873
439,299,City of Boulder Council Candidates,Tim Plass,73,,2181307873
439,299,City of Boulder Council Candidates,Cindy Carlisle,78,,2181307873
439,299,City of Boulder Council Candidates,Suzanne Jones,74,,2181307873
439,299,City of Boulder Council Candidates,Michael Kruteck,110,,2181307873
439,299,City of Boulder Council Candidates,Comrade Keith Percy,2,,2181307873
439,299,City of Boulder Council Candidates,Jyotsna Raj,73,,2181307873
439,299,City of Boulder Council Candidates,Jan Burton,131,,2181307873
439,299,City of Boulder Council Candidates,Don Cote,60,,2181307873
967,538,City of Boulder Council Candidates,Jared Kaszuba,14,,2181307874
967,538,City of Boulder Council Candidates,Lisa Morzel,147,,2181307874
967,538,City of Boulder Council Candidates,Leonard May,99,,2181307874
967,538,City of Boulder Council Candidates,Edward Jabari,30,,2181307874
967,538,City of Boulder Council Candidates,Cha Cha Spinrad,27,,2181307874
967,538,City of Boulder Council Candidates,Bob Yates,305,,2181307874
967,538,City of Boulder Council Candidates,Aaron Brockett,204,,2181307874
967,538,City of Boulder Council Candidates,Julianne McCabe,80,,2181307874
967,538,City of Boulder Council Candidates,Bill Rigler,116,,2181307874
967,538,City of Boulder Council Candidates,Tim Plass,157,,2181307874
967,538,City of Boulder Council Candidates,Cindy Carlisle,142,,2181307874
967,538,City of Boulder Council Candidates,Suzanne Jones,157,,2181307874
967,538,City of Boulder Council Candidates,Michael Kruteck,196,,2181307874
967,538,City of Boulder Council Candidates,Comrade Keith Percy,10,,2181307874
967,538,City of Boulder Council Candidates,Jyotsna Raj,124,,2181307874
967,538,City of Boulder Council Candidates,Jan Burton,242,,2181307874
967,538,City of Boulder Council Candidates,Don Cote,123,,2181307874
470,63,City of Boulder Council Candidates,Jared Kaszuba,4,,2181307875
470,63,City of Boulder Council Candidates,Lisa Morzel,25,,2181307875
470,63,City of Boulder Council Candidates,Leonard May,16,,2181307875
470,63,City of Boulder Council Candidates,Edward Jabari,4,,2181307875
470,63,City of Boulder Council Candidates,Cha Cha Spinrad,3,,2181307875
470,63,City of Boulder Council Candidates,Bob Yates,18,,2181307875
470,63,City of Boulder Council Candidates,Aaron Brockett,7,,2181307875
470,63,City of Boulder Council Candidates,Julianne McCabe,4,,2181307875
470,63,City of Boulder Council Candidates,Bill Rigler,9,,2181307875
470,63,City of Boulder Council Candidates,Tim Plass,9,,2181307875
470,63,City of Boulder Council Candidates,Cindy Carlisle,21,,2181307875
470,63,City of Boulder Council Candidates,Suzanne Jones,24,,2181307875
470,63,City of Boulder Council Candidates,Michael Kruteck,16,,2181307875
470,63,City of Boulder Council Candidates,Comrade Keith Percy,2,,2181307875
470,63,City of Boulder Council Candidates,Jyotsna Raj,17,,2181307875
470,63,City of Boulder Council Candidates,Jan Burton,9,,2181307875
470,63,City of Boulder Council Candidates,Don Cote,10,,2181307875
474,38,City of Boulder Council Candidates,Jared Kaszuba,5,,2181307876
474,38,City of Boulder Council Candidates,Lisa Morzel,13,,2181307876
474,38,City of Boulder Council Candidates,Leonard May,7,,2181307876
474,38,City of Boulder Council Candidates,Edward Jabari,2,,2181307876
474,38,City of Boulder Council Candidates,Cha Cha Spinrad,6,,2181307876
474,38,City of Boulder Council Candidates,Bob Yates,10,,2181307876
474,38,City of Boulder Council Candidates,Aaron Brockett,10,,2181307876
474,38,City of Boulder Council Candidates,Julianne McCabe,3,,2181307876
474,38,City of Boulder Council Candidates,Bill Rigler,3,,2181307876
474,38,City of Boulder Council Candidates,Tim Plass,8,,2181307876
474,38,City of Boulder Council Candidates,Cindy Carlisle,8,,2181307876
474,38,City of Boulder Council Candidates,Suzanne Jones,12,,2181307876
474,38,City of Boulder Council Candidates,Michael Kruteck,4,,2181307876
474,38,City of Boulder Council Candidates,Comrade Keith Percy,6,,2181307876
474,38,City of Boulder Council Candidates,Jyotsna Raj,6,,2181307876
474,38,City of Boulder Council Candidates,Jan Burton,8,,2181307876
474,38,City of Boulder Council Candidates,Don Cote,1,,2181307876
668,319,City of Boulder Council Candidates,Jared Kaszuba,16,,2181307877
668,319,City of Boulder Council Candidates,Lisa Morzel,103,,2181307877
668,319,City of Boulder Council Candidates,Leonard May,83,,2181307877
668,319,City of Boulder Council Candidates,Edward Jabari,17,,2181307877
668,319,City of Boulder Council Candidates,Cha Cha Spinrad,18,,2181307877
668,319,City of Boulder Council Candidates,Bob Yates,153,,2181307877
668,319,City of Boulder Council Candidates,Aaron Brockett,111,,2181307877
668,319,City of Boulder Council Candidates,Julianne McCabe,56,,2181307877
668,319,City of Boulder Council Candidates,Bill Rigler,59,,2181307877
668,319,City of Boulder Council Candidates,Tim Plass,92,,2181307877
668,319,City of Boulder Council Candidates,Cindy Carlisle,96,,2181307877
668,319,City of Boulder Council Candidates,Suzanne Jones,109,,2181307877
668,319,City of Boulder Council Candidates,Michael Kruteck,118,,2181307877
668,319,City of Boulder Council Candidates,Comrade Keith Percy,6,,2181307877
668,319,City of Boulder Council Candidates,Jyotsna Raj,60,,2181307877
668,319,City of Boulder Council Candidates,Jan Burton,114,,2181307877
668,319,City of Boulder Council Candidates,Don Cote,70,,2181307877
577,235,City of Boulder Council Candidates,Jared Kaszuba,8,,2181307878
577,235,City of Boulder Council Candidates,Lisa Morzel,84,,2181307878
577,235,City of Boulder Council Candidates,Leonard May,72,,2181307878
577,235,City of Boulder Council Candidates,Edward Jabari,11,,2181307878
577,235,City of Boulder Council Candidates,Cha Cha Spinrad,8,,2181307878
577,235,City of Boulder Council Candidates,Bob Yates,100,,2181307878
577,235,City of Boulder Council Candidates,Aaron Brockett,89,,2181307878
577,235,City of Boulder Council Candidates,Julianne McCabe,25,,2181307878
577,235,City of Boulder Council Candidates,Bill Rigler,53,,2181307878
577,235,City of Boulder Council Candidates,Tim Plass,71,,2181307878
577,235,City of Boulder Council Candidates,Cindy Carlisle,70,,2181307878
577,235,City of Boulder Council Candidates,Suzanne Jones,118,,2181307878
577,235,City of Boulder Council Candidates,Michael Kruteck,68,,2181307878
577,235,City of Boulder Council Candidates,Comrade Keith Percy,10,,2181307878
577,235,City of Boulder Council Candidates,Jyotsna Raj,46,,2181307878
577,235,City of Boulder Council Candidates,Jan Burton,88,,2181307878
577,235,City of Boulder Council Candidates,Don Cote,33,,2181307878
603,217,City of Boulder Council Candidates,Jared Kaszuba,5,,2181307879
603,217,City of Boulder Council Candidates,Lisa Morzel,80,,2181307879
603,217,City of Boulder Council Candidates,Leonard May,46,,2181307879
603,217,City of Boulder Council Candidates,Edward Jabari,9,,2181307879
603,217,City of Boulder Council Candidates,Cha Cha Spinrad,27,,2181307879
603,217,City of Boulder Council Candidates,Bob Yates,90,,2181307879
603,217,City of Boulder Council Candidates,Aaron Brockett,69,,2181307879
603,217,City of Boulder Council Candidates,Julianne McCabe,32,,2181307879
603,217,City of Boulder Council Candidates,Bill Rigler,38,,2181307879
603,217,City of Boulder Council Candidates,Tim Plass,66,,2181307879
603,217,City of Boulder Council Candidates,Cindy Carlisle,59,,2181307879
603,217,City of Boulder Council Candidates,Suzanne Jones,96,,2181307879
603,217,City of Boulder Council Candidates,Michael Kruteck,52,,2181307879
603,217,City of Boulder Council Candidates,Comrade Keith Percy,14,,2181307879
603,217,City of Boulder Council Candidates,Jyotsna Raj,45,,2181307879
603,217,City of Boulder Council Candidates,Jan Burton,49,,2181307879
603,217,City of Boulder Council Candidates,Don Cote,27,,2181307879
660,97,City of Boulder Council Candidates,Jared Kaszuba,4,,2181307880
660,97,City of Boulder Council Candidates,Lisa Morzel,35,,2181307880
660,97,City of Boulder Council Candidates,Leonard May,18,,2181307880
660,97,City of Boulder Council Candidates,Edward Jabari,9,,2181307880
660,97,City of Boulder Council Candidates,Cha Cha Spinrad,8,,2181307880
660,97,City of Boulder Council Candidates,Bob Yates,35,,2181307880
660,97,City of Boulder Council Candidates,Aaron Brockett,16,,2181307880
660,97,City of Boulder Council Candidates,Julianne McCabe,10,,2181307880
660,97,City of Boulder Council Candidates,Bill Rigler,14,,2181307880
660,97,City of Boulder Council Candidates,Tim Plass,23,,2181307880
660,97,City of Boulder Council Candidates,Cindy Carlisle,28,,2181307880
660,97,City of Boulder Council Candidates,Suzanne Jones,31,,2181307880
660,97,City of Boulder Council Candidates,Michael Kruteck,19,,2181307880
660,97,City of Boulder Council Candidates,Comrade Keith Percy,2,,2181307880
660,97,City of Boulder Council Candidates,Jyotsna Raj,23,,2181307880
660,97,City of Boulder Council Candidates,Jan Burton,23,,2181307880
660,97,City of Boulder Council Candidates,Don Cote,14,,2181307880
563,277,City of Boulder Council Candidates,Jared Kaszuba,15,,2181307881
563,277,City of Boulder Council Candidates,Lisa Morzel,111,,2181307881
563,277,City of Boulder Council Candidates,Leonard May,62,,2181307881
563,277,City of Boulder Council Candidates,Edward Jabari,9,,2181307881
563,277,City of Boulder Council Candidates,Cha Cha Spinrad,24,,2181307881
563,277,City of Boulder Council Candidates,Bob Yates,106,,2181307881
563,277,City of Boulder Council Candidates,Aaron Brockett,85,,2181307881
563,277,City of Boulder Council Candidates,Julianne McCabe,39,,2181307881
563,277,City of Boulder Council Candidates,Bill Rigler,60,,2181307881
563,277,City of Boulder Council Candidates,Tim Plass,78,,2181307881
563,277,City of Boulder Council Candidates,Cindy Carlisle,73,,2181307881
563,277,City of Boulder Council Candidates,Suzanne Jones,119,,2181307881
563,277,City of Boulder Council Candidates,Michael Kruteck,85,,2181307881
563,277,City of Boulder Council Candidates,Comrade Keith Percy,10,,2181307881
563,277,City of Boulder Council Candidates,Jyotsna Raj,60,,2181307881
563,277,City of Boulder Council Candidates,Jan Burton,80,,2181307881
563,277,City of Boulder Council Candidates,Don Cote,40,,2181307881
621,380,City of Boulder Council Candidates,Jared Kaszuba,12,,2181307882
621,380,City of Boulder Council Candidates,Lisa Morzel,99,,2181307882
621,380,City of Boulder Council Candidates,Leonard May,83,,2181307882
621,380,City of Boulder Council Candidates,Edward Jabari,27,,2181307882
621,380,City of Boulder Council Candidates,Cha Cha Spinrad,28,,2181307882
621,380,City of Boulder Council Candidates,Bob Yates,169,,2181307882
621,380,City of Boulder Council Candidates,Aaron Brockett,166,,2181307882
621,380,City of Boulder Council Candidates,Julianne McCabe,52,,2181307882
621,380,City of Boulder Council Candidates,Bill Rigler,72,,2181307882
621,380,City of Boulder Council Candidates,Tim Plass,123,,2181307882
621,380,City of Boulder Council Candidates,Cindy Carlisle,122,,2181307882
621,380,City of Boulder Council Candidates,Suzanne Jones,123,,2181307882
621,380,City of Boulder Council Candidates,Michael Kruteck,117,,2181307882
621,380,City of Boulder Council Candidates,Comrade Keith Percy,15,,2181307882
621,380,City of Boulder Council Candidates,Jyotsna Raj,89,,2181307882
621,380,City of Boulder Council Candidates,Jan Burton,142,,2181307882
621,380,City of Boulder Council Candidates,Don Cote,70,,2181307882
741,405,City of Boulder Council Candidates,Jared Kaszuba,12,,2181307883
741,405,City of Boulder Council Candidates,Lisa Morzel,163,,2181307883
741,405,City of Boulder Council Candidates,Leonard May,108,,2181307883
741,405,City of Boulder Council Candidates,Edward Jabari,18,,2181307883
741,405,City of Boulder Council Candidates,Cha Cha Spinrad,16,,2181307883
741,405,City of Boulder Council Candidates,Bob Yates,172,,2181307883
741,405,City of Boulder Council Candidates,Aaron Brockett,174,,2181307883
741,405,City of Boulder Council Candidates,Julianne McCabe,47,,2181307883
741,405,City of Boulder Council Candidates,Bill Rigler,100,,2181307883
741,405,City of Boulder Council Candidates,Tim Plass,174,,2181307883
741,405,City of Boulder Council Candidates,Cindy Carlisle,121,,2181307883
741,405,City of Boulder Council Candidates,Suzanne Jones,179,,2181307883
741,405,City of Boulder Council Candidates,Michael Kruteck,113,,2181307883
741,405,City of Boulder Council Candidates,Comrade Keith Percy,6,,2181307883
741,405,City of Boulder Council Candidates,Jyotsna Raj,85,,2181307883
741,405,City of Boulder Council Candidates,Jan Burton,114,,2181307883
741,405,City of Boulder Council Candidates,Don Cote,58,,2181307883
830,338,City of Boulder Council Candidates,Jared Kaszuba,27,,2181307884
830,338,City of Boulder Council Candidates,Lisa Morzel,113,,2181307884
830,338,City of Boulder Council Candidates,Leonard May,73,,2181307884
830,338,City of Boulder Council Candidates,Edward Jabari,13,,2181307884
830,338,City of Boulder Council Candidates,Cha Cha Spinrad,32,,2181307884
830,338,City of Boulder Council Candidates,Bob Yates,146,,2181307884
830,338,City of Boulder Council Candidates,Aaron Brockett,145,,2181307884
830,338,City of Boulder Council Candidates,Julianne McCabe,37,,2181307884
830,338,City of Boulder Council Candidates,Bill Rigler,78,,2181307884
830,338,City of Boulder Council Candidates,Tim Plass,116,,2181307884
830,338,City of Boulder Council Candidates,Cindy Carlisle,90,,2181307884
830,338,City of Boulder Council Candidates,Suzanne Jones,121,,2181307884
830,338,City of Boulder Council Candidates,Michael Kruteck,87,,2181307884
830,338,City of Boulder Council Candidates,Comrade Keith Percy,14,,2181307884
830,338,City of Boulder Council Candidates,Jyotsna Raj,63,,2181307884
830,338,City of Boulder Council Candidates,Jan Burton,121,,2181307884
830,338,City of Boulder Council Candidates,Don Cote,57,,2181307884
558,300,City of Boulder Council Candidates,Jared Kaszuba,16,,2181307885
558,300,City of Boulder Council Candidates,Lisa Morzel,117,,2181307885
558,300,City of Boulder Council Candidates,Leonard May,79,,2181307885
558,300,City of Boulder Council Candidates,Edward Jabari,15,,2181307885
558,300,City of Boulder Council Candidates,Cha Cha Spinrad,16,,2181307885
558,300,City of Boulder Council Candidates,Bob Yates,141,,2181307885
558,300,City of Boulder Council Candidates,Aaron Brockett,105,,2181307885
558,300,City of Boulder Council Candidates,Julianne McCabe,34,,2181307885
558,300,City of Boulder Council Candidates,Bill Rigler,62,,2181307885
558,300,City of Boulder Council Candidates,Tim Plass,91,,2181307885
558,300,City of Boulder Council Candidates,Cindy Carlisle,102,,2181307885
558,300,City of Boulder Council Candidates,Suzanne Jones,118,,2181307885
558,300,City of Boulder Council Candidates,Michael Kruteck,99,,2181307885
558,300,City of Boulder Council Candidates,Comrade Keith Percy,9,,2181307885
558,300,City of Boulder Council Candidates,Jyotsna Raj,76,,2181307885
558,300,City of Boulder Council Candidates,Jan Burton,94,,2181307885
558,300,City of Boulder Council Candidates,Don Cote,55,,2181307885
774,466,City of Boulder Council Candidates,Jared Kaszuba,18,,2181307886
774,466,City of Boulder Council Candidates,Lisa Morzel,145,,2181307886
774,466,City of Boulder Council Candidates,Leonard May,134,,2181307886
774,466,City of Boulder Council Candidates,Edward Jabari,26,,2181307886
774,466,City of Boulder Council Candidates,Cha Cha Spinrad,21,,2181307886
774,466,City of Boulder Council Candidates,Bob Yates,241,,2181307886
774,466,City of Boulder Council Candidates,Aaron Brockett,181,,2181307886
774,466,City of Boulder Council Candidates,Julianne McCabe,61,,2181307886
774,466,City of Boulder Council Candidates,Bill Rigler,94,,2181307886
774,466,City of Boulder Council Candidates,Tim Plass,161,,2181307886
774,466,City of Boulder Council Candidates,Cindy Carlisle,101,,2181307886
774,466,City of Boulder Council Candidates,Suzanne Jones,160,,2181307886
774,466,City of Boulder Council Candidates,Michael Kruteck,175,,2181307886
774,466,City of Boulder Council Candidates,Comrade Keith Percy,6,,2181307886
774,466,City of Boulder Council Candidates,Jyotsna Raj,90,,2181307886
774,466,City of Boulder Council Candidates,Jan Burton,163,,2181307886
774,466,City of Boulder Council Candidates,Don Cote,76,,2181307886
946,583,City of Boulder Council Candidates,Jared Kaszuba,13,,2181307887
946,583,City of Boulder Council Candidates,Lisa Morzel,186,,2181307887
946,583,City of Boulder Council Candidates,Leonard May,126,,2181307887
946,583,City of Boulder Council Candidates,Edward Jabari,20,,2181307887
946,583,City of Boulder Council Candidates,Cha Cha Spinrad,31,,2181307887
946,583,City of Boulder Council Candidates,Bob Yates,286,,2181307887
946,583,City of Boulder Council Candidates,Aaron Brockett,244,,2181307887
946,583,City of Boulder Council Candidates,Julianne McCabe,67,,2181307887
946,583,City of Boulder Council Candidates,Bill Rigler,132,,2181307887
946,583,City of Boulder Council Candidates,Tim Plass,175,,2181307887
946,583,City of Boulder Council Candidates,Cindy Carlisle,141,,2181307887
946,583,City of Boulder Council Candidates,Suzanne Jones,207,,2181307887
946,583,City of Boulder Council Candidates,Michael Kruteck,244,,2181307887
946,583,City of Boulder Council Candidates,Comrade Keith Percy,5,,2181307887
946,583,City of Boulder Council Candidates,Jyotsna Raj,127,,2181307887
946,583,City of Boulder Council Candidates,Jan Burton,238,,2181307887
946,583,City of Boulder Council Candidates,Don Cote,125,,2181307887
824,542,City of Boulder Council Candidates,Jared Kaszuba,24,,2181307888
824,542,City of Boulder Council Candidates,Lisa Morzel,198,,2181307888
824,542,City of Boulder Council Candidates,Leonard May,139,,2181307888
824,542,City of Boulder Council Candidates,Edward Jabari,18,,2181307888
824,542,City of Boulder Council Candidates,Cha Cha Spinrad,22,,2181307888
824,542,City of Boulder Council Candidates,Bob Yates,279,,2181307888
824,542,City of Boulder Council Candidates,Aaron Brockett,187,,2181307888
824,542,City of Boulder Council Candidates,Julianne McCabe,88,,2181307888
824,542,City of Boulder Council Candidates,Bill Rigler,95,,2181307888
824,542,City of Boulder Council Candidates,Tim Plass,156,,2181307888
824,542,City of Boulder Council Candidates,Cindy Carlisle,191,,2181307888
824,542,City of Boulder Council Candidates,Suzanne Jones,208,,2181307888
824,542,City of Boulder Council Candidates,Michael Kruteck,204,,2181307888
824,542,City of Boulder Council Candidates,Comrade Keith Percy,4,,2181307888
824,542,City of Boulder Council Candidates,Jyotsna Raj,130,,2181307888
824,542,City of Boulder Council Candidates,Jan Burton,203,,2181307888
824,542,City of Boulder Council Candidates,Don Cote,129,,2181307888
1064,464,City of Lafayette Council Candidates,Christine Berg,275,,2171207300
1064,464,City of Lafayette Council Candidates,Cliff Willmeng,120,,2171207300
1064,464,City of Lafayette Council Candidates,Alexandra Lynch,212,,2171207300
1064,464,City of Lafayette Council Candidates,Frank Phillips,176,,2171207300
1064,464,City of Lafayette Council Candidates,Brad Wiesley,164,,2171207300
1064,464,City of Lafayette Council Candidates,Stephanie Walton,224,,2171207300
1064,464,City of Lafayette Council Candidates,Cliff Smedley,106,,2171207300
1548,558,City of Lafayette Council Candidates,Christine Berg,376,,2171207301
1548,558,City of Lafayette Council Candidates,Cliff Willmeng,152,,2171207301
1548,558,City of Lafayette Council Candidates,Alexandra Lynch,284,,2171207301
1548,558,City of Lafayette Council Candidates,Frank Phillips,186,,2171207301
1548,558,City of Lafayette Council Candidates,Brad Wiesley,198,,2171207301
1548,558,City of Lafayette Council Candidates,Stephanie Walton,257,,2171207301
1548,558,City of Lafayette Council Candidates,Cliff Smedley,160,,2171207301
994,412,City of Lafayette Council Candidates,Christine Berg,224,,2171207302
994,412,City of Lafayette Council Candidates,Cliff Willmeng,114,,2171207302
994,412,City of Lafayette Council Candidates,Alexandra Lynch,192,,2171207302
994,412,City of Lafayette Council Candidates,Frank Phillips,131,,2171207302
994,412,City of Lafayette Council Candidates,Brad Wiesley,133,,2171207302
994,412,City of Lafayette Council Candidates,Stephanie Walton,185,,2171207302
994,412,City of Lafayette Council Candidates,Cliff Smedley,134,,2171207302
793,278,City of Lafayette Council Candidates,Christine Berg,174,,2171207303
793,278,City of Lafayette Council Candidates,Cliff Willmeng,89,,2171207303
793,278,City of Lafayette Council Candidates,Alexandra Lynch,140,,2171207303
793,278,City of Lafayette Council Candidates,Frank Phillips,88,,2171207303
793,278,City of Lafayette Council Candidates,Brad Wiesley,91,,2171207303
793,278,City of Lafayette Council Candidates,Stephanie Walton,127,,2171207303
793,278,City of Lafayette Council Candidates,Cliff Smedley,79,,2171207303
838,395,City of Lafayette Council Candidates,Christine Berg,238,,2171207304
838,395,City of Lafayette Council Candidates,Cliff Willmeng,123,,2171207304
838,395,City of Lafayette Council Candidates,Alexandra Lynch,184,,2171207304
838,395,City of Lafayette Council Candidates,Frank Phillips,123,,2171207304
838,395,City of Lafayette Council Candidates,Brad Wiesley,134,,2171207304
838,395,City of Lafayette Council Candidates,Stephanie Walton,202,,2171207304
838,395,City of Lafayette Council Candidates,Cliff Smedley,136,,2171207304
1020,383,City of Lafayette Council Candidates,Christine Berg,227,,2171207305
1020,383,City of Lafayette Council Candidates,Cliff Willmeng,115,,2171207305
1020,383,City of Lafayette Council Candidates,Alexandra Lynch,184,,2171207305
1020,383,City of Lafayette Council Candidates,Frank Phillips,116,,2171207305
1020,383,City of Lafayette Council Candidates,Brad Wiesley,119,,2171207305
1020,383,City of Lafayette Council Candidates,Stephanie Walton,178,,2171207305
1020,383,City of Lafayette Council Candidates,Cliff Smedley,126,,2171207305
1026,438,City of Lafayette Council Candidates,Christine Berg,245,,2171207306
1026,438,City of Lafayette Council Candidates,Cliff Willmeng,137,,2171207306
1026,438,City of Lafayette Council Candidates,Alexandra Lynch,210,,2171207306
1026,438,City of Lafayette Council Candidates,Frank Phillips,174,,2171207306
1026,438,City of Lafayette Council Candidates,Brad Wiesley,194,,2171207306
1026,438,City of Lafayette Council Candidates,Stephanie Walton,219,,2171207306
1026,438,City of Lafayette Council Candidates,Cliff Smedley,125,,2171207306
841,281,City of Lafayette Council Candidates,Christine Berg,161,,2171207307
841,281,City of Lafayette Council Candidates,Cliff Willmeng,79,,2171207307
841,281,City of Lafayette Council Candidates,Alexandra Lynch,116,,2171207307
841,281,City of Lafayette Council Candidates,Frank Phillips,87,,2171207307
841,281,City of Lafayette Council Candidates,Brad Wiesley,69,,2171207307
841,281,City of Lafayette Council Candidates,Stephanie Walton,134,,2171207307
841,281,City of Lafayette Council Candidates,Cliff Smedley,80,,2171207307
827,381,City of Lafayette Council Candidates,Christine Berg,236,,2171207308
