Precinct Name,Active Voters,Total Ballots,Contest Name,Choice Name,Party,Total Votes
2181007804,366,221,City of Boulder Council Candidates,Junie Joseph,,104
2181007804,366,221,City of Boulder Council Candidates,Mark Wallach,,76
2181007804,366,221,City of Boulder Council Candidates,Benita Duran,,82
2181007804,366,221,City of Boulder Council Candidates,Corina Julca,,56
2181007804,366,221,City of Boulder Council Candidates,Bob Yates,,106
2181007804,366,221,City of Boulder Council Candidates,Adam Swetlik,,86
2181007804,366,221,City of Boulder Council Candidates,Aaron Brockett,,94
2181007804,366,221,City of Boulder Council Candidates,Andy Celani,,21
2181007804,366,221,City of Boulder Council Candidates,Nikki McCord,,26
2181007804,366,221,City of Boulder Council Candidates,Gala Wilhelmina Orba,,15
2181007804,366,221,City of Boulder Council Candidates,Paul Cure,,29
2181007804,366,221,City of Boulder Council Candidates,Susan Peterson,,73
2181007804,366,221,City of Boulder Council Candidates,Mark McIntyre,,75
2181007806,1230,680,City of Boulder Council Candidates,Brian Dolan,,185
2181007806,1230,680,City of Boulder Council Candidates,Rachel Friend,,331
2181007806,1230,680,City of Boulder Council Candidates,Junie Joseph,,316
2181007806,1230,680,City of Boulder Council Candidates,Mark Wallach,,256
2181007806,1230,680,City of Boulder Council Candidates,Benita Duran,,232
2181007806,1230,680,City of Boulder Council Candidates,Corina Julca,,173
2181007806,1230,680,City of Boulder Council Candidates,Bob Yates,,351
2181007806,1230,680,City of Boulder Council Candidates,Adam Swetlik,,260
2181007806,1230,680,City of Boulder Council Candidates,Aaron Brockett,,327
2181007806,1230,680,City of Boulder Council Candidates,Andy Celani,,43
2181007806,1230,680,City of Boulder Council Candidates,Nikki McCord,,62
2181007806,1230,680,City of Boulder Council Candidates,Gala Wilhelmina Orba,,37
2181007806,1230,680,City of Boulder Council Candidates,Paul Cure,,104
2181007806,1230,680,City of Boulder Council Candidates,Susan Peterson,,237
2181007806,1230,680,City of Boulder Council Candidates,Mark McIntyre,,287
2181007807,1106,696,City of Boulder Council Candidates,Brian Dolan,,253
2181007807,1106,696,City of Boulder Council Candidates,Rachel Friend,,291
2181007807,1106,696,City of Boulder Council Candidates,Junie Joseph,,307
2181007807,1106,696,City of Boulder Council Candidates,Mark Wallach,,323
2181007807,1106,696,City of Boulder Council Candidates,Benita Duran,,202
2181007807,1106,696,City of Boulder Council Candidates,Corina Julca,,237
2181007807,1106,696,City of Boulder Council Candidates,Bob Yates,,357
2181007807,1106,696,City of Boulder Council Candidates,Adam Swetlik,,311
2181007807,1106,696,City of Boulder Council Candidates,Aaron Brockett,,313
2181007807,1106,696,City of Boulder Council Candidates,Andy Celani,,43
2181007807,1106,696,City of Boulder Council Candidates,Nikki McCord,,74
2181007807,1106,696,City of Boulder Council Candidates,Gala Wilhelmina Orba,,30
2181007807,1106,696,City of Boulder Council Candidates,Paul Cure,,82
2181007807,1106,696,City of Boulder Council Candidates,Susan Peterson,,312
2181007807,1106,696,City of Boulder Council Candidates,Mark McIntyre,,267
2181007808,1767,867,City of Boulder Council Candidates,Brian Dolan,,208
2181007808,1767,867,City of Boulder Council Candidates,Rachel Friend,,488
2181007808,1767,867,City of Boulder Council Candidates,Junie Joseph,,516
2181007808,1767,867,City of Boulder Council Candidates,Mark Wallach,,305
2181007808,1767,867,City of Boulder Council Candidates,Benita Duran,,370
2181007808,1767,867,City of Boulder Council Candidates,Corina Julca,,296
2181007808,1767,867,City of Boulder Council Candidates,Bob Yates,,361
2181007808,1767,867,City of Boulder Council Candidates,Adam Swetlik,,338
2181007808,1767,867,City of Boulder Council Candidates,Aaron Brockett,,451
2181007808,1767,867,City of Boulder Council Candidates,Andy Celani,,34
2181007808,1767,867,City of Boulder Council Candidates,Nikki McCord,,152
2181007808,1767,867,City of Boulder Council Candidates,Gala Wilhelmina Orba,,65
2181007808,1767,867,City of Boulder Council Candidates,Paul Cure,,100
2181007808,1767,867,City of Boulder Council Candidates,Susan Peterson,,279
2181007808,1767,867,City of Boulder Council Candidates,Mark McIntyre,,382
2181007809,1239,790,City of Boulder Council Candidates,Brian Dolan,,292
2181007809,1239,790,City of Boulder Council Candidates,Rachel Friend,,379
2181007809,1239,790,City of Boulder Council Candidates,Junie Joseph,,394
2181007809,1239,790,City of Boulder Council Candidates,Mark Wallach,,386
2181007809,1239,790,City of Boulder Council Candidates,Benita Duran,,298
2181007809,1239,790,City of Boulder Council Candidates,Corina Julca,,263
2181007809,1239,790,City of Boulder Council Candidates,Bob Yates,,447
2181007809,1239,790,City of Boulder Council Candidates,Adam Swetlik,,345
2181007809,1239,790,City of Boulder Council Candidates,Aaron Brockett,,404
2181007809,1239,790,City of Boulder Council Candidates,Andy Celani,,54
2181007809,1239,790,City of Boulder Council Candidates,Nikki McCord,,86
2181007809,1239,790,City of Boulder Council Candidates,Gala Wilhelmina Orba,,27
2181007809,1239,790,City of Boulder Council Candidates,Paul Cure,,63
2181007809,1239,790,City of Boulder Council Candidates,Susan Peterson,,361
2181007809,1239,790,City of Boulder Council Candidates,Mark McIntyre,,329
2181007810,915,585,City of Boulder Council Candidates,Brian Dolan,,225
2181007810,915,585,City of Boulder Council Candidates,Rachel Friend,,270
2181007810,915,585,City of Boulder Council Candidates,Junie Joseph,,248
2181007810,915,585,City of Boulder Council Candidates,Mark Wallach,,276
2181007810,915,585,City of Boulder Council Candidates,Benita Duran,,181
2181007810,915,585,City of Boulder Council Candidates,Corina Julca,,197
2181007810,915,585,City of Boulder Council Candidates,Bob Yates,,335
2181007810,915,585,City of Boulder Council Candidates,Adam Swetlik,,284
2181007810,915,585,City of Boulder Council Candidates,Aaron Brockett,,255
2181007810,915,585,City of Boulder Council Candidates,Andy Celani,,55
2181007810,915,585,City of Boulder Council Candidates,Nikki McCord,,75
2181007810,915,585,City of Boulder Council Candidates,Gala Wilhelmina Orba,,18
2181007810,915,585,City of Boulder Council Candidates,Paul Cure,,83
2181007810,915,585,City of Boulder Council Candidates,Susan Peterson,,249
2181007810,915,585,City of Boulder Council Candidates,Mark McIntyre,,192
2181007811,752,472,City of Boulder Council Candidates,Brian Dolan,,163
2181007811,752,472,City of Boulder Council Candidates,Rachel Friend,,214
2181007811,752,472,City of Boulder Council Candidates,Junie Joseph,,208
2181007811,752,472,City of Boulder Council Candidates,Mark Wallach,,195
2181007811,752,472,City of Boulder Council Candidates,Benita Duran,,157
2181007811,752,472,City of Boulder Council Candidates,Corina Julca,,110
2181007811,752,472,City of Boulder Council Candidates,Bob Yates,,245
2181007811,752,472,City of Boulder Council Candidates,Adam Swetlik,,150
2181007811,752,472,City of Boulder Council Candidates,Aaron Brockett,,214
2181007811,752,472,City of Boulder Council Candidates,Andy Celani,,39
2181007811,752,472,City of Boulder Council Candidates,Nikki McCord,,64
2181007811,752,472,City of Boulder Council Candidates,Gala Wilhelmina Orba,,18
2181007811,752,472,City of Boulder Council Candidates,Paul Cure,,76
2181007811,752,472,City of Boulder Council Candidates,Susan Peterson,,175
2181007811,752,472,City of Boulder Council Candidates,Mark McIntyre,,197
2181007812,774,434,City of Boulder Council Candidates,Brian Dolan,,149
2181007812,774,434,City of Boulder Council Candidates,Rachel Friend,,189
2181007812,774,434,City of Boulder Council Candidates,Junie Joseph,,181
2181007812,774,434,City of Boulder Council Candidates,Mark Wallach,,200
2181007812,774,434,City of Boulder Council Candidates,Benita Duran,,91
2181007812,774,434,City of Boulder Council Candidates,Corina Julca,,156
2181007812,774,434,City of Boulder Council Candidates,Bob Yates,,200
2181007812,774,434,City of Boulder Council Candidates,Adam Swetlik,,195
2181007812,774,434,City of Boulder Council Candidates,Aaron Brockett,,178
2181007812,774,434,City of Boulder Council Candidates,Andy Celani,,42
2181007812,774,434,City of Boulder Council Candidates,Nikki McCord,,55
2181007812,774,434,City of Boulder Council Candidates,Gala Wilhelmina Orba,,25
2181007812,774,434,City of Boulder Council Candidates,Paul Cure,,68
2181007812,774,434,City of Boulder Council Candidates,Susan Peterson,,168
2181007812,774,434,City of Boulder Council Candidates,Mark McIntyre,,131
2181007813,425,183,City of Boulder Council Candidates,Brian Dolan,,56
2181007813,425,183,City of Boulder Council Candidates,Rachel Friend,,86
2181007813,425,183,City of Boulder Council Candidates,Junie Joseph,,100
2181007813,425,183,City of Boulder Council Candidates,Mark Wallach,,90
2181007813,425,183,City of Boulder Council Candidates,Benita Duran,,49
2181007813,425,183,City of Boulder Council Candidates,Corina Julca,,70
2181007813,425,183,City of Boulder Council Candidates,Bob Yates,,76
2181007813,425,183,City of Boulder Council Candidates,Adam Swetlik,,94
2181007813,425,183,City of Boulder Council Candidates,Aaron Brockett,,74
2181007813,425,183,City of Boulder Council Candidates,Andy Celani,,14
2181007813,425,183,City of Boulder Council Candidates,Nikki McCord,,26
2181007813,425,183,City of Boulder Council Candidates,Gala Wilhelmina Orba,,11
2181007813,425,183,City of Boulder Council Candidates,Paul Cure,,12
2181007813,425,183,City of Boulder Council Candidates,Susan Peterson,,77
2181007813,425,183,City of Boulder Council Candidates,Mark McIntyre,,35
2181007814,1083,580,City of Boulder Council Candidates,Brian Dolan,,160
2181007814,1083,580,City of Boulder Council Candidates,Rachel Friend,,302
2181007814,1083,580,City of Boulder Council Candidates,Junie Joseph,,325
2181007814,1083,580,City of Boulder Council Candidates,Mark Wallach,,237
2181007814,1083,580,City of Boulder Council Candidates,Benita Duran,,184
2181007814,1083,580,City of Boulder Council Candidates,Corina Julca,,179
2181007814,1083,580,City of Boulder Council Candidates,Bob Yates,,310
2181007814,1083,580,City of Boulder Council Candidates,Adam Swetlik,,255
2181007814,1083,580,City of Boulder Council Candidates,Aaron Brockett,,284
2181007814,1083,580,City of Boulder Council Candidates,Andy Celani,,42
2181007814,1083,580,City of Boulder Council Candidates,Nikki McCord,,79
2181007814,1083,580,City of Boulder Council Candidates,Gala Wilhelmina Orba,,33
2181007814,1083,580,City of Boulder Council Candidates,Paul Cure,,85
2181007814,1083,580,City of Boulder Council Candidates,Susan Peterson,,201
2181007814,1083,580,City of Boulder Council Candidates,Mark McIntyre,,211
2181007815,845,352,City of Boulder Council Candidates,Brian Dolan,,80
2181007815,845,352,City of Boulder Council Candidates,Rachel Friend,,196
2181007815,845,352,City of Boulder Council Candidates,Junie Joseph,,191
2181007815,845,352,City of Boulder Council Candidates,Mark Wallach,,111
2181007815,845,352,City of Boulder Council Candidates,Benita Duran,,115
2181007815,845,352,City of Boulder Council Candidates,Corina Julca,,113
2181007815,845,352,City of Boulder Council Candidates,Bob Yates,,153
2181007815,845,352,City of Boulder Council Candidates,Adam Swetlik,,138
2181007815,845,352,City of Boulder Council Candidates,Aaron Brockett,,162
2181007815,845,352,City of Boulder Council Candidates,Andy Celani,,23
2181007815,845,352,City of Boulder Council Candidates,Nikki McCord,,59
2181007815,845,352,City of Boulder Council Candidates,Gala Wilhelmina Orba,,43
2181007815,845,352,City of Boulder Council Candidates,Paul Cure,,45
2181007815,845,352,City of Boulder Council Candidates,Susan Peterson,,107
2181007815,845,352,City of Boulder Council Candidates,Mark McIntyre,,110
2181007816,1129,577,City of Boulder Council Candidates,Brian Dolan,,140
2181007816,1129,577,City of Boulder Council Candidates,Rachel Friend,,290
2181007816,1129,577,City of Boulder Council Candidates,Junie Joseph,,317
2181007816,1129,577,City of Boulder Council Candidates,Mark Wallach,,185
2181007816,1129,577,City of Boulder Council Candidates,Benita Duran,,207
2181007816,1129,577,City of Boulder Council Candidates,Corina Julca,,164
2181007816,1129,577,City of Boulder Council Candidates,Bob Yates,,251
2181007816,1129,577,City of Boulder Council Candidates,Adam Swetlik,,221
2181007816,1129,577,City of Boulder Council Candidates,Aaron Brockett,,259
2181007816,1129,577,City of Boulder Council Candidates,Andy Celani,,37
2181007816,1129,577,City of Boulder Council Candidates,Nikki McCord,,125
2181007816,1129,577,City of Boulder Council Candidates,Gala Wilhelmina Orba,,43
2181007816,1129,577,City of Boulder Council Candidates,Paul Cure,,74
2181007816,1129,577,City of Boulder Council Candidates,Susan Peterson,,186
2181007816,1129,577,City of Boulder Council Candidates,Mark McIntyre,,229
2181007817,810,553,City of Boulder Council Candidates,Brian Dolan,,198
2181007817,810,553,City of Boulder Council Candidates,Rachel Friend,,250
2181007817,810,553,City of Boulder Council Candidates,Junie Joseph,,225
2181007817,810,553,City of Boulder Council Candidates,Mark Wallach,,221
2181007817,810,553,City of Boulder Council Candidates,Benita Duran,,172
2181007817,810,553,City of Boulder Council Candidates,Corina Julca,,157
2181007817,810,553,City of Boulder Council Candidates,Bob Yates,,352
2181007817,810,553,City of Boulder Council Candidates,Adam Swetlik,,201
2181007817,810,553,City of Boulder Council Candidates,Aaron Brockett,,240
2181007817,810,553,City of Boulder Council Candidates,Andy Celani,,56
2181007817,810,553,City of Boulder Council Candidates,Nikki McCord,,91
2181007817,810,553,City of Boulder Council Candidates,Gala Wilhelmina Orba,,16
2181007817,810,553,City of Boulder Council Candidates,Paul Cure,,83
2181007817,810,553,City of Boulder Council Candidates,Susan Peterson,,228
2181007817,810,553,City of Boulder Council Candidates,Mark McIntyre,,219
2181007818,1056,675,City of Boulder Council Candidates,Brian Dolan,,218
2181007818,1056,675,City of Boulder Council Candidates,Rachel Friend,,334
2181007818,1056,675,City of Boulder Council Candidates,Junie Joseph,,298
2181007818,1056,675,City of Boulder Council Candidates,Mark Wallach,,283
2181007818,1056,675,City of Boulder Council Candidates,Benita Duran,,211
2181007818,1056,675,City of Boulder Council Candidates,Corina Julca,,210
2181007818,1056,675,City of Boulder Council Candidates,Bob Yates,,410
2181007818,1056,675,City of Boulder Council Candidates,Adam Swetlik,,284
2181007818,1056,675,City of Boulder Council Candidates,Aaron Brockett,,292
2181007818,1056,675,City of Boulder Council Candidates,Andy Celani,,83
2181007818,1056,675,City of Boulder Council Candidates,Nikki McCord,,89
2181007818,1056,675,City of Boulder Council Candidates,Gala Wilhelmina Orba,,22
2181007818,1056,675,City of Boulder Council Candidates,Paul Cure,,84
2181007818,1056,675,City of Boulder Council Candidates,Susan Peterson,,244
2181007818,1056,675,City of Boulder Council Candidates,Mark McIntyre,,318
2181007819,931,570,City of Boulder Council Candidates,Brian Dolan,,208
2181007819,931,570,City of Boulder Council Candidates,Rachel Friend,,266
2181007819,931,570,City of Boulder Council Candidates,Junie Joseph,,248
2181007819,931,570,City of Boulder Council Candidates,Mark Wallach,,266
2181007819,931,570,City of Boulder Council Candidates,Benita Duran,,187
2181007819,931,570,City of Boulder Council Candidates,Corina Julca,,187
2181007819,931,570,City of Boulder Council Candidates,Bob Yates,,315
2181007819,931,570,City of Boulder Council Candidates,Adam Swetlik,,268
2181007819,931,570,City of Boulder Council Candidates,Aaron Brockett,,252
2181007819,931,570,City of Boulder Council Candidates,Andy Celani,,42
2181007819,931,570,City of Boulder Council Candidates,Nikki McCord,,50
2181007819,931,570,City of Boulder Council Candidates,Gala Wilhelmina Orba,,19
2181007819,931,570,City of Boulder Council Candidates,Paul Cure,,62
2181007819,931,570,City of Boulder Council Candidates,Susan Peterson,,247
2181007819,931,570,City of Boulder Council Candidates,Mark McIntyre,,233
2181007820,660,435,City of Boulder Council Candidates,Brian Dolan,,139
2181007820,660,435,City of Boulder Council Candidates,Rachel Friend,,224
2181007820,660,435,City of Boulder Council Candidates,Junie Joseph,,240
2181007820,660,435,City of Boulder Council Candidates,Mark Wallach,,177
2181007820,660,435,City of Boulder Council Candidates,Benita Duran,,164
2181007820,660,435,City of Boulder Council Candidates,Corina Julca,,120
2181007820,660,435,City of Boulder Council Candidates,Bob Yates,,239
2181007820,660,435,City of Boulder Council Candidates,Adam Swetlik,,158
2181007820,660,435,City of Boulder Council Candidates,Aaron Brockett,,223
2181007820,660,435,City of Boulder Council Candidates,Andy Celani,,25
2181007820,660,435,City of Boulder Council Candidates,Nikki McCord,,43
2181007820,660,435,City of Boulder Council Candidates,Gala Wilhelmina Orba,,14
2181007820,660,435,City of Boulder Council Candidates,Paul Cure,,44
2181007820,660,435,City of Boulder Council Candidates,Susan Peterson,,167
2181007820,660,435,City of Boulder Council Candidates,Mark McIntyre,,206
2181007821,1079,543,City of Boulder Council Candidates,Brian Dolan,,135
2181007821,1079,543,City of Boulder Council Candidates,Rachel Friend,,303
2181007821,1079,543,City of Boulder Council Candidates,Junie Joseph,,326
2181007821,1079,543,City of Boulder Council Candidates,Mark Wallach,,202
2181007821,1079,543,City of Boulder Council Candidates,Benita Duran,,194
2181007821,1079,543,City of Boulder Council Candidates,Corina Julca,,150
2181007821,1079,543,City of Boulder Council Candidates,Bob Yates,,263
2181007821,1079,543,City of Boulder Council Candidates,Adam Swetlik,,220
2181007821,1079,543,City of Boulder Council Candidates,Aaron Brockett,,274
2181007821,1079,543,City of Boulder Council Candidates,Andy Celani,,23
2181007821,1079,543,City of Boulder Council Candidates,Nikki McCord,,79
2181007821,1079,543,City of Boulder Council Candidates,Gala Wilhelmina Orba,,35
2181007821,1079,543,City of Boulder Council Candidates,Paul Cure,,53
2181007821,1079,543,City of Boulder Council Candidates,Susan Peterson,,169
2181007821,1079,543,City of Boulder Council Candidates,Mark McIntyre,,229
2181007822,1776,710,City of Boulder Council Candidates,Brian Dolan,,165
2181007822,1776,710,City of Boulder Council Candidates,Rachel Friend,,355
2181007822,1776,710,City of Boulder Council Candidates,Junie Joseph,,414
2181007822,1776,710,City of Boulder Council Candidates,Mark Wallach,,219
2181007822,1776,710,City of Boulder Council Candidates,Benita Duran,,254
2181007822,1776,710,City of Boulder Council Candidates,Corina Julca,,215
2181007822,1776,710,City of Boulder Council Candidates,Bob Yates,,293
2181007822,1776,710,City of Boulder Council Candidates,Adam Swetlik,,274
2181007822,1776,710,City of Boulder Council Candidates,Aaron Brockett,,299
2181007822,1776,710,City of Boulder Council Candidates,Andy Celani,,58
2181007822,1776,710,City of Boulder Council Candidates,Nikki McCord,,141
2181007822,1776,710,City of Boulder Council Candidates,Gala Wilhelmina Orba,,75
2181007822,1776,710,City of Boulder Council Candidates,Paul Cure,,64
2181007822,1776,710,City of Boulder Council Candidates,Susan Peterson,,168
2181007822,1776,710,City of Boulder Council Candidates,Mark McIntyre,,217
2181007823,1215,505,City of Boulder Council Candidates,Brian Dolan,,113
2181007823,1215,505,City of Boulder Council Candidates,Rachel Friend,,276
2181007823,1215,505,City of Boulder Council Candidates,Junie Joseph,,276
2181007823,1215,505,City of Boulder Council Candidates,Mark Wallach,,148
2181007823,1215,505,City of Boulder Council Candidates,Benita Duran,,191
2181007823,1215,505,City of Boulder Council Candidates,Corina Julca,,127
2181007823,1215,505,City of Boulder Council Candidates,Bob Yates,,240
2181007823,1215,505,City of Boulder Council Candidates,Adam Swetlik,,172
2181007823,1215,505,City of Boulder Council Candidates,Aaron Brockett,,246
2181007823,1215,505,City of Boulder Council Candidates,Andy Celani,,38
2181007823,1215,505,City of Boulder Council Candidates,Nikki McCord,,79
2181007823,1215,505,City of Boulder Council Candidates,Gala Wilhelmina Orba,,37
2181007823,1215,505,City of Boulder Council Candidates,Paul Cure,,52
2181007823,1215,505,City of Boulder Council Candidates,Susan Peterson,,132
2181007823,1215,505,City of Boulder Council Candidates,Mark McIntyre,,218
2181007824,1074,565,City of Boulder Council Candidates,Brian Dolan,,147
2181007824,1074,565,City of Boulder Council Candidates,Rachel Friend,,296
2181007824,1074,565,City of Boulder Council Candidates,Junie Joseph,,313
2181007824,1074,565,City of Boulder Council Candidates,Mark Wallach,,235
2181007824,1074,565,City of Boulder Council Candidates,Benita Duran,,190
2181007824,1074,565,City of Boulder Council Candidates,Corina Julca,,177
2181007824,1074,565,City of Boulder Council Candidates,Bob Yates,,273
2181007824,1074,565,City of Boulder Council Candidates,Adam Swetlik,,230
2181007824,1074,565,City of Boulder Council Candidates,Aaron Brockett,,266
2181007824,1074,565,City of Boulder Council Candidates,Andy Celani,,42
2181007824,1074,565,City of Boulder Council Candidates,Nikki McCord,,80
2181007824,1074,565,City of Boulder Council Candidates,Gala Wilhelmina Orba,,33
2181007824,1074,565,City of Boulder Council Candidates,Paul Cure,,61
2181007824,1074,565,City of Boulder Council Candidates,Susan Peterson,,172
2181007824,1074,565,City of Boulder Council Candidates,Mark McIntyre,,237
2181007825,631,386,City of Boulder Council Candidates,Brian Dolan,,139
2181007825,631,386,City of Boulder Council Candidates,Rachel Friend,,211
2181007825,631,386,City of Boulder Council Candidates,Junie Joseph,,191
2181007825,631,386,City of Boulder Council Candidates,Mark Wallach,,181
2181007825,631,386,City of Boulder Council Candidates,Benita Duran,,131
2181007825,631,386,City of Boulder Council Candidates,Corina Julca,,149
2181007825,631,386,City of Boulder Council Candidates,Bob Yates,,187
2181007825,631,386,City of Boulder Council Candidates,Adam Swetlik,,168
2181007825,631,386,City of Boulder Council Candidates,Aaron Brockett,,163
2181007825,631,386,City of Boulder Council Candidates,Andy Celani,,26
2181007825,631,386,City of Boulder Council Candidates,Nikki McCord,,42
2181007825,631,386,City of Boulder Council Candidates,Gala Wilhelmina Orba,,13
2181007825,631,386,City of Boulder Council Candidates,Paul Cure,,45
2181007825,631,386,City of Boulder Council Candidates,Susan Peterson,,163
2181007825,631,386,City of Boulder Council Candidates,Mark McIntyre,,131
2181007826,824,506,City of Boulder Council Candidates,Brian Dolan,,190
2181007826,824,506,City of Boulder Council Candidates,Rachel Friend,,242
2181007826,824,506,City of Boulder Council Candidates,Junie Joseph,,271
2181007826,824,506,City of Boulder Council Candidates,Mark Wallach,,214
2181007826,824,506,City of Boulder Council Candidates,Benita Duran,,183
2181007826,824,506,City of Boulder Council Candidates,Corina Julca,,163
2181007826,824,506,City of Boulder Council Candidates,Bob Yates,,253
2181007826,824,506,City of Boulder Council Candidates,Adam Swetlik,,237
2181007826,824,506,City of Boulder Council Candidates,Aaron Brockett,,249
2181007826,824,506,City of Boulder Council Candidates,Andy Celani,,33
2181007826,824,506,City of Boulder Council Candidates,Nikki McCord,,50
2181007826,824,506,City of Boulder Council Candidates,Gala Wilhelmina Orba,,20
2181007826,824,506,City of Boulder Council Candidates,Paul Cure,,52
2181007826,824,506,City of Boulder Council Candidates,Susan Peterson,,182
2181007826,824,506,City of Boulder Council Candidates,Mark McIntyre,,200
2181007827,910,426,City of Boulder Council Candidates,Brian Dolan,,119
2181007827,910,426,City of Boulder Council Candidates,Rachel Friend,,246
2181007827,910,426,City of Boulder Council Candidates,Junie Joseph,,246
2181007827,910,426,City of Boulder Council Candidates,Mark Wallach,,157
2181007827,910,426,City of Boulder Council Candidates,Benita Duran,,155
2181007827,910,426,City of Boulder Council Candidates,Corina Julca,,126
2181007827,910,426,City of Boulder Council Candidates,Bob Yates,,202
2181007827,910,426,City of Boulder Council Candidates,Adam Swetlik,,178
2181007827,910,426,City of Boulder Council Candidates,Aaron Brockett,,205
2181007827,910,426,City of Boulder Council Candidates,Andy Celani,,24
2181007827,910,426,City of Boulder Council Candidates,Nikki McCord,,47
2181007827,910,426,City of Boulder Council Candidates,Gala Wilhelmina Orba,,18
2181007827,910,426,City of Boulder Council Candidates,Paul Cure,,53
2181007827,910,426,City of Boulder Council Candidates,Susan Peterson,,136
2181007827,910,426,City of Boulder Council Candidates,Mark McIntyre,,185
2181007828,672,278,City of Boulder Council Candidates,Brian Dolan,,75
2181007828,672,278,City of Boulder Council Candidates,Rachel Friend,,166
2181007828,672,278,City of Boulder Council Candidates,Junie Joseph,,150
2181007828,672,278,City of Boulder Council Candidates,Mark Wallach,,119
2181007828,672,278,City of Boulder Council Candidates,Benita Duran,,83
2181007828,672,278,City of Boulder Council Candidates,Corina Julca,,79
2181007828,672,278,City of Boulder Council Candidates,Bob Yates,,128
2181007828,672,278,City of Boulder Council Candidates,Adam Swetlik,,123
2181007828,672,278,City of Boulder Council Candidates,Aaron Brockett,,131
2181007828,672,278,City of Boulder Council Candidates,Andy Celani,,22
2181007828,672,278,City of Boulder Council Candidates,Nikki McCord,,39
2181007828,672,278,City of Boulder Council Candidates,Gala Wilhelmina Orba,,22
2181007828,672,278,City of Boulder Council Candidates,Paul Cure,,31
2181007828,672,278,City of Boulder Council Candidates,Susan Peterson,,86
2181007828,672,278,City of Boulder Council Candidates,Mark McIntyre,,104
2181007829,713,253,City of Boulder Council Candidates,Brian Dolan,,56
2181007829,713,253,City of Boulder Council Candidates,Rachel Friend,,153
2181007829,713,253,City of Boulder Council Candidates,Junie Joseph,,154
2181007829,713,253,City of Boulder Council Candidates,Mark Wallach,,81
2181007829,713,253,City of Boulder Council Candidates,Benita Duran,,92
2181007829,713,253,City of Boulder Council Candidates,Corina Julca,,73
2181007829,713,253,City of Boulder Council Candidates,Bob Yates,,110
2181007829,713,253,City of Boulder Council Candidates,Adam Swetlik,,93
